v,vi
15.877,0.8974034460009775
15.913080808080808,0.895781077798767
15.949161616161616,0.8942658829313628
15.985242424242426,0.8928491010368065
16.021323232323233,0.8915219717531401
16.05740404040404,0.8902757347184057
16.09348484848485,0.8891016295706454
16.129565656565656,0.8879908959479009
16.165646464646464,0.8869347734882146
16.201727272727272,0.8859245018296278
16.237808080808083,0.8849513206101828
16.27388888888889,0.8840064694679217
16.3099696969697,0.8830811880408862
16.346050505050506,0.8821667159671187
16.382131313131314,0.8812542928846605
16.41821212121212,0.8803351584315541
16.45429292929293,0.8794005522458412
16.490373737373737,0.878441713965564
16.526454545454545,0.8774498832287645
16.562535353535353,0.8764162996734843
16.598616161616164,0.8753322029377655
16.63469696969697,0.8741888326596501
16.67077777777778,0.8729774284771802
16.706858585858587,0.8716892300283976
16.742939393939395,0.8703154769513444
16.779020202020202,0.8688474088840623
16.81510101010101,0.8672756960151553
16.851181818181818,0.8655537472859175
16.887262626262626,0.8635753635283612
16.923343434343437,0.8612289951130124
16.959424242424245,0.858403092388256
16.995505050505052,0.8549719997933611
17.03158585858586,0.8507555934248583
17.067666666666668,0.8455606042918342
17.103747474747475,0.8391947608611646
17.139828282828283,0.8316166742536654
17.17590909090909,0.823095822858901
17.2119898989899,0.8139400228680004
17.24807070707071,0.8044414450759795
17.284151515151517,0.7947735577602861
17.320232323232325,0.7850553995462256
17.356313131313133,0.7754057249004198
17.39239393939394,0.7659432882894909
17.42847474747475,0.7567868441800613
17.464555555555556,0.748055147038753
17.500636363636364,0.7398669513321874
17.53671717171717,0.7323410115269877
17.57279797979798,0.7255960820897756
17.60887878787879,0.7197509174871722
17.644959595959598,0.7149144179156254
17.681040404040406,0.7110673370437168
17.717121212121214,0.7081008061223134
17.75320202020202,0.7059041170978756
17.78928282828283,0.7043665619168644
17.825363636363637,0.7033774325257403
17.861444444444444,0.7028260208709636
17.897525252525252,0.7026016188989952
17.93360606060606,0.7025936561465246
17.96968686868687,0.7027218973876461
18.00576767676768,0.702974371147339
18.041848484848487,0.703348433334425
18.077929292929294,0.7038414398577258
18.114010101010102,0.7044507466260627
18.15009090909091,0.7051737095482576
18.186171717171717,0.706007684533132
18.222252525252525,0.7069500274895073
18.258333333333333,0.7079980943262051
18.294414141414144,0.7091492409520475
18.330494949494952,0.7104008232758554
18.36657575757576,0.7117501972064507
18.402656565656567,0.7131947186526546
18.438737373737375,0.7147317435232895
18.474818181818183,0.7163586277271762
18.51089898989899,0.7180727271731367
18.546979797979798,0.7198713977699925
18.583060606060606,0.7217519954265653
18.619141414141417,0.7237118760516768
18.655222222222225,0.725748395554148
18.691303030303033,0.7278589098428008
18.72738383838384,0.730040774826457
18.763464646464648,0.7322913464139378
18.799545454545456,0.7346079805140653
18.835626262626263,0.7369880330356604
18.87170707070707,0.7394288598875451
18.90778787878788,0.7419278169785413
18.94386868686869,0.7444822602174701
18.979949494949498,0.7470895455131532
19.016030303030306,0.7497470287744121
19.052111111111113,0.7524520659100686
19.08819191919192,0.7552020128289441
19.12427272727273,0.7579942254398603
19.160353535353536,0.7608260596516387
19.196434343434344,0.763694871373101
19.232515151515152,0.7665980165130688
19.26859595959596,0.7695328509803636
19.304676767676767,0.7724967306838068
19.34075757575758,0.7754870115322207
19.376838383838386,0.7785010494344259
19.412919191919194,0.7815362002992444
19.449,0.7845898200354979
