InputX InputY InputF606W InputF814W OutputX OutputY OutputF606W OutputF814W
1990.637 883.145 -12.678277006538039 -12.506150088787038 1990.637 883.145 -12.67583073101634 -12.508749928804747
1992.493 864.59 -12.311683818015545 -12.18242026547745 1992.493 864.59 -12.317956504361874 -12.17562572517809
1990.961 908.549 -11.205704231326301 -11.19010114007581 1990.961 908.549 -11.208887125358256 -11.186399568009815
2018.201 399.802 -11.492181746001698 -11.447766592433272 2018.201 399.802 -11.499633891638354 -11.439287707872928
2014.842 559.506 -12.818737868557413 -12.62880081300149 2014.842 559.506 -12.81134197630248 -12.636599798015261
2032.687 695.432 -13.450741232670179 -13.273133059264559 2032.687 695.432 -13.458738555209113 -13.26521576701159
2036.17 753.879 -12.4458936887549 -12.282564655057737 2036.17 753.879 -12.440213498848863 -12.288693630648734
2026.539 796.952 -11.078715683785628 -11.056441499681029 2026.539 796.952 -11.06970979411295 -11.06700930496035
2033.925 985.161 -11.404690721943407 -11.363091230055797 2033.925 985.161 -11.408103550576111 -11.359174388639435
2038.15 517.961 -13.49703470377515 -13.295334064975904 2038.15 517.961 -13.492682634428256 -13.29957028182654
2049.748 756.612 -12.101893688754899 -11.986564655057737 2049.748 756.612 -12.106285444113905 -11.981731650254599
2052.872 945.492 -11.156251549050971 -11.17046585293092 2052.872 945.492 -11.170749211541594 -11.153605680409076
2082.564 226.89 -13.021609035837919 -12.84604769160693 2082.564 226.89 -13.026099247232835 -12.841376060882773
2077.494 241.023 -11.490293200686434 -11.45083723041656 2077.494 241.023 -11.500091024924409 -11.43968948522923
2083.525 383.304 -10.640609035837919 -10.69404769160693 2083.525 383.304 -10.63486539933588 -10.700976458393509
2066.734 413.429 -16.871609035837917 -16.92904769160693 2066.734 413.429 -16.87332343296331 -16.92740636889647
2075.899 509.263 -13.89893471092173 -13.748268341186158 2075.899 509.263 -13.90184610721246 -13.745776219778243
2078.904 652.858 -10.723293200686435 -10.78483723041656 2078.904 652.858 -10.728371892061823 -10.778767613162579
2068.94 958.475 -12.161578525599268 -12.035014650739775 2068.94 958.475 -12.162993825279717 -12.0334633819656
2081.547 962.52 -14.056772999623373 -13.90681242099279 2081.547 962.52 -14.042256840081322 -13.918344716652637
2096.834 231.202 -11.24060903583792 -11.227047691606924 2096.834 231.202 -11.247166438079518 -11.219455473843375
2096.035 576.646 -12.107872958242318 -11.976893555469683 2096.035 576.646 -12.104746960606409 -11.980333629051643
2088.492 665.468 -12.619762561291267 -12.4508172673516 2088.492 665.468 -12.617108754271324 -12.453648240090004
2095.379 731.06 -11.43156568809119 -11.38401517481519 2095.379 731.06 -11.433718783750397 -11.38155482739231
2109.344 749.205 -13.088369417222367 -12.891882571258485 2109.344 749.205 -13.083666560099477 -12.89675130153606
2094.643 792.952 -11.840962315765118 -11.754275841826239 2094.643 792.952 -11.847037591315217 -11.74750788246038
2091.381 877.069 -11.624054011318275 -11.54333422088753 2091.381 877.069 -11.621292731401528 -11.546462493970285
2091.697 912.367 -12.361054011318274 -12.224334220887528 2091.697 912.367 -12.36550034992878 -12.219517970686944
2135.274 239.213 -10.926154168921279 -10.952740045381951 2135.274 239.213 -10.92996969949673 -10.948221889442774
2122.183 412.138 -12.56860903583792 -12.387047691606924 2122.183 412.138 -12.5580258288059 -12.39838010446
2132.989 769.659 -14.240369417222364 -14.12288257125848 2132.989 769.659 -14.219788475486379 -14.13973195847706
2132.592 767.586 -13.016369417222364 -12.732882571258479 2132.592 767.586 -12.966871898271542 -12.78462350951721
2113.914 788.157 -12.35106445140584 -12.194342993492409 2113.914 788.157 -12.345159404143093 -12.200739309102843
2122.385 813.509 -11.577064451405839 -11.496342993492409 2122.385 813.509 -11.571567377273762 -11.502570666730815
2123.162 948.589 -12.02986644122203 -11.910207415212863 2123.162 948.589 -12.028813960686737 -11.91137033222454
2113.462 970.967 -11.625285829254356 -11.566487788173124 2113.462 970.967 -11.63347546650403 -11.557249117847533
2115.714 981.605 -12.902285829254353 -12.732487788173124 2115.714 981.605 -12.907031979736828 -12.727504208155324
2121.617 966.942 -13.013285829254354 -12.843487788173125 2121.617 966.942 -13.020493947192335 -12.83598843852991
2150.973 252.602 -12.928653107879438 -12.749070704660472 2150.973 252.602 -12.929140252377568 -12.748559190414213
2138.111 274.586 -11.62715416892128 -11.564740045381953 2138.111 274.586 -11.633654126042536 -11.55740749094236
2156.782 447.393 -11.522508383421197 -11.461650615915715 2156.782 447.393 -11.523628227457163 -11.460376482428597
2144.316 720.943 -11.556291810684439 -11.485166308708472 2144.316 720.943 -11.554348816618077 -11.487377003881829
2183.035 229.082 -11.972850048572411 -11.879535574809033 2183.035 229.082 -11.982210680229468 -11.869192734795362
2187.559 313.166 -13.06843312166555 -12.886925929462112 2187.559 313.166 -13.070861216235055 -12.884399731874868
2182.511 363.311 -13.926395931008095 -13.763903870503807 2182.511 363.311 -13.920707684534968 -13.768594976132164
2186.766 372.839 -10.805386062064219 -10.864231837998311 2186.766 372.839 -10.815723750153385 -10.851934125305291
2178.469 443.926 -11.796293200686435 -11.695837230416565 2178.469 443.926 -11.7931868373187 -11.699312159009846
2184.145 485.279 -12.77103204008835 -12.574997746186881 2184.145 485.279 -12.759311391272128 -12.587406950086393
2192.381 590.849 -12.909519240229553 -12.717659666208345 2192.381 590.849 -12.903419856956265 -12.7240641754446
2201.632 624.43 -14.201063616856995 -14.112689691123954 2201.632 624.43 -14.19901940739572 -14.114363262586853
2189.018 743.409 -11.646980535125568 -11.582630697033288 2189.018 743.409 -11.653637118621877 -11.575121453517088
2222.494 241.434 -12.81243312166555 -12.630925929462112 2222.494 241.434 -12.809083530625735 -12.63445808074573
2226.851 318.158 -13.962433121665551 -13.810925929462112 2226.851 318.158 -13.95837687361115 -13.814271123480673
2221.567 946.852 -13.494114689677271 -13.287708290715496 2221.567 946.852 -13.487494423018937 -13.29426230747191
2260.283 460.68 -14.345679818516771 -14.287428494590387 2260.283 460.68 -14.345716063116846 -14.287396246330797
2242.192 529.077 -10.662805788636508 -10.731516067961142 2242.192 529.077 -10.6664250958619 -10.727170389646531
2253.734 580.046 -15.10001483183407 -15.072656274685617 2253.734 580.046 -15.09404089520887 -15.078379743501614
2254.111 696.253 -12.372519240229554 -12.225659666208347 2254.111 696.253 -12.372350723795002 -12.225842202308904
2273.388 267.902 -11.365653107879439 -11.36707070466047 2273.388 267.902 -11.387884028094376 -11.341556681428457
2270.763 313.76 -14.042433121665553 -13.921925929462112 2270.763 313.76 -14.044069272276719 -13.9206260971933
2269.17 338.45 -12.596328579078861 -12.4548580817466 2269.17 338.45 -12.606651798673326 -12.443845693496481
2265.688 434.977 -12.905609035837916 -12.727047691606927 2265.688 434.977 -12.906057818505772 -12.726576458268642
2283.997 470.541 -13.131510567286828 -12.932315711655498 2283.997 470.541 -13.126188966700933 -12.937825008923234
2266.233 548.99 -11.421565150697447 -11.360354807636792 2266.233 548.99 -11.416340313527911 -11.366351258329708
2284.738 678.961 -12.192063616856998 -12.060689691123962 2284.738 678.961 -12.192387278296394 -12.06033634191402
2275.772 726.49 -13.450519240229553 -13.264659666208345 2275.772 726.49 -13.45439219304303 -13.260825470556366
2268.643 759.887 -11.234565150697438 -11.215354807636789 2268.643 759.887 -11.2379206000602 -11.211469838968092
2277.081 790.789 -10.666301690570112 -10.719510159671778 2277.081 790.789 -10.6625852988413 -10.72397240670933
2276.206 922.967 -13.836163072868011 -13.673075983191211 2276.206 922.967 -13.838155595611433 -13.671370406866735
2311.365 568.934 -12.639805788636508 -12.459516067961143 2311.365 568.934 -12.632117449821731 -12.467717673211524
2309.603 702.604 -10.776063616856998 -10.819689691123955 2309.603 702.604 -10.776563901457223 -10.819091793788406
2316.73 323.953 -12.996653107879439 -12.824070704660471 2316.73 323.953 -13.002126359793344 -12.818349383766929
2323.226 370.984 -10.88643312166555 -10.926925929462111 2323.226 370.984 -10.894059018177604 -10.917895733284631
2336.613 478.434 -12.235386062064219 -12.129231837998312 2336.613 478.434 -12.250108287642291 -12.113222404342338
2331.711 530.673 -12.548584343104068 -12.386031237256816 2331.711 530.673 -12.546822678164041 -12.387917613886202
2335.864 556.978 -14.055174807036675 -13.903757429291804 2335.864 556.978 -14.040204056151659 -13.915772196646728
2316.85 573.275 -12.48251056728683 -12.307315711655502 2316.85 573.275 -12.472196256464663 -12.318402306088181
2337.486 589.146 -12.34603204008835 -12.188997746186882 2337.486 589.146 -12.33977843153151 -12.195771621526713
2314.856 783.893 -10.950465783980881 -10.977288593229208 2314.856 783.893 -10.956235340611947 -10.970487670279752
2325.188 845.239 -11.788341732619738 -11.697201390597264 2325.188 845.239 -11.789445012863293 -11.695967207853368
2347.101 311.855 -13.821635522634065 -13.664391714583207 2347.101 311.855 -13.827512423488454 -13.659188015145848
2354.233 414.715 -11.585024458729997 -11.545653611173691 2354.233 414.715 -11.600506054317371 -11.52811440464112
2350.362 946.864 -12.941823293100093 -12.768184109973191 2350.362 946.864 -12.94558116610358 -12.764255915607514
2344.402 965.784 -12.369823293100097 -12.220184109973193 2344.402 965.784 -12.368166196975668 -12.221979067631793
2357.416 975.938 -11.629823293100099 -11.548184109973196 2357.416 975.938 -11.626930564176789 -11.551447376470723
2376.741 508.579 -13.369070226912733 -13.16602137680794 2376.741 508.579 -13.36440050976049 -13.170710314080488
2403.071 388.258 -12.715395931008093 -12.560903870503807 2403.071 388.258 -12.722844988528525 -12.552987199767394
2404.081 408.007 -13.727395931008097 -13.55390387050381 2404.081 408.007 -13.730674520832086 -13.550916374459685
2411.439 414.651 -11.972395931008098 -11.860903870503808 2411.439 414.651 -11.972691372394099 -11.860577428539123
2391.88 773.525 -13.502490109977764 -13.309967535836297 2391.88 773.525 -13.502650832776578 -13.30981109149354
2406.606 829.811 -11.765468515787294 -11.67595133053824 2406.606 829.811 -11.766172870774852 -11.675163404917075
2410.567 822.325 -12.125468515787293 -11.991951330538239 2410.567 822.325 -12.121845846060019 -11.995922033354542
2412.288 978.329 -11.264343643869388 -11.241865396822632 2412.288 978.329 -11.268090330564522 -11.237527450142956
2423.307 415.122 -12.052024458729996 -11.937653611173683 2423.307 415.122 -12.054627003146763 -11.934789583321852
2413.854 627.062 -10.94649010997776 -10.957967535836296 2413.854 627.062 -10.944392158232702 -10.960440517571666
2413.744 673.624 -11.566817505246416 -11.494854787880953 2413.744 673.624 -11.565069513673542 -11.496835099602752
2419.272 896.719 -11.112500858536848 -11.104971066877937 2419.272 896.719 -11.113163324325189 -11.104197197098397
2448.816 342.953 -12.050758986519227 -11.947473078624707 2448.816 342.953 -12.058821191645237 -11.938600845790056
2449.702 592.974 -12.403431979538105 -12.265926984095294 2449.702 592.974 -12.40907645067389 -12.259836549376107
2453.667 599.301 -13.309070664251166 -13.105019852528695 2453.667 599.301 -13.303545027667074 -13.110631196061654
2453.012 809.596 -13.170107200500354 -13.019044198971638 2453.012 809.596 -13.18943099277394 -12.999141985862835
2452.975 872.287 -12.651486767253136 -12.47496258480599 2452.975 872.287 -12.64604201577762 -12.480770822887639
2449.999 913.953 -10.805500858536849 -10.842971066877936 2449.999 913.953 -10.805318856528423 -10.843187576448539
2467.865 839.64 -11.300468515787294 -11.249951330538245 2467.865 839.64 -11.29273612440591 -11.25886458961767
2507.901 508.687 -10.817143462663442 -10.88206563921468 2507.901 508.687 -10.831397137611255 -10.865109468955335
2507.775 761.049 -13.520864292231899 -13.316880517928475 2507.775 761.049 -13.515045342060208 -13.322544567098074
2500.258 976.638 -11.726351948301122 -11.645870022744464 2500.258 976.638 -11.729415211631519 -11.642428936276524
2522.101 415.683 -13.519760035946877 -13.330805598170684 2522.101 415.683 -13.521468113823893 -13.329142989487767
2526.085 446.662 -13.840758986519226 -13.661473078624706 2526.085 446.662 -13.834367062978846 -13.6669444909307
2534.964 538.205 -12.891065612876709 -12.72334285960191 2534.964 538.205 -12.896581211514203 -12.717551339240828
2518.272 589.248 -12.305143462663438 -12.152065639214676 2518.272 589.248 -12.299280599519701 -12.158441109963714
2520.678 680.625 -11.239026876908792 -11.196989766365004 2520.678 680.625 -11.231391213396762 -11.205830404473911
2536.628 680.211 -10.735192877448096 -10.808433111254566 2536.628 680.211 -10.746984129396623 -10.794341216121971
2523.141 707.562 -11.769864292231901 -11.675880517928476 2523.141 707.562 -11.76858097652682 -11.677316097063908
2526.48 721.419 -11.384018873238702 -11.359649889203094 2526.48 721.419 -11.394648374988652 -11.347450603164962
2528.635 820.632 -13.613864292231899 -13.408880517928473 2528.635 820.632 -13.605712268340419 -13.41666198519993
2518.412 848.214 -12.26902687690879 -12.125989766365006 2518.412 848.214 -12.266719928676686 -12.12849841795941
2537.173 868.51 -11.432864292231905 -11.37688051792848 2537.173 868.51 -11.430918367229967 -11.37910413095894
2562.039 425.944 -11.527665150146422 -11.470405102321813 2562.039 425.944 -11.530878614851762 -11.46674889408277
2554.745 481.592 -13.556665150146422 -13.366405102321814 2554.745 481.592 -13.55721620172336 -13.365868719789795
2557.232 527.31 -12.050257185522423 -11.929135065068959 2557.232 527.31 -12.049419198236862 -11.930057246803827
2560.001 540.064 -11.685257185522428 -11.60713506506896 2560.001 540.064 -11.68723477474352 -11.604904161025704
2559.349 784.45 -11.515026876908792 -11.456989766365005 2559.349 784.45 -11.517096147912333 -11.454635396118029
2547.485 800.954 -11.375026876908795 -11.328989766365009 2547.485 800.954 -11.374351196449702 -11.329765232551928
2542.976 984.06 -16.490351948301125 -16.549870022744464 2542.976 984.06 -16.499131673646012 -16.541299840265257
2581.269 392.611 -13.580196841999413 -13.35776121836366 2581.269 392.611 -13.564129089526105 -13.373098598584978
2581.576 685.306 -12.345037903995802 -12.193993483007645 2581.576 685.306 -12.341731638235299 -12.197574812395061
2565.127 730.241 -13.360018873238701 -13.164649889203094 2565.127 730.241 -13.359170505975598 -13.165501748266735
2582.125 748.686 -10.801781125668487 -10.866158734671512 2582.125 748.686 -10.814560557569951 -10.85095632378924
2582.42 768.086 -11.278781125668488 -11.25215873467151 2582.42 768.086 -11.281454245700765 -11.249077383738413
2575.022 945.019 -11.563992073710594 -11.507962943353224 2575.022 945.019 -11.569984796502332 -11.501173746326113
2579.009 952.447 -12.793663227280277 -12.605410175963435 2579.009 952.447 -12.786453720636722 -12.613043220802293
2610.222 659.246 -10.63906561287671 -10.701342859601912 2610.222 659.246 -10.637534930513393 -10.703189379853672
2605.609 730.097 -13.100037903995801 -12.903993483007646 2605.609 730.097 -13.095754774476564 -12.908427681586968
2593.761 755.941 -13.8098642922319 -13.635880517928474 2593.761 755.941 -13.80818859301796 -13.63736426510625
2594.835 819.085 -11.263864292231904 -11.235880517928475 2594.835 819.085 -11.264855185140249 -11.234733253438158
2589.021 927.117 -11.871997697799934 -11.78163396294612 2589.021 927.117 -11.877823992710866 -11.775143372209037
2597.889 977.912 -10.796129469843223 -10.834056314902337 2597.889 977.912 -10.795437111151482 -10.834883762752725
2632.937 615.664 -10.998750643983637 -11.039463888047202 2632.937 615.664 -11.015005319491628 -11.020390120558336
2626.704 645.816 -11.349679404778687 -11.34908459655702 2626.704 645.816 -11.369895531445678 -11.325882915274555
2621.481 835.499 -11.017864292231899 -11.02288051792847 2621.481 835.499 -11.017890940280811 -11.022849248236948
2642.433 555.365 -11.20175064398364 -11.182463888047199 2642.433 555.365 -11.202838627879398 -11.181198608475725
2644.781 716.3 -11.279868465102936 -11.250209671707267 2644.781 716.3 -11.281109895107313 -11.248778654223514
2645.532 794.391 -12.025144271968227 -11.912732542555311 2645.532 794.391 -12.027474366107253 -11.91015795231614
2656.315 812.93 -11.181997697799936 -11.169633962946119 2656.315 812.93 -11.185139811832045 -11.165979816307036
2645.574 979.179 -13.297997697799936 -13.125633962946122 2645.574 979.179 -13.308229169602011 -13.115243793007242
2665.67 474.938 -13.480552417494938 -13.266995437531808 2665.67 474.938 -13.470425583379395 -13.277020931051641
2687.53 499.477 -11.292766325548158 -11.296804342217293 2687.53 499.477 -11.31153324984178 -11.275171389343782
2671.757 549.148 -13.45966515014642 -13.280405102321811 2671.757 549.148 -13.466791476755855 -13.273350089824525
2666.841 813.917 -13.620997697799933 -13.42663396294612 2666.841 813.917 -13.617980288551738 -13.429514213497637
2680.769 844.761 -14.622129469843223 -14.57405631490234 2680.769 844.761 -14.615406905278782 -14.58038445556968
2727.412 716.876 -11.30460127554596 -11.288362538584416 2727.412 716.876 -11.314107480402992 -11.277404574537641
2725.22 790.365 -12.274868465102937 -12.132209671707269 2725.22 790.365 -12.272984031228425 -12.134258867254033
2736.126 846.481 -10.802037903995807 -10.844993483007645 2736.126 846.481 -10.804285906593641 -10.842319259347299
2716.935 880.214 -10.89212946984323 -10.913056314902342 2716.935 880.214 -10.890547157849504 -10.914930007745504
2745.607 648.278 -11.87158086839386 -11.793013488335081 2745.607 648.278 -11.883249919416716 -11.780013968805545
2773.452 617.979 -12.498580868393859 -12.358013488335079 2773.452 617.979 -12.506093527395475 -12.34993831929102
2786.962 724.939 -11.704250799219238 -11.64279354210343 2786.962 724.939 -11.715557253386987 -11.6300925489988
2774.294 792.659 -10.624868465102939 -10.669209671707272 2774.294 792.659 -10.61333215240526 -10.683126363724757
2783.181 949.316 -11.44803668660078 -11.388329031289128 2783.181 949.316 -11.445184273633956 -11.391588490227658
2812.942 530.763 -13.03737327372395 -12.874540610906383 2812.942 530.763 -13.048528693131338 -12.862934475813635
2795.217 564.844 -11.948772865528948 -11.858474156421469 2795.217 564.844 -11.95845363010395 -11.84773388767438
2800.22 675.166 -11.775431314375744 -11.62224655901207 2800.22 675.166 -11.745063928251078 -11.656359460904444
2807.589 697.985 -13.35958086839386 -13.144013488335084 2807.589 697.985 -13.34868332719321 -13.155080058930306
2812.703 778.223 -12.54811807716628 -12.397375096359557 2812.703 778.223 -12.55223231177899 -12.392969607072178
2825.044 641.034 -11.872431314375742 -11.766246559012071 2825.044 641.034 -11.870415047587286 -11.768492714200008
2828.645 797.753 -11.585118077166282 -11.53337509635956 2828.645 797.753 -11.594466908473226 -11.522783740823545
2815.931 835.76 -11.291781038140588 -11.283817777571667 2815.931 835.76 -11.304542806236327 -11.269107070399926
2826.391 838.684 -11.488868465102936 -11.42320967170727 2826.391 838.684 -11.485593811379506 -11.426951626141488
2846.833 522.207 -13.428654004231973 -13.222726771771466 2846.833 522.207 -13.422604139770193 -13.228716094423088
2842.67 637.223 -12.765772865528948 -12.61747415642147 2842.67 637.223 -12.77773549944742 -12.604808751476988
2851.964 625.099 -14.09776111950097 -13.970131785486803 2851.964 625.099 -14.088956079852107 -13.977126908420882
2842.186 655.743 -11.05313883783975 -11.07171802721232 2842.186 655.743 -11.062434943440707 -11.060809673077692
2844.108 764.818 -10.838906549832771 -10.879232326443269 2844.108 764.818 -10.842753576152493 -10.874655904326993
