#      Nradbin      Nmagbin
          10          12
# outboundRad     minMagBound            Nstar  Completenss
   435.448151      -10.8090000             198  0.707142830    
   435.448151      -11.2819996             231  0.780405402    
   435.448151      -11.7550001             229  0.829710126    
   435.448151      -12.2280006             206  0.884120166    
   435.448151      -12.7010002             197  0.920560777    
   435.448151      -13.1739998             243  0.934615374    
   435.448151      -13.6470003             120  0.937500000    
   435.448151      -13.8741665             111  0.909836054    
   435.448151      -14.1013336             131  0.970370352    
   435.448151      -14.3285007             111  0.909836054    
   435.448151      -14.5556669             141  0.946308732    
   435.448151      -14.7828331             102  0.953271031    
   638.657288      -10.8090000             290  0.917721510    
   638.657288      -11.2819996             296  0.942675173    
   638.657288      -11.7550001             308  0.980891705    
   638.657288      -12.2280006             260  0.973782778    
   638.657288      -12.7010002             240  0.987654328    
   638.657288      -13.1739998             259  0.977358520    
   638.657288      -13.6470003             147  0.993243217    
   638.657288      -13.8741665             131  0.970370352    
   638.657288      -14.1013336             145  0.979729712    
   638.657288      -14.3285007             143  0.966216207    
   638.657288      -14.5556669             142  0.986111104    
   638.657288      -14.7828331             130  0.992366433    
   841.866455      -10.8090000             437  0.939784944    
   841.866455      -11.2819996             448  0.971800447    
   841.866455      -11.7550001             444  0.971553624    
   841.866455      -12.2280006             365  0.991847813    
   841.866455      -12.7010002             334  0.982352912    
   841.866455      -13.1739998             370  0.986666679    
   841.866455      -13.6470003             172  0.982857168    
   841.866455      -13.8741665             200  0.985221684    
   841.866455      -14.1013336             183  0.983870983    
   841.866455      -14.3285007             189  0.979274631    
   841.866455      -14.5556669             176  0.983240247    
   841.866455      -14.7828331             194  0.989795923    
   1045.07556      -10.8090000             450  0.961538434    
   1045.07556      -11.2819996             446  0.980219781    
   1045.07556      -11.7550001             435  0.981941283    
   1045.07556      -12.2280006             380  0.992167115    
   1045.07556      -12.7010002             348   1.00000000    
   1045.07556      -13.1739998             374  0.989417970    
   1045.07556      -13.6470003             184  0.994594574    
   1045.07556      -13.8741665             204  0.990291238    
   1045.07556      -14.1013336             199  0.990049779    
   1045.07556      -14.3285007             207  0.981042683    
   1045.07556      -14.5556669             202  0.995073915    
   1045.07556      -14.7828331             204  0.976076543    
   1248.28467      -10.8090000             434  0.986363649    
   1248.28467      -11.2819996             431  0.984018266    
   1248.28467      -11.7550001             440  0.990990996    
   1248.28467      -12.2280006             394  0.985000014    
   1248.28467      -12.7010002             337  0.994100273    
   1248.28467      -13.1739998             387  0.992307663    
   1248.28467      -13.6470003             202   1.00000000    
   1248.28467      -13.8741665             196  0.994923830    
   1248.28467      -14.1013336             204   1.00000000    
   1248.28467      -14.3285007             203  0.995098054    
   1248.28467      -14.5556669             193   1.00000000    
   1248.28467      -14.7828331             203   1.00000000    
   1451.49377      -10.8090000             470  0.977130949    
   1451.49377      -11.2819996             427  0.995338023    
   1451.49377      -11.7550001             419  0.988207519    
   1451.49377      -12.2280006             396  0.992481232    
   1451.49377      -12.7010002             316   1.00000000    
   1451.49377      -13.1739998             351   1.00000000    
   1451.49377      -13.6470003             181  0.989071012    
   1451.49377      -13.8741665             199  0.990049779    
   1451.49377      -14.1013336             199   1.00000000    
   1451.49377      -14.3285007             184   1.00000000    
   1451.49377      -14.5556669             193   1.00000000    
   1451.49377      -14.7828331             193   1.00000000    
   1654.70288      -10.8090000             478  0.989648044    
   1654.70288      -11.2819996             469  0.991543353    
   1654.70288      -11.7550001             440  0.997732401    
   1654.70288      -12.2280006             435  0.995423317    
   1654.70288      -12.7010002             357   1.00000000    
   1654.70288      -13.1739998             374   1.00000000    
   1654.70288      -13.6470003             197  0.985000014    
   1654.70288      -13.8741665             193   1.00000000    
   1654.70288      -14.1013336             190   1.00000000    
   1654.70288      -14.3285007             213   1.00000000    
   1654.70288      -14.5556669             207   1.00000000    
   1654.70288      -14.7828331             203   1.00000000    
   1857.91199      -10.8090000             447  0.991130829    
   1857.91199      -11.2819996             467  0.995735586    
   1857.91199      -11.7550001             406  0.997542977    
   1857.91199      -12.2280006             390  0.997442484    
   1857.91199      -12.7010002             328   1.00000000    
   1857.91199      -13.1739998             389   1.00000000    
   1857.91199      -13.6470003             196   1.00000000    
   1857.91199      -13.8741665             190  0.994764388    
   1857.91199      -14.1013336             200  0.995024860    
   1857.91199      -14.3285007             200  0.995024860    
   1857.91199      -14.5556669             216  0.995391726    
   1857.91199      -14.7828331             196  0.994923830    
   2061.12109      -10.8090000             446  0.988913536    
   2061.12109      -11.2819996             399  0.997500002    
   2061.12109      -11.7550001             415  0.992822945    
   2061.12109      -12.2280006             361  0.997237563    
   2061.12109      -12.7010002             319   1.00000000    
   2061.12109      -13.1739998             343  0.997093022    
   2061.12109      -13.6470003             200   1.00000000    
   2061.12109      -13.8741665             177   1.00000000    
   2061.12109      -14.1013336             158   1.00000000    
   2061.12109      -14.3285007             190  0.994764388    
   2061.12109      -14.5556669             195   1.00000000    
   2061.12109      -14.7828331             185  0.973684192    
   2902.98779      -10.8090000             447   1.00000000    
   2902.98779      -11.2819996             490   1.00000000    
   2902.98779      -11.7550001             429  0.995359600    
   2902.98779      -12.2280006             401   1.00000000    
   2902.98779      -12.7010002             355  0.994397759    
   2902.98779      -13.1739998             400   1.00000000    
   2902.98779      -13.6470003             186   1.00000000    
   2902.98779      -13.8741665             205   1.00000000    
   2902.98779      -14.1013336             177   1.00000000    
   2902.98779      -14.3285007             191   1.00000000    
   2902.98779      -14.5556669             185  0.978836000    
   2902.98779      -14.7828331             207  0.976415098    
