,v,v_err,i,i_err,vi,vi_err,x,y
283,18.788,0.015,18.308,0.024,0.48,0.0283,541.6,1825.191
284,19.914,0.009,19.383,0.012,0.531,0.015,575.012,1814.408
287,19.35,0.005,18.862,0.004,0.488,0.0064,575.278,1987.136
290,18.731,0.011,18.27,0.0035,0.461,0.0115,606.816,1961.031
295,19.374,0.003,18.877,0.005,0.497,0.0058,649.4,1982.87
298,19.563,0.003,19.062,0.005,0.501,0.0058,679.786,1797.275
301,19.389,0.0039,18.898,0.0046,0.491,0.006,724.877,1653.854
302,16.488,0.0046,15.824,0.005,0.664,0.0068,737.517,1756.633
303,19.022,0.008,18.53,0.002,0.492,0.0082,728.93,1837.206
304,19.728,0.006,19.206,0.007,0.522,0.0092,733.495,1973.397
306,19.952,0.005,19.423,0.015,0.529,0.0158,742.781,1777.881
307,18.278,0.004,17.808,0.012,0.47,0.0126,749.596,1765.857
308,19.875,0.0048,19.36,0.0057,0.515,0.0075,768.524,1663.402
309,19.942,0.027,19.382,0.063,0.56,0.0685,765.333,1689.597
312,19.429,0.009,18.931,0.005,0.498,0.0103,774.667,1874.08
317,19.236,0.005,18.754,0.004,0.482,0.0064,810.914,1945.964
318,19.764,0.009,19.241,0.01,0.523,0.0135,806.686,1979.038
320,19.694,0.003,19.167,0.004,0.527,0.005,837.492,1739.991
323,19.546,0.006,19.046,0.006,0.5,0.0085,833.469,1933.953
324,19.251,0.0036,18.767,0.0044,0.484,0.0057,850.859,1635.548
325,19.519,0.006,19.024,0.004,0.495,0.0072,852.07,1770.637
327,19.802,0.0047,19.289,0.0056,0.513,0.0073,886.527,1561.187
329,19.554,0.008,19.049,0.004,0.505,0.0089,863.734,1830.32
333,18.307,0.006,17.851,0.002,0.456,0.0063,911.838,1845.158
339,18.701,0.0028,18.225,0.0034,0.476,0.0044,959.468,1526.291
344,18.414,0.005,17.955,0.005,0.459,0.0071,941.075,1902.504
347,19.524,0.004,19.019,0.006,0.505,0.0072,969.665,1828.433
350,18.131,0.007,17.648,0.011,0.483,0.013,989.203,1653.711
353,19.456,0.005,18.955,0.001,0.501,0.0051,1013.547,1972.806
354,19.904,0.0,19.37,0.005,0.534,0.005,1053.49,1680.042
357,18.003,0.004,17.506,0.005,0.497,0.0064,1056.495,1880.242
358,19.6,0.006,19.1,0.007,0.5,0.0092,1047.331,1901.384
360,18.301,0.0,17.832,0.0,0.469,0.0,1067.995,1647.552
362,19.474,0.007,18.973,0.006,0.501,0.0092,1078.626,1680.482
363,18.484,0.006,18.022,0.008,0.462,0.01,1091.947,1646.647
368,19.607,0.0,19.1,0.0051,0.507,0.0051,1131.183,1676.048
369,19.243,0.001,18.77,0.001,0.473,0.0014,1135.891,1757.624
370,19.369,0.007,18.877,0.001,0.492,0.0071,1119.526,1845.793
371,19.676,0.008,19.158,0.002,0.518,0.0082,1113.098,1887.837
373,19.138,0.001,18.661,0.008,0.477,0.0081,1118.093,1938.715
377,18.01,0.01,17.495,0.011,0.515,0.0149,1198.133,1577.219
379,19.34,0.004,18.85,0.007,0.49,0.0081,1192.362,1894.66
380,19.423,0.006,18.927,0.004,0.496,0.0072,1201.938,1978.518
381,19.7,0.0045,19.165,0.0052,0.535,0.0069,1230.504,1500.975
382,16.312,0.0042,15.635,0.0046,0.677,0.0062,1217.323,1532.055
386,19.937,0.01,19.401,0.002,0.536,0.0102,1219.329,1578.792
387,18.944,0.004,18.48,0.002,0.464,0.0045,1234.623,1767.369
388,18.253,0.008,17.782,0.007,0.471,0.0106,1229.129,1824.153
391,19.494,0.001,18.993,0.008,0.501,0.0081,1234.845,1916.813
392,17.681,0.0018,17.086,0.002,0.595,0.0027,1243.207,1447.246
395,19.262,0.003,18.774,0.005,0.488,0.0058,1245.511,1730.382
398,17.954,0.003,17.437,0.002,0.517,0.0036,1240.98,1973.643
399,19.85,0.0048,19.311,0.0056,0.539,0.0074,1284.985,1394.808
401,19.055,0.002,18.578,0.004,0.477,0.0045,1277.936,1623.359
404,19.397,0.008,18.907,0.007,0.49,0.0106,1286.738,1765.191
405,19.95,0.018,19.421,0.009,0.529,0.0201,1309.826,1537.742
407,16.05,0.0037,15.367,0.004,0.683,0.0055,1292.673,1773.098
419,19.495,0.008,18.986,0.006,0.509,0.01,1349.59,1859.27
420,19.615,0.005,19.1,0.006,0.515,0.0078,1344.612,1878.246
423,17.627,0.0017,17.029,0.007,0.598,0.0072,1358.41,1955.165
425,19.932,0.031,19.407,0.013,0.525,0.0336,1369.077,1620.015
426,18.868,0.01,18.394,0.002,0.474,0.0102,1364.302,1846.006
431,19.727,0.005,19.201,0.005,0.526,0.0071,1416.925,1535.832
436,19.314,0.004,18.822,0.006,0.492,0.0072,1421.552,1953.635
440,19.727,0.003,19.208,0.011,0.519,0.0114,1451.623,1632.614
444,19.146,0.005,18.664,0.003,0.482,0.0058,1473.448,1438.122
447,19.982,0.004,19.443,0.013,0.539,0.0136,1472.304,1884.157
449,19.489,0.004,18.982,0.0048,0.507,0.0063,1504.538,1377.473
450,19.309,0.0037,18.83,0.0045,0.479,0.0058,1507.482,1371.14
453,19.794,0.007,19.26,0.008,0.534,0.0106,1507.466,1597.895
454,19.935,0.006,19.398,0.005,0.537,0.0078,1501.417,1895.313
456,19.525,0.013,19.017,0.009,0.508,0.0158,1510.583,1933.009
459,18.394,0.007,17.932,0.008,0.462,0.0106,1536.665,1664.094
460,19.758,0.006,19.228,0.009,0.53,0.0108,1521.212,1722.841
463,19.835,0.003,19.311,0.006,0.524,0.0067,1537.388,1773.782
465,18.959,0.003,18.489,0.006,0.47,0.0067,1521.961,1872.674
467,19.376,0.019,18.875,0.013,0.501,0.023,1534.124,1927.885
468,19.373,0.008,18.882,0.002,0.491,0.0082,1560.128,1392.494
470,18.4,0.005,17.938,0.009,0.462,0.0103,1560.554,1522.552
478,18.161,0.001,17.679,0.008,0.482,0.0081,1581.132,1709.324
480,18.435,0.0025,17.978,0.003,0.457,0.0039,1612.902,1338.62
481,19.823,0.002,19.313,0.002,0.51,0.0028,1597.541,1447.83
488,18.996,0.003,18.519,0.007,0.477,0.0076,1609.413,1816.366
489,19.79,0.005,19.264,0.005,0.526,0.0071,1599.356,1958.789
499,18.444,0.004,17.97,0.004,0.474,0.0057,1621.828,1890.069
501,18.849,0.005,18.39,0.006,0.459,0.0078,1616.05,1987.54
503,19.356,0.0038,18.838,0.0045,0.518,0.0059,1638.417,1268.748
504,19.355,0.0038,18.865,0.0045,0.49,0.0059,1642.944,1269.267
505,18.007,0.007,17.51,0.006,0.497,0.0092,1662.127,1333.759
513,19.412,0.002,18.912,0.001,0.5,0.0022,1680.77,1407.058
516,19.297,0.008,18.812,0.003,0.485,0.0085,1670.473,1516.438
517,18.567,0.015,18.116,0.002,0.451,0.0151,1682.356,1560.56
522,19.09,0.003,18.615,0.004,0.475,0.005,1682.934,1786.107
527,19.208,0.007,18.723,0.013,0.485,0.0148,1705.238,1533.423
530,19.337,0.003,18.844,0.005,0.493,0.0058,1693.351,1773.262
532,19.893,0.004,19.365,0.006,0.528,0.0072,1710.552,1853.449
533,19.448,0.007,18.954,0.001,0.494,0.0071,1726.935,1324.065
537,19.111,0.008,18.629,0.002,0.482,0.0082,1728.38,1443.363
542,18.686,0.004,18.228,0.003,0.458,0.005,1722.96,1622.966
547,19.329,0.004,18.837,0.001,0.492,0.0041,1722.07,1813.153
548,19.338,0.003,18.844,0.005,0.494,0.0058,1729.834,1879.192
554,19.7,0.001,19.182,0.006,0.518,0.0061,1755.469,1405.095
555,18.798,0.007,18.338,0.005,0.46,0.0086,1758.204,1514.026
557,19.861,0.006,19.327,0.001,0.534,0.0061,1754.943,1631.622
561,19.47,0.007,18.976,0.003,0.494,0.0076,1774.912,1557.192
563,19.968,0.005,19.423,0.003,0.545,0.0058,1783.262,1614.922
564,19.46,0.008,18.953,0.006,0.507,0.01,1763.454,1683.937
566,19.545,0.003,19.037,0.003,0.508,0.0042,1767.31,1801.064
567,19.121,0.006,18.646,0.004,0.475,0.0072,1763.842,1909.572
569,19.625,0.018,19.106,0.011,0.519,0.0211,1792.909,1323.801
577,19.792,0.014,19.283,0.002,0.509,0.0141,1837.212,1326.318
578,19.688,0.007,19.167,0.012,0.521,0.0139,1821.659,1445.935
583,18.037,0.004,17.532,0.009,0.505,0.0098,1829.113,1619.955
586,18.78,0.003,18.319,0.005,0.461,0.0058,1836.325,1728.225
590,18.522,0.004,18.06,0.001,0.462,0.0041,1834.015,1849.396
592,19.388,0.006,18.894,0.004,0.494,0.0072,1833.543,1911.537
593,19.221,0.003,18.734,0.004,0.487,0.005,1817.784,1962.063
596,18.72,0.006,18.259,0.007,0.461,0.0092,1854.679,1328.405
597,19.861,0.005,19.324,0.011,0.537,0.0121,1856.013,1538.771
598,18.6,0.002,18.14,0.008,0.46,0.0082,1839.683,1577.611
601,19.789,0.01,19.254,0.012,0.535,0.0156,1861.669,1682.268
605,18.487,0.012,18.029,0.011,0.458,0.0163,1848.683,1780.456
606,17.186,0.0063,16.525,0.0069,0.661,0.0093,1847.314,1776.376
607,18.098,0.003,17.611,0.004,0.487,0.005,1853.148,1850.843
613,19.475,0.004,18.98,0.01,0.495,0.0108,1868.146,1503.181
617,19.292,0.006,18.808,0.004,0.484,0.0072,1863.734,1962.286
618,19.165,0.005,18.686,0.005,0.479,0.0071,1869.351,1940.423
620,19.811,0.008,19.277,0.009,0.534,0.012,1863.914,1970.456
622,18.986,0.0032,18.51,0.0038,0.476,0.005,1902.913,1200.367
625,18.599,0.0,18.148,0.013,0.451,0.013,1901.659,1293.167
627,19.968,0.006,19.428,0.004,0.54,0.0072,1904.811,1397.551
628,19.277,0.009,18.788,0.001,0.489,0.0091,1891.114,1600.065
634,17.432,0.007,16.838,0.0018,0.594,0.0072,1911.293,1937.761
635,19.007,0.003,18.533,0.007,0.474,0.0076,1902.654,1957.677
637,19.56,0.0042,19.05,0.0049,0.51,0.0065,1923.706,1142.724
638,18.709,0.0028,18.26,0.0034,0.449,0.0044,1935.131,1193.276
641,19.367,0.006,18.865,0.011,0.502,0.0125,1926.919,1352.91
645,19.369,0.0,18.872,0.002,0.497,0.002,1936.169,1532.892
647,18.894,0.002,18.431,0.003,0.463,0.0036,1915.524,1593.41
649,18.016,0.006,17.515,0.002,0.501,0.0063,1929.954,1743.758
652,19.642,0.0043,19.136,0.0051,0.506,0.0067,1948.511,1161.141
653,19.659,0.0043,19.147,0.0052,0.512,0.0068,1953.895,1163.644
658,18.868,0.005,18.406,0.002,0.462,0.0054,1955.85,1635.415
665,19.14,0.003,18.66,0.018,0.48,0.0182,1941.191,1754.458
666,19.01,0.003,18.541,0.007,0.469,0.0076,1944.967,1788.127
669,18.734,0.004,18.275,0.004,0.459,0.0057,1974.734,1534.615
673,19.959,0.004,19.41,0.021,0.549,0.0214,1978.283,1675.997
675,19.329,0.003,18.837,0.006,0.492,0.0067,1974.277,1938.793
676,18.695,0.007,18.237,0.004,0.458,0.0081,1978.955,1943.217
678,19.885,0.0048,19.37,0.0057,0.515,0.0075,1998.191,1134.989
681,19.769,0.004,19.246,0.007,0.523,0.0081,1997.267,1443.496
685,19.79,0.005,19.263,0.01,0.527,0.0112,1998.234,1550.237
687,19.524,0.003,19.017,0.003,0.507,0.0042,1999.271,1626.421
691,19.773,0.006,19.243,0.005,0.53,0.0078,2007.646,1980.51
692,19.285,0.0037,18.803,0.0044,0.482,0.0057,2030.997,1096.331
693,18.12,0.003,17.641,0.006,0.479,0.0067,2035.833,1305.121
696,17.385,0.0069,16.826,0.003,0.559,0.0075,2022.647,1732.932
697,19.853,0.006,19.32,0.011,0.533,0.0125,2029.486,1768.879
699,19.437,0.003,18.929,0.021,0.508,0.0212,2035.633,1824.301
700,18.584,0.007,18.13,0.003,0.454,0.0076,2018.967,1851.087
703,18.159,0.002,17.685,0.005,0.474,0.0054,2030.247,1913.627
704,16.86,0.0054,16.196,0.0059,0.664,0.008,2033.285,1938.212
706,19.797,0.006,19.273,0.008,0.524,0.01,2024.935,1970.518
715,19.454,0.01,18.954,0.005,0.5,0.0112,2050.26,1670.283
716,19.736,0.009,19.215,0.003,0.521,0.0095,2050.943,1737.892
717,19.263,0.008,18.772,0.006,0.491,0.01,2052.31,1725.773
718,19.557,0.003,19.051,0.005,0.506,0.0058,2055.714,1716.77
722,18.441,0.002,17.977,0.004,0.464,0.0045,2046.568,1878.153
724,19.918,0.0049,19.386,0.0058,0.532,0.0076,2068.344,1095.191
729,19.748,0.004,19.226,0.006,0.522,0.0072,2075.188,1704.767
730,19.409,0.004,18.914,0.005,0.495,0.0064,2085.571,1703.713
731,19.091,0.006,18.606,0.013,0.485,0.0143,2086.96,1689.207
735,19.633,0.012,19.114,0.004,0.519,0.0126,2073.035,1872.268
737,19.754,0.003,19.23,0.018,0.524,0.0182,2075.126,1976.545
739,19.902,0.003,19.381,0.005,0.521,0.0058,2110.074,1286.542
743,18.879,0.003,18.413,0.006,0.466,0.0067,2099.444,1560.471
746,19.968,0.013,19.427,0.008,0.541,0.0153,2090.842,1683.764
752,18.492,0.003,18.035,0.003,0.457,0.0042,2091.235,1980.365
756,18.908,0.006,18.455,0.001,0.453,0.0061,2133.635,1198.61
764,16.942,0.0056,16.285,0.0062,0.657,0.0083,2130.857,1880.363
765,19.925,0.023,19.407,0.011,0.518,0.0255,2120.076,1863.644
771,19.631,0.013,19.129,0.005,0.502,0.0139,2141.186,1412.63
772,17.326,0.0067,16.72,0.0016,0.606,0.0069,2138.425,1488.655
775,19.032,0.01,18.554,0.003,0.478,0.0104,2148.968,1620.568
776,19.642,0.007,19.127,0.008,0.515,0.0106,2140.255,1670.675
783,19.538,0.008,19.038,0.005,0.5,0.0094,2163.621,1200.92
784,19.099,0.006,18.634,0.006,0.465,0.0085,2166.344,1247.75
786,19.952,0.011,19.405,0.009,0.547,0.0142,2172.408,1428.427
787,18.038,0.007,17.544,0.007,0.494,0.0099,2174.844,1498.445
788,19.236,0.004,18.747,0.012,0.489,0.0126,2169.702,1657.774
789,19.029,0.006,18.551,0.008,0.478,0.01,2178.528,1711.444
791,19.375,0.006,18.874,0.019,0.501,0.0199,2182.154,1776.517
792,18.976,0.007,18.549,0.012,0.427,0.0139,2166.508,1935.332
793,19.723,0.015,19.198,0.006,0.525,0.0162,2165.843,1957.383
795,19.138,0.0034,18.666,0.0041,0.472,0.0054,2207.883,1148.164
796,18.382,0.004,17.927,0.004,0.455,0.0057,2209.695,1262.009
799,19.469,0.008,18.978,0.013,0.491,0.0153,2200.779,1291.769
802,19.804,0.004,19.285,0.011,0.519,0.0117,2193.124,1523.142
807,18.528,0.002,18.066,0.004,0.462,0.0045,2188.291,1946.595
809,19.832,0.003,19.3,0.013,0.532,0.0133,2234.24,1194.914
814,19.441,0.005,18.948,0.003,0.493,0.0058,2232.39,1483.844
816,19.359,0.005,18.862,0.009,0.497,0.0103,2235.987,1513.689
817,19.159,0.005,18.687,0.004,0.472,0.0064,2218.621,1543.361
821,18.3,0.004,17.825,0.008,0.475,0.0089,2216.738,1779.404
825,19.553,0.007,19.045,0.006,0.508,0.0092,2228.464,1862.959
826,19.403,0.009,18.911,0.006,0.492,0.0108,2236.753,1881.573
827,19.899,0.007,19.364,0.004,0.535,0.0081,2218.401,1913.896
830,19.443,0.012,18.95,0.012,0.493,0.017,2257.402,1329.254
833,19.962,0.01,19.398,0.022,0.564,0.0242,2261.781,1555.969
834,18.394,0.006,17.931,0.005,0.463,0.0078,2254.701,1570.573
836,18.084,0.001,17.595,0.002,0.489,0.0022,2256.451,1810.266
837,19.798,0.008,19.273,0.006,0.525,0.01,2240.715,1827.923
842,19.69,0.004,19.168,0.017,0.522,0.0175,2242.968,1925.576
845,18.657,0.0027,18.204,0.0033,0.453,0.0043,2280.005,995.615
848,18.273,0.005,17.806,0.006,0.467,0.0078,2275.841,1414.859
851,19.114,0.003,18.638,0.004,0.476,0.005,2277.231,1594.913
852,17.952,0.002,17.434,0.005,0.518,0.0054,2266.611,1705.901
853,18.52,0.005,18.058,0.001,0.462,0.0051,2273.818,1715.805
855,19.965,0.004,19.412,0.005,0.553,0.0064,2268.261,1775.26
857,19.506,0.014,18.995,0.015,0.511,0.0205,2283.637,1862.638
860,19.596,0.017,19.084,0.012,0.512,0.0208,2294.42,1387.53
862,19.763,0.007,19.247,0.008,0.516,0.0106,2299.349,1468.649
874,19.748,0.006,19.238,0.016,0.51,0.0171,2328.373,1207.608
875,18.637,0.013,18.188,0.021,0.449,0.0247,2316.814,1223.406
876,18.285,0.006,17.817,0.014,0.468,0.0152,2330.994,1340.445
877,19.425,0.006,18.933,0.01,0.492,0.0117,2313.486,1373.984
881,17.757,0.0018,17.183,0.005,0.574,0.0053,2319.485,1793.102
883,19.819,0.004,19.289,0.009,0.53,0.0098,2319.278,1836.762
884,17.42,0.0069,16.806,0.001,0.614,0.007,2331.172,1842.019
885,19.736,0.011,19.216,0.005,0.52,0.0121,2314.7,1889.642
886,19.057,0.008,18.576,0.002,0.481,0.0082,2322.512,1890.246
887,19.912,0.003,19.381,0.012,0.531,0.0124,2331.978,1933.803
890,18.686,0.0028,18.246,0.0034,0.44,0.0044,2351.646,1083.657
891,18.287,0.0023,17.839,0.0028,0.448,0.0036,2360.943,1077.199
894,17.996,0.003,17.485,0.005,0.511,0.0058,2352.978,1606.893
895,19.538,0.005,19.031,0.005,0.507,0.0071,2359.877,1699.944
899,19.015,0.0032,18.555,0.0039,0.46,0.0051,2369.424,1096.676
903,16.171,0.018,15.47,0.007,0.701,0.0193,2380.421,1339.177
907,18.508,0.002,18.047,0.009,0.461,0.0092,2376.936,1540.259
908,19.142,0.004,18.663,0.005,0.479,0.0064,2385.069,1539.997
910,19.886,0.004,19.349,0.012,0.537,0.0126,2369.342,1597.948
913,17.946,0.007,17.421,0.004,0.525,0.0081,2370.908,1861.044
915,18.698,0.007,18.234,0.003,0.464,0.0076,2371.81,1969.936
928,19.55,0.007,19.03,0.008,0.52,0.0106,2399.635,1745.885
932,19.78,0.009,19.255,0.01,0.525,0.0135,2397.223,1856.313
935,17.853,0.008,17.306,0.004,0.547,0.0089,2392.333,1890.334
938,18.49,0.005,18.015,0.002,0.475,0.0054,2398.746,1969.131
939,19.712,0.013,19.169,0.004,0.543,0.0136,2405.279,1966.236
940,19.954,0.005,19.406,0.0058,0.548,0.0076,2422.969,988.82
942,18.901,0.012,18.435,0.017,0.466,0.0208,2430.739,1223.885
946,18.691,0.009,18.222,0.002,0.469,0.0092,2427.878,1636.643
948,17.659,0.009,17.066,0.002,0.593,0.0092,2437.479,1713.947
950,18.99,0.013,18.507,0.013,0.483,0.0184,2428.167,1739.954
954,19.201,0.005,18.721,0.006,0.48,0.0078,2429.885,1855.299
960,19.469,0.001,18.974,0.005,0.495,0.0051,2460.428,1038.267
961,18.168,0.01,17.699,0.004,0.469,0.0108,2451.571,1084.989
971,19.119,0.003,18.644,0.009,0.475,0.0095,2453.062,1571.75
983,17.604,0.0076,16.998,0.003,0.606,0.0081,2456.064,1900.551
984,19.261,0.006,18.775,0.005,0.486,0.0078,2441.788,1933.833
985,19.325,0.004,18.83,0.01,0.495,0.0108,2443.221,1980.39
990,18.947,0.003,18.486,0.003,0.461,0.0042,2487.938,1468.368
992,19.411,0.012,18.907,0.006,0.504,0.0134,2470.468,1585.531
996,19.019,0.007,18.543,0.002,0.476,0.0073,2477.678,1727.485
1003,19.14,0.003,18.659,0.004,0.481,0.005,2487.202,1833.391
1006,19.501,0.004,19.028,0.003,0.473,0.005,2485.144,1921.96
1010,18.625,0.01,18.171,0.002,0.454,0.0102,2508.267,1070.702
1013,19.188,0.003,18.708,0.007,0.48,0.0076,2504.713,1420.343
1014,18.319,0.001,17.856,0.007,0.463,0.0071,2494.137,1484.355
1022,18.821,0.001,18.355,0.003,0.466,0.0032,2502.429,1836.852
1027,19.845,0.01,19.316,0.006,0.529,0.0117,2495.978,1947.064
1028,19.026,0.006,18.584,0.004,0.442,0.0072,2505.325,1964.389
1030,18.389,0.006,17.938,0.016,0.451,0.0171,2526.378,1204.667
1031,17.839,0.006,17.3,0.012,0.539,0.0134,2529.233,1194.346
1036,19.059,0.007,18.587,0.009,0.472,0.0114,2527.541,1483.264
1041,19.249,0.001,18.765,0.009,0.484,0.0091,2513.058,1796.09
