InputX InputY InputF606W InputF814W OutputX OutputY OutputF606W OutputF814W
2873.835 955.657 -11.102 -10.828999999999997 2873.835 955.657 -11.104359713887291 -10.826284010651353
2886.514 957.444 -11.977 -11.604 2886.514 957.444 -11.976832394480297 -11.604183105258091
2864.693 974.32 -10.529999999999998 -10.354 2864.693 974.32 -10.540392636655689 -10.341766083145036
2890.098 933.508 -10.783999999999999 -10.568999999999999 2890.098 933.508 -10.793540592579536 -10.557881363318455
2921.258 832.604 -14.332 -14.060999999999996 2921.258 832.604 -14.328638832847847 -14.064194927793416
2980.88 792.507 -12.079 -11.701999999999998 2980.88 792.507 -12.081033632617473 -11.699787346823697
2997.487 795.877 -11.248999999999999 -10.954999999999998 2997.487 795.877 -11.250212678878345 -10.953614101901554
3003.589 940.597 -12.001999999999999 -11.622999999999998 3003.589 940.597 -11.999898082222963 -11.62529629786497
3029.902 702.799 -11.192 -10.909999999999997 3029.902 702.799 -11.195628980595426 -10.905852655310245
3032.069 787.915 -12.692999999999998 -12.269999999999996 3032.069 787.915 -12.691459319919751 -12.271617445468017
3022.381 840.914 -12.521999999999998 -12.107999999999997 3022.381 840.914 -12.520564991780116 -12.109518299330261
3039.522 715.896 -10.242 -10.072 3039.522 715.896 -10.233500549359302 -10.082081333785325
3053.621 840.155 -12.922 -12.482999999999997 3053.621 840.155 -12.916937038670774 -12.48823052861265
3051.622 890.754 -10.258 -10.101999999999997 3051.622 890.754 -10.25763703772321 -10.102430515337808
3052.202 933.619 -10.640999999999998 -10.418999999999997 3052.202 933.619 -10.63684437019204 -10.423868862520504
3068.286 733.21 -11.367 -11.075999999999997 3068.286 733.21 -11.376764142405158 -11.064926357201404
3080.022 731.115 -10.943999999999999 -10.689999999999998 3080.022 731.115 -10.945312345032264 -10.688479632158437
3086.894 869.138 -10.372 -10.182999999999996 3086.894 869.138 -10.364105808614859 -10.192330982563352
3083.564 961.149 -11.896999999999998 -11.527999999999999 3083.564 961.149 -11.89535044180747 -11.529809512013426
3105.316 698.568 -11.024999999999999 -10.741999999999997 3105.316 698.568 -11.017380738463547 -10.75079891857937
3110.875 751.12 -12.963000000000001 -12.529999999999998 3110.875 751.12 -12.961452480284386 -12.531586273334543
3088.791 795.773 -10.730999999999998 -10.508 3088.791 795.773 -10.732825827683392 -10.50586633554018
3102.764 866.814 -10.628 -10.415 3102.764 866.814 -10.627347623372817 -10.415766208616201
3125.672 864.43 -11.742 -11.373999999999999 3125.672 864.43 -11.733642377338466 -11.383282812059289
3125.866 933.444 -12.082 -11.700999999999997 3125.866 933.444 -12.08216166045495 -11.700824108584776
3146.198 685.017 -12.413 -12.002999999999997 3146.198 685.017 -12.410352815764348 -12.005822987031063
3145.084 752.115 -12.415 -12.011 3145.084 752.115 -12.415408771820491 -12.010564081134824
3147.915 784.629 -11.503999999999998 -11.171999999999997 3147.915 784.629 -11.501192621010837 -11.175157834778481
3150.62 805.051 -11.45 -11.127999999999997 3150.62 805.051 -11.44915655402011 -11.128952705644785
3148.353 818.24 -10.674 -10.441999999999997 3148.353 818.24 -10.667293498496075 -10.449857541534051
3162.053 924.56 -13.128999999999998 -12.690999999999999 3162.053 924.56 -13.126070309485566 -12.693945744396764
3162.559 936.295 -12.811999999999998 -12.386999999999997 3162.559 936.295 -12.81203010959769 -12.38696868848492
3138.192 952.055 -11.820999999999998 -11.459999999999997 3138.192 952.055 -11.819875092227935 -11.461239087131048
3151.16 980.001 -11.687999999999999 -11.341999999999999 3151.16 980.001 -11.687905784527693 -11.342104645131503
3185.054 652.992 -10.311 -10.163999999999998 3185.054 652.992 -10.319151950534415 -10.154346846192908
3176.863 784.533 -11.404 -11.101999999999997 3176.863 784.533 -11.410464548373035 -11.094698036539572
3167.938 915.658 -11.709 -11.36 3167.938 915.658 -11.708454775336008 -11.360605581071422
3200.27 659.435 -10.515999999999998 -10.351999999999997 3200.27 659.435 -10.531274011370684 -10.334019867398279
3193.971 799.015 -10.608999999999998 -10.462999999999997 3193.971 799.015 -10.64005788566563 -10.426611634704791
3196.278 912.8 -11.218 -10.921 3196.278 912.8 -11.215805792504085 -10.923507628400621
3212.581 935.137 -13.331 -12.892 3212.581 935.137 -13.325819651712582 -12.897017124212748
3193.739 986.001 -11.648 -11.293999999999997 3193.739 986.001 -11.6419009415205 -11.300802687983694
3219.958 864.36 -12.623999999999999 -12.225999999999999 3219.958 864.36 -12.633263117503251 -12.21623745878961
3226.436 942.798 -11.154999999999998 -10.875999999999998 3226.436 942.798 -11.157774328950289 -10.872817883074124
3247.764 599.79 -16.054 -15.908999999999997 3247.764 599.79 -16.077411436038357 -15.886613680312433
3250.866 653.25 -13.32 -12.874999999999996 3250.866 653.25 -13.312000030533277 -12.882747903863955
3239.301 724.011 -11.738 -11.375999999999998 3239.301 724.011 -11.732427678172915 -11.3821891782328
3261.033 763.756 -10.415 -10.244999999999997 3261.033 763.756 -10.419739363157031 -10.239398043723273
3262.236 843.36 -11.381999999999998 -11.066999999999997 3262.236 843.36 -11.380738476146114 -11.068430710856124
3255.56 914.401 -11.506 -11.172999999999998 3255.56 914.401 -11.502806276994821 -11.176592407586416
3278.875 655.904 -10.892 -10.640999999999998 3278.875 655.904 -10.89125754769319 -10.64186275866123
3266.492 847.756 -10.934000000000001 -10.662999999999997 3266.492 847.756 -10.92622675051389 -10.672005405021196
3276.127 858.986 -11.786999999999999 -11.421999999999997 3276.127 858.986 -11.782279606668538 -11.427221124822893
3303.078 620.544 -11.889 -11.523999999999997 3303.078 620.544 -11.888989831305217 -11.524011154729457
3306.533 636.99 -12.354 -11.95 3306.533 636.99 -12.352485105918657 -11.95162192789929
3346.082 834.433 -12.402000000000001 -11.988999999999997 3346.082 834.433 -12.39751410303938 -11.99378381095353
3347.32 825.137 -11.77 -11.412999999999997 3347.32 825.137 -11.768448296728984 -11.414716305379056
3343.373 893.69 -10.739 -10.549999999999997 3343.373 893.69 -10.758191718326689 -10.527572534533807
3373.739 560.019 -10.317 -10.186999999999998 3373.739 560.019 -10.333991912343844 -10.166878982013046
3377.053 739.313 -10.29 -10.142 3377.053 739.313 -10.296049160816374 -10.134836870204527
3405.103 546.241 -11.655999999999999 -11.309999999999999 3405.103 546.241 -11.654288499612761 -11.311908950890942
3399.584 851.362 -10.948 -10.681999999999999 3399.584 851.362 -10.9436474242397 -10.687042512488112
3404.871 947.745 -10.634999999999998 -10.427999999999997 3404.871 947.745 -10.637817248761653 -10.424699225498792
3393.553 971.088 -12.165 -11.767999999999997 3393.553 971.088 -12.160396333783076 -11.772988645148548
3416.613 637.467 -10.703 -10.500999999999998 3416.613 637.467 -10.713204061556276 -10.489075521208019
3430.619 755.476 -10.640999999999998 -10.428999999999998 3430.619 755.476 -10.641782295769545 -10.428083438436936
3418.097 885.209 -11.701 -11.351999999999997 3418.097 885.209 -11.700058294819993 -11.353045952007559
3431.171 972.334 -10.908999999999999 -10.657999999999998 3431.171 972.334 -10.909427520201707 -10.657504712594388
3454.816 555.076 -10.572 -10.392 3454.816 555.076 -10.58352989605907 -10.378458273738964
3441.712 625.62 -11.407 -11.086999999999996 3441.712 625.62 -11.404701664671077 -11.089596060795458
3461.239 913.813 -12.892 -12.479999999999997 3461.239 913.813 -12.899949594139528 -12.471787300573325
3471.468 535.985 -10.733 -10.514 3471.468 535.985 -10.736944337272359 -10.509390642648196
3474.81 534.096 -10.250999999999998 -10.081999999999997 3474.81 534.096 -10.24368929578041 -10.090671342720732
3468.661 968.285 -12.389 -11.979999999999997 3468.661 968.285 -12.386106020677925 -11.98308617208593
3486.293 981.935 -12.023 -11.643999999999998 3486.293 981.935 -12.021779805900422 -11.64532760771387
3497.828 536.91 -14.201999999999998 -13.936999999999998 3497.828 536.91 -14.205720235999088 -13.93352757272801
3498.569 678.385 -11.445 -11.114999999999998 3498.569 678.385 -11.439901452175992 -11.120759011730414
3506.575 743.416 -13.105 -12.669999999999998 3506.575 743.416 -13.103504889794443 -12.67150330299015
3498.836 883.35 -10.477999999999998 -10.269999999999996 3498.836 883.35 -10.468734439206631 -10.280930381789222
3528.015 552.077 -11.407999999999998 -11.073999999999998 3528.015 552.077 -11.398810196486764 -11.08438024709383
3522.77 779.12 -12.703 -12.273999999999997 3522.77 779.12 -12.698699887038615 -12.27851436888848
3537.321 810.739 -10.616 -10.421999999999997 3537.321 810.739 -10.623846079536712 -10.412784872581316
3512.985 816.002 -10.300999999999998 -10.151999999999997 3512.985 816.002 -10.307399473174435 -10.144422046898296
3548.154 498.111 -12.521999999999998 -12.116999999999997 3548.154 498.111 -12.525057838962265 -12.113764677174562
3545.56 638.754 -11.843 -11.482999999999997 3545.56 638.754 -11.84338167423536 -11.482579585415767
3560.779 897.903 -15.629999999999999 -15.422999999999998 3560.779 897.903 -15.631981672772692 -15.421101910621895
3539.115 910.912 -10.367 -10.163999999999998 3539.115 910.912 -10.351822910057802 -10.181939413260192
3547.444 894.806 -11.732 -11.384999999999998 3547.444 894.806 -11.733589170517035 -11.383234908198506
3567.061 471.78 -12.175999999999998 -11.770999999999997 3567.061 471.78 -12.167800929301158 -11.779848931991701
3582.089 511.371 -12.352 -11.951999999999998 3582.089 511.371 -12.352414615927536 -11.95155608966419
3579.333 590.128 -12.811 -12.383 3579.333 590.128 -12.809512079729345 -12.384547315193824
3575.867 740.122 -11.997 -11.618999999999996 3575.867 740.122 -11.995185334556318 -11.620982481155771
3574.609 776.876 -11.201 -10.910999999999998 3574.609 776.876 -11.20122183615631 -10.910746476736186
3576.065 850.744 -10.919 -10.666999999999998 3576.065 850.744 -10.919609664996763 -10.666293695611738
3580.649 863.297 -12.396 -11.991999999999997 3580.649 863.297 -12.39581837589639 -11.99219368598608
3579.845 925.803 -11.239 -10.941999999999997 3579.845 925.803 -11.238106544544852 -10.943021076756953
3586.819 947.971 -11.041 -10.772999999999996 3586.819 947.971 -11.041865228515075 -10.772000811926421
3594.491 486.503 -10.788 -10.564999999999998 3594.491 486.503 -10.793867561043736 -10.558161925854371
3588.225 506.655 -11.697 -11.340999999999998 3588.225 506.655 -11.692379256620786 -11.346132259985946
3609.181 781.057 -11.817 -11.456999999999997 3609.181 781.057 -11.816189326759265 -11.457892957453957
3605.838 805.391 -12.049 -11.665 3605.838 805.391 -12.046336744247643 -11.667897701998445
3622.876 743.526 -10.777999999999999 -10.549999999999997 3622.876 743.526 -10.780695158409124 -10.546859053889946
3634.927 770.68 -11.739 -11.386999999999997 3634.927 770.68 -11.73844980672484 -11.387611099708185
3635.274 930.619 -12.317 -11.912999999999997 3635.274 930.619 -12.314267098569381 -11.915925992735012
3631.403 963.282 -11.684000000000001 -11.343999999999998 3631.403 963.282 -11.686691085362138 -11.341011011305017
3649.117 541.475 -11.059000000000001 -10.79 3649.117 541.475 -11.060547450995816 -10.788218911010855
3652.44 560.046 -12.675999999999998 -12.250999999999998 3652.44 560.046 -12.673057559846164 -12.25408904914963
3638.296 570.872 -11.294 -10.982999999999997 3638.296 570.872 -11.28950988703409 -10.988112208882796
3640.304 678.826 -11.143 -10.867999999999999 3640.304 678.826 -11.14699394304603 -10.863419002578471
3667.175 872.142 -10.407 -10.247999999999998 3667.175 872.142 -10.416555946962983 -10.236704812166604
3668.174 878.794 -11.573 -11.229 3668.174 878.794 -11.567960638355526 -11.23464448569117
3666.341 880.171 -10.448999999999998 -10.249999999999996 3666.341 880.171 -10.441994992568034 -10.258263655851518
3707.459 677.181 -12.951 -12.511999999999997 3707.459 677.181 -12.946306858895518 -12.516810668655243
3692.279 758.556 -12.236 -11.837999999999997 3692.279 758.556 -12.233475966779793 -11.840713177152292
3722.651 493.323 -12.96 -12.524999999999999 3722.651 493.323 -12.95741615138893 -12.52764855440023
3720.767 598.948 -12.934999999999999 -12.502999999999997 3720.767 598.948 -12.93361040349085 -12.504424395350828
3761.367 412.645 -12.291 -11.889 3761.367 412.645 -12.288393292391138 -11.891802046926507
3750.103 433.471 -10.529999999999998 -10.341999999999999 3750.103 433.471 -10.534471580394214 -10.336736182494825
3757.096 728.876 -10.459 -10.264999999999997 3757.096 728.876 -10.455212522070159 -10.269468005846019
3762.372 751.26 -11.483999999999998 -11.151999999999997 3762.372 751.26 -11.480090457971354 -11.15639758501922
3758.831 844.366 -11.285999999999998 -10.987999999999996 3758.831 844.366 -11.287472866994527 -10.986323070312533
3748.05 959.438 -11.320999999999998 -11.019999999999996 3748.05 959.438 -11.323097149337567 -11.017612294934786
3778.846 670.754 -10.323999999999998 -10.143999999999998 3778.846 670.754 -10.316881454393105 -10.15242944462629
3773.14 693.307 -10.437999999999999 -10.246999999999996 3773.14 693.307 -10.434114593110891 -10.251583530522488
3776.579 765.094 -10.875 -10.621999999999996 3776.579 765.094 -10.872096688012313 -10.625373762247957
3791.634 427.505 -11.149999999999999 -10.843999999999998 3791.634 427.505 -11.139082901852927 -10.856521760547388
3788.729 564.253 -11.163999999999998 -10.875999999999998 3788.729 564.253 -11.16288760915208 -10.877275896913726
3800.342 812.795 -13.884999999999998 -13.546 3800.342 812.795 -13.885373041033688 -13.545708254562005
3807.059 877.173 -11.186 -10.899999999999999 3807.059 877.173 -11.187275032355483 -10.89854284184505
3827.594 372.229 -10.817 -10.560999999999996 3827.594 372.229 -10.808593063883304 -10.570797469864395
3836.275 443.077 -11.085 -10.793 3836.275 443.077 -11.076848795651344 -10.802381893418858
3832.088 730.692 -10.701999999999998 -10.483999999999998 3832.088 730.692 -10.704228921649346 -10.481395279439457
3817.259 751.405 -12.219999999999999 -11.826999999999998 3817.259 751.405 -12.219394498194255 -11.827653494096669
3814.586 962.51 -12.323999999999998 -11.927999999999997 3814.586 962.51 -12.325488228880168 -11.926406621313657
3845.053 366.016 -10.210999999999999 -10.062999999999999 3845.053 366.016 -10.210999999999999 -10.063111392630681
3855.572 447.557 -10.838999999999999 -10.607 3855.572 447.557 -10.84399743928547 -10.601192779808265
3859.274 746.201 -11.286999999999999 -10.994999999999997 3859.274 746.201 -11.291508124429559 -10.989867284202305
3845.11 788.758 -10.991 -10.742999999999999 3845.11 788.758 -10.99844522694745 -10.73440206102623
3855.562 873.534 -10.350999999999999 -10.168999999999997 3855.562 873.534 -10.344965376308622 -10.176145915620417
3851.456 903.903 -10.765 -10.529999999999998 3851.456 903.903 -10.763321147196173 -10.531961909436127
3848.514 956.526 -12.114999999999998 -11.737999999999996 3848.514 956.526 -12.118441099815673 -11.73427114019734
3904.195 524.886 -10.573 -10.357 3904.195 524.886 -10.566833548823173 -10.36424242381812
3896.751 569.257 -10.384 -10.208999999999996 3896.751 569.257 -10.383920192057605 -10.209094333476674
3909.569 894.617 -10.3 -10.168999999999997 3909.569 894.617 -10.315195760385318 -10.151005900109933
3921.233 479.606 -11.491 -11.160999999999998 3921.233 479.606 -11.488469335675113 -11.16384657677095
3927.933 500.344 -11.588000000000001 -11.245999999999999 3927.933 500.344 -11.584753147373657 -11.249636733079242
3930.402 511.065 -11.227 -10.936999999999998 3930.402 511.065 -11.22883229106393 -10.934905984224976
3929.286 726.838 -11.261 -10.956999999999997 3929.286 726.838 -11.257989557011513 -10.960427533673148
3928.225 756.89 -11.629999999999999 -11.283999999999999 3928.225 756.89 -11.626951832222563 -11.28739982546184
3929.451 827.885 -10.59 -10.397999999999996 3929.451 827.885 -10.5969266481958 -10.389864733793473
3923.286 869.528 -10.258 -10.082999999999998 3923.286 869.528 -10.248273759557655 -10.094536448709533
3936.518 918.049 -11.518999999999998 -11.188999999999997 3936.518 918.049 -11.518012363930392 -11.190110926433917
3957.898 525.885 -11.486999999999998 -11.158999999999999 3957.898 525.885 -11.485242023707151 -11.160977431155086
3947.637 635.439 -11.218999999999998 -10.922999999999998 3947.637 635.439 -11.217363309277385 -10.924870475853673
3961.756 812.572 -10.457 -10.281999999999996 3961.756 812.572 -10.462434028014464 -10.275589594609968
3952.237 845.848 -11.277000000000001 -10.971999999999998 3952.237 845.848 -11.274459105058135 -10.974892930710357
3938.974 876.268 -11.056999999999999 -10.779999999999998 3938.974 876.268 -11.054456782684301 -10.782927198580268
3943.779 908.198 -11.745999999999999 -11.396999999999998 3943.779 908.198 -11.747283018416852 -11.395580881118565
3952.769 933.111 -10.315999999999999 -10.158999999999999 3952.769 933.111 -10.319605832927827 -10.1547301433923
3977.539 348.091 -12.291999999999998 -11.875999999999998 3977.539 348.091 -12.2824462948407 -11.886269632883767
3985.375 393.28 -10.547 -10.349999999999998 3985.375 393.28 -10.548293258647401 -10.348477612632053
3981.755 428.357 -10.361999999999998 -10.185999999999996 3981.755 428.357 -10.359756720524306 -10.1886515700787
3970.801 485.593 -11.265 -10.956999999999997 3970.801 485.593 -11.260247617828043 -10.962410814947948
3978.367 729.66 -13.116 -12.607999999999997 3978.367 729.66 -13.078035408558105 -12.646172626755117
3979.962 809.435 -10.924 -10.636 3979.962 809.435 -10.907170396127519 -10.655556658889545
4000.537 865.258 -10.596 -10.393999999999998 4000.537 865.258 -10.598430619011353 -10.391145266780548
4015.955 475.392 -11.765999999999998 -11.433999999999997 4015.955 475.392 -11.776694195496859 -11.42217138199111
4034.079 511.022 -10.649000000000001 -10.428999999999998 4034.079 511.022 -10.6464106350364 -10.432033778898937
4017.758 824.937 -12.889 -12.453 4017.758 824.937 -12.884907923430685 -12.457227510776633
4028.134 943.257 -12.588000000000001 -12.174 4028.134 943.257 -12.588354574506461 -12.173626308504641
4055.521 306.862 -11.765999999999998 -11.430999999999997 4055.521 306.862 -11.775201786956309 -11.420822102753093
4056.471 408.245 -11.349999999999998 -11.043 4056.471 408.245 -11.350829831453723 -11.042058877193686
4052.579 491.703 -14.442999999999998 -14.188999999999997 4052.579 491.703 -14.445405693504274 -14.186700322418286
4047.254 768.986 -11.701 -11.349999999999998 4047.254 768.986 -11.699063781122508 -11.352150558439078
4061.117 876.337 -11.236999999999998 -10.940999999999999 4061.117 876.337 -11.236478239598046 -10.94159628873053
4052.146 958.888 -10.992999999999999 -10.723999999999997 4052.146 958.888 -10.990185774257458 -10.72724994004394
4075.337 358.815 -10.663999999999998 -10.421999999999997 4075.337 358.815 -10.6516322232575 -10.436490464123686
4069.032 449.809 -11.639 -11.294999999999998 4069.032 449.809 -11.637408593735298 -11.296775001881102
4078.549 455.019 -13.029 -12.587999999999997 4078.549 455.019 -13.024112816355384 -12.592964472670822
4077.579 538.748 -11.349 -11.049999999999997 4077.579 538.748 -11.353739700470253 -11.044624643127673
4067.877 711.99 -10.599 -10.345999999999997 4067.877 711.99 -10.576476902988919 -10.372453110480112
4068.139 731.331 -11.116 -10.825999999999997 4068.139 731.331 -11.110852297046055 -10.831924915926542
4083.468 738.61 -10.724999999999998 -10.502999999999997 4083.468 738.61 -10.72689219223518 -10.500788781843934
4084.633 821.913 -12.136 -11.742999999999999 4084.633 821.913 -12.132274520074326 -11.7470370210353
4094.762 313.016 -13.157999999999998 -12.703 4094.762 313.016 -13.14652040039967 -12.714411982407643
4112.025 556.247 -10.416999999999998 -10.288999999999998 4112.025 556.247 -10.442611699685816 -10.258786431487508
4103.904 590.155 -10.296 -10.137999999999998 4103.904 590.155 -10.297579702649667 -10.136129390925237
4098.195 691.108 -10.886 -10.639999999999997 4098.195 691.108 -10.88731596097119 -10.638470801807305
4104.956 912.43 -10.457 -10.270999999999997 4104.956 912.43 -10.457008271499863 -10.270990242290402
4115.354 490.489 -10.45 -10.264 4115.354 490.489 -10.449482377921203 -10.26461062757775
4117.073 890.468 -11.396 -11.076999999999998 4117.073 890.468 -11.39357547502722 -11.079749685777898
4122.187 986.766 -11.117 -10.828999999999997 4122.187 986.766 -11.11290743681765 -10.833710468532551
4149.76 866.381 -13.187999999999999 -12.752999999999997 4149.76 866.381 -13.186431350879943 -12.754559409455474
4138.715 891.545 -10.521999999999998 -10.323999999999998 4138.715 891.545 -10.520943263102144 -10.325243960678531
4185.729 313.507 -10.817999999999998 -10.581999999999997 4185.729 313.507 -10.819547189696568 -10.580196900248051
4186.572 510.219 -11.863 -11.492999999999999 4186.572 510.219 -11.85932213855584 -11.497051168369907
4186.48 584.728 -12.747999999999998 -12.325999999999997 4186.48 584.728 -12.748201836844263 -12.325788988634077
4164.141 652.06 -11.611 -11.265999999999998 4164.141 652.06 -11.607472071299327 -11.269934934918243
4177.82 794.05 -12.975999999999999 -12.544999999999998 4177.82 794.05 -12.975610924854845 -12.545398818523385
4185.671 851.912 -13.553 -13.140999999999998 4185.671 851.912 -13.55296551003422 -13.141031134269017
4211.261 874.47 -10.686 -10.464999999999996 4211.261 874.47 -10.685593236224612 -10.465476576834845
4227.213 549.18 -11.725999999999999 -11.383999999999997 4227.213 549.18 -11.729778094373735 -11.379803670321813
4231.167 742.378 -10.794 -10.572999999999997 4231.167 742.378 -10.801276803365539 -10.56451959040804
4235.974 738.863 -12.195 -11.796999999999997 4235.974 738.863 -12.19098642316381 -11.80133169437994
4226.498 925.227 -11.068999999999999 -10.787999999999997 4226.498 925.227 -11.065255738565227 -10.792309579322367
4250.943 581.249 -11.161999999999999 -10.869999999999997 4250.943 581.249 -11.15877931543639 -10.873694080639453
4246.481 783.842 -12.492 -12.078999999999997 4246.481 783.842 -12.490212207138754 -12.080899006799473
4283.094 497.031 -13.597999999999999 -13.180999999999997 4283.094 497.031 -13.592208475650832 -13.186048249929105
4272.029 558.1 -10.876999999999999 -10.633 4272.029 558.1 -10.878684302424666 -10.631042774610997
4279.157 829.28 -10.931000000000001 -10.668 4279.157 829.28 -10.926980805012573 -10.672656286767278
4271.191 879.45 -10.323 -10.136999999999997 4271.191 879.45 -10.31284714606964 -10.149022528860655
4273.136 949.206 -12.279 -11.874999999999996 4273.136 949.206 -12.274978708883435 -11.879322635333335
4299.388 431.824 -13.956 -13.623999999999999 4299.388 431.824 -13.949889479470379 -13.628738108293692
4290.463 861.585 -15.625999999999998 -15.407999999999998 4290.463 861.585 -15.622574765089684 -15.411280764660221
4317.96 508.997 -10.957 -10.744999999999997 4317.96 508.997 -10.98000457942901 -10.718433721840334
4330.392 570.52 -11.401 -11.125999999999998 4330.392 570.52 -11.42069425239411 -11.103754561793973
4330.204 652.993 -10.866 -10.602999999999998 4330.204 652.993 -10.857532058272643 -10.612840079963451
4321.876 799.086 -10.61 -10.421999999999997 4321.876 799.086 -10.620367699901141 -10.409823259351288
4324.949 975.25 -10.501999999999999 -10.310999999999996 4324.949 975.25 -10.502911953235895 -10.309926474538347
4341.062 486.034 -13.383 -12.947 4341.062 486.034 -13.378128077044188 -12.951637660761925
4338.526 579.123 -11.279999999999998 -10.976999999999997 4338.526 579.123 -11.27863175226403 -10.978557815645793
4369.294 469.143 -10.521 -10.302999999999997 4369.294 469.143 -10.510000573032084 -10.31594821318554
4405.43 783.545 -11.442999999999998 -11.104 4405.43 783.545 -11.433320793899359 -11.114933046702475
4400.254 855.32 -10.910999999999998 -10.651999999999997 4400.254 855.32 -10.907605787613946 -10.655932236745901
4407.454 873.235 -11.477 -11.140999999999998 4407.454 873.235 -11.470718459627658 -11.148065688931503
4423.573 793.723 -10.995000000000001 -10.724999999999998 4423.573 793.723 -10.991823601520633 -10.728668186406502
4430.478 981.722 -12.855999999999998 -12.430999999999997 4430.478 981.722 -12.85687668871665 -12.430094295784883
4451.992 408.986 -10.530999999999999 -10.322999999999997 4451.992 408.986 -10.525677416259363 -10.329265594487115
4450.16 552.099 -11.326 -11.017 4450.16 552.099 -11.324432264402134 -11.018784942140684
4471.195 595.489 -10.915 -10.628999999999998 4471.195 595.489 -10.898538737580996 -10.648128631693233
4481.3 773.239 -11.076999999999998 -10.781999999999996 4481.3 773.239 -11.066843940975605 -10.793689446031149
4463.428 916.965 -10.716999999999999 -10.501999999999999 4463.428 916.965 -10.721779965135468 -10.496414126907215
4498.092 667.79 -10.335 -10.114999999999998 4498.092 667.79 -10.309007049007857 -10.145779621732
4496.307 898.263 -10.454 -10.250999999999998 4496.307 898.263 -10.44539762846956 -10.261148031750842
4532.59 961.352 -12.826 -12.442999999999998 4532.59 961.352 -12.847282527754587 -12.420867914560269
4543.082 839.736 -10.597999999999999 -10.372999999999998 4543.082 839.736 -10.589224432584778 -10.383306799915047
4585.275 963.747 -10.532 -10.319999999999997 4585.275 963.747 -10.524777993806477 -10.328501540679689
4624.277 985.898 -12.585999999999999 -12.152999999999999 4624.277 985.898 -12.576832763020281 -12.162699324069262
320.836 1800.781 -12.991 -12.579999999999998 320.836 1800.781 -13.000815206328102 -12.570029569764987
347.21 1782.882 -10.666 -10.453 347.21 1782.882 -10.668096877364473 -10.450543234580127
363.241 1968.405 -10.754999999999999 -10.535999999999998 363.241 1968.405 -10.760512303826186 -10.529558315019187
366.307 1982.208 -10.515999999999998 -10.354999999999997 366.307 1982.208 -10.532754275436055 -10.335277342560833
437.098 1750.522 -10.852 -10.633 437.098 1750.522 -10.86432108385841 -10.618682417958603
446.522 1828.946 -11.032999999999998 -10.768999999999998 446.522 1828.946 -11.035313919462379 -10.766327826476182
444.669 1892.369 -10.536999999999999 -10.351999999999997 444.669 1892.369 -10.54347168523282 -10.34438171585586
467.872 1865.065 -11.056000000000001 -10.785999999999998 467.872 1865.065 -11.056857517641426 -10.785013012216044
478.141 1863.155 -11.678999999999998 -11.355999999999998 478.141 1863.155 -11.68989665146825 -11.34389708847219
