v,v_err,i,i_err,vi,vi_err,x,y
21.359,0.0098,20.534,0.0094,0.825,0.0135,2274.402,984.687
19.801,0.0048,19.212,0.0051,0.589,0.007,2299.705,986.103
20.455,0.0065,19.779,0.0066,0.676,0.0092,2310.874,983.801
21.66,0.0113,20.814,0.0107,0.846,0.0155,2486.473,949.429
20.423,0.0234,19.677,0.0246,0.746,0.0339,2507.128,930.797
20.809,0.0076,20.103,0.0077,0.706,0.0108,2532.292,884.993
21.449,0.0102,20.588,0.0096,0.861,0.014,2520.134,901.677
18.507,0.016,17.96,0.0029,0.547,0.0163,2531.575,971.878
20.053,0.0054,19.377,0.0055,0.676,0.0077,2548.39,883.01
18.397,0.0025,17.848,0.0027,0.549,0.0037,2562.374,873.028
21.541,0.0107,20.68,0.01,0.861,0.0147,2542.006,888.633
18.389,0.0025,17.84,0.0027,0.549,0.0037,2553.287,902.627
19.336,0.007,18.77,0.003,0.566,0.0076,2541.308,970.687
18.652,0.0028,18.111,0.0031,0.541,0.0042,2567.997,892.989
19.207,0.0036,18.66,0.004,0.547,0.0054,2604.208,881.639
19.605,0.016,19.028,0.009,0.577,0.0184,2624.296,985.51
18.921,0.0032,18.395,0.0035,0.526,0.0047,2655.166,849.781
19.95,0.0051,19.33,0.0054,0.62,0.0074,2651.973,936.38
19.011,0.0033,18.464,0.0036,0.547,0.0049,2724.937,817.366
18.959,0.0033,18.429,0.0036,0.53,0.0048,2726.733,846.006
20.81,0.0076,20.106,0.0077,0.704,0.0109,2734.599,841.416
20.355,0.007,19.69,0.006,0.665,0.0092,2714.4,915.468
20.348,0.0062,19.686,0.0064,0.662,0.0089,2742.606,853.27
18.637,0.0028,18.079,0.003,0.558,0.0041,2745.043,875.872
19.083,0.0034,18.493,0.0037,0.59,0.005,2769.985,820.626
18.093,0.0022,17.465,0.0023,0.628,0.0032,2785.687,857.174
21.327,0.0,20.519,0.023,0.808,0.023,2779.856,892.453
20.325,0.008,19.667,0.024,0.658,0.0253,2770.255,927.679
20.486,0.0242,19.729,0.0065,0.757,0.025,2783.209,919.316
19.885,0.019,19.286,0.017,0.599,0.0255,2837.312,909.553
20.324,0.015,19.68,0.008,0.644,0.017,2813.86,985.197
19.685,0.0046,19.08,0.0048,0.605,0.0066,2845.608,822.056
20.45,0.0065,19.791,0.0067,0.659,0.0093,2880.684,773.289
20.022,0.0053,19.416,0.0056,0.606,0.0077,2869.86,885.095
20.158,0.018,19.465,0.033,0.693,0.0376,2882.908,883.25
19.877,0.005,19.306,0.0053,0.571,0.0073,2896.414,800.495
20.39,0.0063,19.745,0.0065,0.645,0.0091,2892.176,830.574
18.851,0.0031,18.307,0.0034,0.544,0.0046,2903.428,820.653
21.201,0.0092,20.393,0.0088,0.808,0.0127,2910.347,830.268
18.501,0.004,17.961,0.009,0.54,0.0098,2906.307,970.419
21.62,0.0111,20.76,0.0105,0.86,0.0153,2925.04,784.426
20.832,0.022,20.119,0.0078,0.713,0.0233,2917.27,916.851
19.765,0.009,19.133,0.001,0.632,0.0091,2924.164,959.295
19.546,0.008,18.973,0.016,0.573,0.0179,2942.466,939.258
21.679,0.003,20.775,0.014,0.904,0.0143,2950.548,953.729
15.856,0.0029,15.099,0.003,0.757,0.0041,2980.15,746.638
20.026,0.015,19.415,0.002,0.611,0.0151,3007.246,902.211
21.152,0.026,20.358,0.006,0.794,0.0267,2990.495,954.405
20.65,0.016,19.955,0.002,0.695,0.0161,3009.216,981.479
20.67,0.0072,19.97,0.0073,0.7,0.0102,3024.11,722.426
20.395,0.03,19.727,0.01,0.668,0.0316,3029.436,800.392
19.653,0.005,19.093,0.005,0.56,0.0071,3014.376,930.885
20.564,0.007,19.859,0.005,0.705,0.0086,3032.832,980.537
20.654,0.0071,19.956,0.0072,0.698,0.0102,3050.097,767.492
20.677,0.011,19.971,0.002,0.706,0.0112,3059.339,954.994
21.134,0.0089,20.375,0.0088,0.759,0.0125,3072.419,705.235
20.231,0.008,19.596,0.0,0.635,0.008,3068.959,800.707
19.14,0.005,18.593,0.007,0.547,0.0086,3080.786,929.518
15.06,0.002,14.256,0.002,0.804,0.0028,3102.943,774.891
19.692,0.01,19.095,0.004,0.597,0.0108,3101.262,936.291
19.718,0.005,19.12,0.005,0.598,0.0071,3110.082,928.304
20.938,0.009,20.198,0.004,0.74,0.0098,3089.969,971.169
20.518,0.015,19.821,0.008,0.697,0.017,3124.487,807.793
19.614,0.005,19.026,0.009,0.588,0.0103,3124.353,818.216
19.86,0.011,19.251,0.007,0.609,0.013,3126.558,895.665
19.198,0.015,18.635,0.004,0.563,0.0155,3133.716,938.707
18.815,0.004,18.259,0.001,0.556,0.0041,3155.191,812.686
21.578,0.0109,20.722,0.0103,0.856,0.015,3179.209,727.023
21.463,0.024,20.624,0.006,0.839,0.0247,3180.285,902.575
18.909,0.008,18.36,0.004,0.549,0.0089,3176.654,974.152
19.09,0.0035,18.54,0.0038,0.55,0.0051,3196.898,733.162
21.362,0.007,20.534,0.001,0.828,0.0071,3206.723,742.517
20.678,0.01,19.96,0.002,0.718,0.0102,3191.929,846.469
19.985,0.012,19.36,0.002,0.625,0.0122,3211.169,905.257
20.741,0.0074,20.012,0.0074,0.729,0.0105,3221.469,648.662
20.741,0.001,20.012,0.013,0.729,0.013,3230.67,741.619
19.502,0.009,18.925,0.006,0.577,0.0108,3224.001,981.66
19.983,0.0052,19.36,0.0055,0.623,0.0076,3250.156,647.422
20.387,0.024,19.717,0.001,0.67,0.024,3259.924,788.367
21.472,0.017,20.624,0.021,0.848,0.027,3254.35,828.859
21.455,0.0103,20.547,0.0371,0.908,0.0385,3283.986,668.415
18.537,0.002,17.973,0.005,0.564,0.0054,3263.597,731.678
18.756,0.007,18.211,0.003,0.545,0.0076,3271.716,895.473
20.013,0.02,19.29,0.003,0.723,0.0202,3305.155,718.992
20.633,0.013,19.933,0.014,0.7,0.0191,3312.718,732.025
20.418,0.012,19.715,0.005,0.703,0.013,3292.307,885.412
20.318,0.008,19.637,0.003,0.681,0.0085,3311.432,970.526
19.91,0.006,19.305,0.002,0.605,0.0063,3327.103,722.004
20.613,0.004,19.915,0.012,0.698,0.0126,3313.844,862.39
19.558,0.013,18.977,0.008,0.581,0.0153,3317.46,880.77
20.642,0.007,19.946,0.012,0.696,0.0139,3326.992,878.674
19.28,0.025,18.706,0.003,0.574,0.0252,3331.875,933.823
21.35,0.039,20.533,0.014,0.817,0.0414,3331.396,931.986
20.783,0.003,20.066,0.013,0.717,0.0133,3360.53,695.109
18.922,0.0032,18.367,0.0035,0.555,0.0047,3363.906,588.791
21.668,0.0114,20.742,0.0104,0.926,0.0155,3380.582,612.04
19.813,0.025,19.201,0.0,0.612,0.025,3378.218,711.422
18.94,0.003,18.397,0.002,0.543,0.0036,3377.819,823.792
20.957,0.012,20.196,0.017,0.761,0.0208,3372.291,891.731
18.638,0.0028,18.101,0.0031,0.537,0.0042,3404.432,603.28
20.709,0.002,19.976,0.003,0.733,0.0036,3402.979,753.699
19.111,0.007,18.558,0.005,0.553,0.0086,3394.373,966.964
17.878,0.0073,17.173,0.002,0.705,0.0076,3437.75,646.214
19.34,0.016,18.771,0.002,0.569,0.0161,3415.892,692.443
20.435,0.008,19.738,0.006,0.697,0.01,3433.819,728.298
19.379,0.015,18.8,0.01,0.579,0.018,3422.845,831.898
19.987,0.009,19.339,0.006,0.648,0.0108,3425.921,824.517
19.764,0.009,19.17,0.004,0.594,0.0098,3432.177,830.405
20.324,0.0062,19.686,0.0064,0.638,0.0089,3459.758,562.541
21.015,0.0085,20.261,0.0084,0.754,0.0119,3443.205,615.951
18.226,0.013,17.635,0.009,0.591,0.0158,3443.603,692.184
19.846,0.01,19.231,0.012,0.615,0.0156,3458.111,718.356
18.681,0.0106,18.117,0.0121,0.564,0.0161,3468.615,746.541
19.763,0.028,19.168,0.008,0.595,0.0291,3482.399,792.87
21.396,0.01,20.557,0.01,0.839,0.0141,3479.1,830.189
19.199,0.001,18.595,0.003,0.604,0.0032,3493.957,663.344
19.363,0.013,18.797,0.002,0.566,0.0132,3495.914,715.796
20.865,0.009,20.148,0.011,0.717,0.0142,3503.321,752.661
21.646,0.02,20.794,0.01,0.852,0.0224,3501.341,774.88
18.87,0.008,18.283,0.006,0.587,0.01,3497.155,834.88
18.295,0.007,17.715,0.006,0.58,0.0092,3496.52,847.867
20.409,0.015,19.748,0.004,0.661,0.0155,3499.392,864.301
21.545,0.031,20.676,0.01,0.869,0.0326,3494.117,897.043
20.436,0.008,19.762,0.009,0.674,0.012,3509.49,925.067
19.028,0.007,18.479,0.01,0.549,0.0122,3509.61,939.351
21.015,0.002,20.268,0.011,0.747,0.0112,3499.613,970.051
18.574,0.0027,18.021,0.003,0.553,0.0041,3514.511,543.18
19.361,0.0039,18.781,0.0042,0.58,0.0058,3525.427,612.715
20.953,0.036,20.165,0.029,0.788,0.0462,3517.174,650.755
19.407,0.015,18.839,0.007,0.568,0.0166,3527.712,654.292
20.496,0.006,19.811,0.006,0.685,0.0085,3521.598,771.87
21.518,0.009,20.667,0.021,0.851,0.0228,3532.744,896.632
20.156,0.01,19.521,0.003,0.635,0.0104,3516.476,953.225
18.167,0.0023,17.555,0.0024,0.612,0.0033,3551.404,539.816
18.751,0.013,18.203,0.001,0.548,0.013,3554.561,656.093
18.979,0.0033,18.434,0.005,0.545,0.006,3559.769,640.665
19.536,0.011,18.954,0.011,0.582,0.0156,3550.039,740.743
20.093,0.008,19.461,0.013,0.632,0.0153,3552.212,898.853
20.873,0.016,20.136,0.016,0.737,0.0226,3576.335,702.154
21.17,0.019,20.377,0.01,0.793,0.0215,3563.823,885.303
18.846,0.006,18.292,0.001,0.554,0.0061,3598.931,672.426
19.683,0.009,19.096,0.004,0.587,0.0098,3608.334,678.403
21.17,0.017,20.396,0.014,0.774,0.022,3610.558,902.098
20.932,0.01,20.188,0.01,0.744,0.0141,3599.468,945.135
21.147,0.024,20.306,0.017,0.841,0.0294,3604.611,945.893
21.469,0.009,20.616,0.0099,0.853,0.0133,3629.24,633.107
19.409,0.001,18.824,0.003,0.585,0.0032,3620.897,670.324
20.821,0.01,20.086,0.004,0.735,0.0108,3630.213,679.094
21.5,0.013,20.648,0.016,0.852,0.0206,3623.055,885.635
20.661,0.022,19.961,0.004,0.7,0.0224,3633.518,867.11
20.579,0.006,19.879,0.015,0.7,0.0162,3626.239,920.042
20.532,0.005,19.847,0.009,0.685,0.0103,3615.47,961.713
17.715,0.004,17.02,0.002,0.695,0.0045,3620.195,943.966
19.329,0.007,18.756,0.008,0.573,0.0106,3645.861,628.969
19.595,0.009,19.019,0.003,0.576,0.0095,3662.284,820.559
20.232,0.009,19.578,0.009,0.654,0.0127,3645.114,923.87
18.272,0.008,17.702,0.003,0.57,0.0085,3654.756,922.581
21.453,0.021,20.627,0.024,0.826,0.0319,3646.632,955.997
19.341,0.007,18.777,0.004,0.564,0.0081,3647.567,942.138
19.696,0.0046,19.099,0.0049,0.597,0.0067,3676.662,547.247
19.382,0.01,18.812,0.0043,0.57,0.0109,3681.568,595.125
21.299,0.011,20.474,0.003,0.825,0.0114,3685.605,780.118
21.034,0.011,20.232,0.021,0.802,0.0237,3680.432,807.378
19.193,0.017,18.654,0.001,0.539,0.017,3675.21,940.267
19.561,0.014,18.987,0.007,0.574,0.0157,3694.381,583.142
17.542,0.005,16.827,0.004,0.715,0.0064,3700.046,813.15
20.729,0.008,20.004,0.002,0.725,0.0082,3695.876,870.494
19.92,0.011,19.304,0.006,0.616,0.0125,3698.253,930.648
21.176,0.012,20.377,0.012,0.799,0.017,3689.957,956.543
18.672,0.002,18.126,0.005,0.546,0.0054,3708.601,980.48
19.854,0.005,19.257,0.0053,0.597,0.0072,3724.075,525.041
21.534,0.0108,20.662,0.0101,0.872,0.0148,3725.469,545.66
20.308,0.221,19.73,0.009,0.578,0.2212,3735.801,633.138
18.891,0.002,18.334,0.012,0.557,0.0122,3731.682,700.16
20.62,0.009,19.92,0.004,0.7,0.0098,3727.503,803.187
19.854,0.006,19.251,0.01,0.603,0.0117,3730.607,907.93
19.893,0.011,19.286,0.005,0.607,0.0121,3732.449,966.826
21.364,0.01,20.542,0.0095,0.822,0.0138,3761.42,461.719
20.795,0.0077,20.087,0.0077,0.708,0.0109,3742.095,537.876
20.048,0.012,19.407,0.013,0.641,0.0177,3755.055,577.241
20.184,0.007,19.534,0.015,0.65,0.0166,3749.433,731.248
20.286,0.006,19.638,0.009,0.648,0.0108,3752.485,766.43
20.857,0.026,20.118,0.005,0.739,0.0265,3756.776,799.048
19.03,0.015,18.487,0.01,0.543,0.018,3760.907,842.812
19.449,0.0041,18.88,0.0044,0.569,0.0061,3780.426,522.931
19.549,0.003,18.967,0.01,0.582,0.0104,3778.898,614.892
21.617,0.017,20.713,0.005,0.904,0.0177,3769.123,640.015
20.963,0.007,20.156,0.017,0.807,0.0184,3771.1,715.038
18.514,0.007,17.965,0.009,0.549,0.0114,3777.979,823.69
20.712,0.021,19.995,0.009,0.717,0.0228,3763.098,845.237
19.347,0.0039,18.788,0.0043,0.559,0.0058,3788.077,479.331
21.631,0.054,20.76,0.024,0.871,0.0591,3788.067,542.639
20.94,0.004,20.194,0.016,0.746,0.0165,3797.451,817.488
20.159,0.008,19.519,0.004,0.64,0.0089,3793.091,895.759
19.731,0.013,19.134,0.009,0.597,0.0158,3796.75,971.257
19.935,0.019,19.313,0.019,0.622,0.0269,3822.968,521.798
