#      Nradbin      Nmagbin
          10          12
# outboundRad     minMagBound            Nstar  Completenss
   445.442932      -14.9980001             247   1.00000000    
   653.316284      -14.9980001             108   1.00000000    
   861.189636      -14.9980001              69   1.00000000    
   1069.06299      -14.9980001              68   1.00000000    
   1276.93628      -14.9980001              40   1.00000000    
   1484.80957      -14.9980001              38   1.00000000    
   1692.68286      -14.9980001              32   1.00000000    
   1900.55615      -14.9980001              19   1.00000000    
   2108.42944      -14.9980001              18   1.00000000    
   2969.61938      -14.9980001              18   1.00000000    
   445.442932      -14.7125454             123   1.00000000    
   653.316284      -14.7125454              50   1.00000000    
   861.189636      -14.7125454              43   1.00000000    
   1069.06299      -14.7125454              24   1.00000000    
   1276.93628      -14.7125454              17   1.00000000    
   1484.80957      -14.7125454              20   1.00000000    
   1692.68286      -14.7125454              13   1.00000000    
   1900.55615      -14.7125454              11   1.00000000    
   2108.42944      -14.7125454              15   1.00000000    
   2969.61938      -14.7125454              14   1.00000000    
   445.442932      -14.4270916             136   1.00000000    
   653.316284      -14.4270916              66   1.00000000    
   861.189636      -14.4270916              47   1.00000000    
   1069.06299      -14.4270916              41   1.00000000    
   1276.93628      -14.4270916              20   1.00000000    
   1484.80957      -14.4270916              20   1.00000000    
   1692.68286      -14.4270916              20   1.00000000    
   1900.55615      -14.4270916              17   1.00000000    
   2108.42944      -14.4270916              13   1.00000000    
   2969.61938      -14.4270916              17   1.00000000    
   445.442932      -14.1416368             199   1.00000000    
   653.316284      -14.1416368              82   1.00000000    
   861.189636      -14.1416368              77   1.00000000    
   1069.06299      -14.1416368              60   1.00000000    
   1276.93628      -14.1416368              40   1.00000000    
   1484.80957      -14.1416368              23   1.00000000    
   1692.68286      -14.1416368              26   1.00000000    
   1900.55615      -14.1416368              16   1.00000000    
   2108.42944      -14.1416368              12   1.00000000    
   2969.61938      -14.1416368              21   1.00000000    
   445.442932      -13.8561821             408   1.00000000    
   653.316284      -13.8561821             166   1.00000000    
   861.189636      -13.8561821             133   1.00000000    
   1069.06299      -13.8561821             105   1.00000000    
   1276.93628      -13.8561821              89   1.00000000    
   1484.80957      -13.8561821              59   1.00000000    
   1692.68286      -13.8561821              52   1.00000000    
   1900.55615      -13.8561821              44   1.00000000    
   2108.42944      -13.8561821              35   1.00000000    
   2969.61938      -13.8561821              43   1.00000000    
   445.442932      -13.5707273             658   1.00000000    
   653.316284      -13.5707273             282   1.00000000    
   861.189636      -13.5707273             229   1.00000000    
   1069.06299      -13.5707273             215   1.00000000    
   1276.93628      -13.5707273             120   1.00000000    
   1484.80957      -13.5707273              85   1.00000000    
   1692.68286      -13.5707273              97   1.00000000    
   1900.55615      -13.5707273              76   1.00000000    
   2108.42944      -13.5707273              68   1.00000000    
   2969.61938      -13.5707273              59   1.00000000    
   445.442932      -13.2852736             724   1.00000000    
   653.316284      -13.2852736             382   1.00000000    
   861.189636      -13.2852736             343   1.00000000    
   1069.06299      -13.2852736             272   1.00000000    
   1276.93628      -13.2852736             199   1.00000000    
   1484.80957      -13.2852736             159   1.00000000    
   1692.68286      -13.2852736             115   1.00000000    
   1900.55615      -13.2852736             108   1.00000000    
   2108.42944      -13.2852736              89   1.00000000    
   2969.61938      -13.2852736              99   1.00000000    
   445.442932      -12.9998188            1000   1.00000000    
   653.316284      -12.9998188             569   1.00000000    
   861.189636      -12.9998188             466   1.00000000    
   1069.06299      -12.9998188             376   1.00000000    
   1276.93628      -12.9998188             255   1.00000000    
   1484.80957      -12.9998188             199   1.00000000    
   1692.68286      -12.9998188             170   1.00000000    
   1900.55615      -12.9998188             169   1.00000000    
   2108.42944      -12.9998188             121   1.00000000    
   2969.61938      -12.9998188             152   1.00000000    
   445.442932      -12.7143641            1079   1.00000000    
   653.316284      -12.7143641             634   1.00000000    
   861.189636      -12.7143641             525   1.00000000    
   1069.06299      -12.7143641             453   1.00000000    
   1276.93628      -12.7143641             334   1.00000000    
   1484.80957      -12.7143641             292   1.00000000    
   1692.68286      -12.7143641             252   1.00000000    
   1900.55615      -12.7143641             190   1.00000000    
   2108.42944      -12.7143641             175   1.00000000    
   2969.61938      -12.7143641             161   1.00000000    
   445.442932      -12.4289093            1098   1.00000000    
   653.316284      -12.4289093             761   1.00000000    
   861.189636      -12.4289093             599   1.00000000    
   1069.06299      -12.4289093             509   1.00000000    
   1276.93628      -12.4289093             449   1.00000000    
   1484.80957      -12.4289093             353   1.00000000    
   1692.68286      -12.4289093             272   1.00000000    
   1900.55615      -12.4289093             210   1.00000000    
   2108.42944      -12.4289093             225   1.00000000    
   2969.61938      -12.4289093             239   1.00000000    
   445.442932      -12.1434555            1171   1.00000000    
   653.316284      -12.1434555             877   1.00000000    
   861.189636      -12.1434555             744   1.00000000    
   1069.06299      -12.1434555             650   1.00000000    
   1276.93628      -12.1434555             491   1.00000000    
   1484.80957      -12.1434555             405   1.00000000    
   1692.68286      -12.1434555             355   1.00000000    
   1900.55615      -12.1434555             274   1.00000000    
   2108.42944      -12.1434555             226   1.00000000    
   2969.61938      -12.1434555             250   1.00000000    
   445.442932      -11.8580008            1216   1.00000000    
   653.316284      -11.8580008             949   1.00000000    
   861.189636      -11.8580008             914   1.00000000    
   1069.06299      -11.8580008             771   1.00000000    
   1276.93628      -11.8580008             582   1.00000000    
   1484.80957      -11.8580008             472   1.00000000    
   1692.68286      -11.8580008             401   1.00000000    
   1900.55615      -11.8580008             350   1.00000000    
   2108.42944      -11.8580008             309   1.00000000    
   2969.61938      -11.8580008             321   1.00000000    
