,v,v_err,i,i_err,vi,vi_err,x,y,Vbin,Ibin
3569,19.126,0.005,18.513,0.005,0.613,0.0071,2170.203,3478.071,74,74
3570,17.84,0.005,17.297,0.004,0.543,0.0064,2182.852,3544.181,54,54
3571,19.051,0.014,18.446,0.009,0.605,0.0166,2167.251,3695.9,75,75
3572,18.957,0.004,18.354,0.005,0.603,0.0064,2171.681,3855.274,75,75
3573,17.705,0.016,17.157,0.006,0.548,0.0171,2212.483,3026.441,53,53
3574,18.706,0.01,18.118,0.001,0.588,0.01,2199.034,3102.416,73,73
3575,19.223,0.01,18.601,0.004,0.622,0.0108,2188.958,3116.371,73,73
3576,18.142,0.011,17.596,0.009,0.546,0.0142,2206.485,3134.982,63,63
3577,16.704,0.0066,15.999,0.0016,0.705,0.0067,2203.1,3372.748,34,34
3578,17.669,0.009,17.12,0.002,0.549,0.0092,2192.707,3389.702,54,54
3579,19.131,0.004,18.523,0.007,0.608,0.0081,2208.698,3433.81,74,74
3580,19.071,0.004,18.468,0.006,0.603,0.0072,2198.779,3583.148,74,74
3581,16.63,0.0063,15.921,0.0069,0.709,0.0093,2206.288,3626.121,34,34
3582,18.26,0.005,17.7,0.004,0.56,0.0064,2189.237,3624.703,64,64
3583,19.18,0.012,18.555,0.017,0.625,0.0208,2201.543,3622.006,74,74
3584,19.074,0.006,18.471,0.004,0.603,0.0072,2210.921,3827.814,75,75
3585,18.994,0.007,18.381,0.009,0.613,0.0114,2211.881,3851.308,75,75
3586,18.68,0.011,18.098,0.008,0.582,0.0136,2225.877,3096.158,63,63
3587,18.976,0.013,18.366,0.015,0.61,0.0198,2229.157,3097.039,73,73
3588,18.824,0.003,18.237,0.006,0.587,0.0067,2215.596,3300.186,73,73
3589,17.592,0.004,17.042,0.001,0.55,0.0041,2236.948,3553.15,54,54
3590,18.549,0.004,17.986,0.005,0.563,0.0064,2220.521,3639.263,64,64
3591,18.402,0.013,17.855,0.007,0.547,0.0148,2227.766,3707.94,64,64
3592,18.513,0.006,17.947,0.006,0.566,0.0085,2214.391,3835.935,65,65
3593,18.577,0.014,18.001,0.011,0.576,0.0178,2245.043,3018.465,63,63
3594,17.861,0.005,17.319,0.008,0.542,0.0094,2245.144,3096.692,53,53
3595,18.277,0.005,17.718,0.002,0.559,0.0054,2247.822,3101.413,63,63
3596,19.03,0.005,18.419,0.007,0.611,0.0086,2262.127,3198.958,73,73
3597,18.608,0.011,18.035,0.002,0.573,0.0112,2258.524,3266.421,63,63
3598,18.789,0.004,18.2,0.007,0.589,0.0081,2242.356,3394.96,74,74
3599,17.975,0.004,17.431,0.002,0.544,0.0045,2262.058,3747.619,54,54
3600,18.467,0.009,17.908,0.006,0.559,0.0108,2252.105,3814.112,65,65
3601,18.942,0.007,18.362,0.003,0.58,0.0076,2253.925,3943.866,75,75
3602,19.175,0.008,18.555,0.005,0.62,0.0094,2267.023,2994.455,73,73
3603,17.506,0.008,16.931,0.002,0.575,0.0082,2270.387,3060.604,43,43
3604,18.4,0.007,17.842,0.007,0.558,0.0099,2268.871,3206.488,63,63
3605,18.299,0.001,17.743,0.009,0.556,0.0091,2264.768,3504.787,64,64
3606,17.645,0.004,17.103,0.004,0.542,0.0057,2279.309,3579.666,54,54
3607,18.393,0.003,17.831,0.004,0.562,0.005,2273.144,3589.892,64,64
3608,18.191,0.004,17.642,0.008,0.549,0.0089,2274.917,3687.456,64,64
3609,17.821,0.003,17.28,0.003,0.541,0.0042,2265.33,3700.629,54,54
3610,18.592,0.008,18.027,0.004,0.565,0.0089,2276.921,3702.931,64,64
3611,18.087,0.001,17.547,0.002,0.54,0.0022,2272.56,3901.093,55,65
3612,18.476,0.014,17.916,0.007,0.56,0.0157,2292.984,2994.571,63,63
3613,17.33,0.003,16.735,0.003,0.595,0.0042,2311.017,3030.463,43,43
3614,17.076,0.014,16.421,0.006,0.655,0.0152,2288.174,3077.72,43,43
3615,17.841,0.014,17.283,0.004,0.558,0.0146,2294.223,3079.204,53,53
3616,19.208,0.007,18.585,0.006,0.623,0.0092,2291.806,3149.77,73,73
3617,18.582,0.01,18.013,0.005,0.569,0.0112,2293.782,3178.734,63,63
3618,18.296,0.008,17.737,0.004,0.559,0.0089,2291.724,3193.922,63,63
3619,18.799,0.012,18.213,0.005,0.586,0.013,2293.425,3229.446,73,73
3620,17.787,0.005,17.244,0.003,0.543,0.0058,2298.336,3256.836,53,53
3621,19.08,0.006,18.455,0.005,0.625,0.0078,2304.887,3269.006,73,73
3622,17.174,0.003,16.561,0.005,0.613,0.0058,2296.948,3438.135,43,43
3623,18.069,0.001,17.519,0.004,0.55,0.0041,2311.773,3458.351,53,63
3624,18.174,0.002,17.608,0.004,0.566,0.0045,2294.042,3463.738,63,63
3625,19.08,0.02,18.45,0.016,0.63,0.0256,2293.297,3627.653,74,74
3626,18.882,0.006,18.29,0.009,0.592,0.0108,2302.199,3678.112,74,74
3627,19.021,0.009,18.347,0.003,0.674,0.0095,2311.645,3702.58,74,74
3628,19.078,0.009,18.473,0.012,0.605,0.015,2306.182,3885.191,75,75
3629,18.281,0.004,17.719,0.004,0.562,0.0057,2294.899,3938.017,65,65
3630,18.261,0.012,17.757,0.006,0.504,0.0134,2326.424,2989.816,63,63
3631,17.41,0.01,16.837,0.005,0.573,0.0112,2332.818,3008.596,43,43
3632,17.927,0.005,17.378,0.005,0.549,0.0071,2325.31,3047.948,53,53
3633,17.628,0.003,17.076,0.008,0.552,0.0085,2321.762,3183.829,53,53
3634,17.348,0.01,16.775,0.009,0.573,0.0135,2319.928,3195.55,43,43
3635,19.08,0.006,18.464,0.01,0.616,0.0117,2332.115,3411.503,73,73
3636,19.124,0.006,18.507,0.007,0.617,0.0092,2332.827,3529.569,73,73
3637,18.906,0.008,18.318,0.009,0.588,0.012,2323.138,3567.915,74,74
3638,18.909,0.007,18.316,0.004,0.593,0.0081,2322.835,3640.758,74,74
3639,19.165,0.003,18.559,0.002,0.606,0.0036,2315.85,3743.868,74,74
3640,19.001,0.01,18.401,0.009,0.6,0.0135,2319.884,3849.567,75,75
3641,18.764,0.01,18.178,0.006,0.586,0.0117,2359.709,3131.215,73,73
3642,15.332,0.0035,14.632,0.0038,0.7,0.0052,2338.343,3164.456,3,3
3643,17.083,0.0018,16.433,0.002,0.65,0.0027,2362.343,3240.939,43,43
3644,16.963,0.008,16.292,0.005,0.671,0.0094,2347.423,3280.594,33,33
3645,18.485,0.005,17.92,0.006,0.565,0.0078,2345.311,3529.355,63,63
3646,16.6,0.0062,15.903,0.0068,0.697,0.0092,2358.366,3707.922,34,34
3647,16.818,0.0069,16.167,0.005,0.651,0.0085,2347.506,3690.679,34,34
3648,17.403,0.003,16.837,0.004,0.566,0.005,2356.564,3852.172,45,45
3649,17.962,0.005,17.422,0.008,0.54,0.0094,2349.181,3882.359,55,55
3650,19.247,0.014,18.606,0.006,0.641,0.0152,2368.633,3141.328,73,73
3651,18.891,0.003,18.296,0.008,0.595,0.0085,2364.501,3268.37,73,73
3652,18.91,0.007,18.312,0.004,0.598,0.0081,2382.903,3278.567,73,73
3653,18.234,0.004,17.689,0.006,0.545,0.0072,2387.909,3657.625,64,64
3654,18.014,0.006,17.469,0.004,0.545,0.0072,2370.27,3760.856,54,54
3655,18.937,0.005,18.346,0.002,0.591,0.0054,2366.822,3824.459,74,74
3656,19.013,0.005,18.417,0.002,0.596,0.0054,2381.235,3938.582,75,75
3657,19.207,0.011,18.585,0.008,0.622,0.0136,2393.699,3012.227,72,72
3658,18.568,0.015,17.998,0.006,0.57,0.0162,2391.69,3071.852,62,62
3659,17.764,0.009,17.194,0.008,0.57,0.012,2399.712,3069.94,52,52
3660,19.121,0.018,18.5,0.015,0.621,0.0234,2394.326,3149.35,72,72
3661,17.912,0.005,17.357,0.003,0.555,0.0058,2396.76,3265.783,53,53
3662,16.943,0.0017,16.31,0.004,0.633,0.0044,2392.721,3551.789,33,33
3663,17.566,0.008,17.016,0.005,0.55,0.0094,2402.128,3631.48,54,54
3664,17.715,0.005,17.172,0.004,0.543,0.0064,2396.795,3794.538,54,54
3665,18.937,0.016,18.352,0.003,0.585,0.0163,2412.84,3808.963,74,74
3666,18.961,0.005,18.366,0.011,0.595,0.0121,2388.116,3818.339,74,74
3667,17.928,0.012,17.395,0.004,0.533,0.0126,2412.694,3953.953,55,55
3668,16.979,0.0017,16.288,0.007,0.691,0.0072,2424.172,2997.938,32,32
3669,16.294,0.0054,15.571,0.0059,0.723,0.008,2426.646,3065.089,22,22
3670,18.829,0.004,18.234,0.007,0.595,0.0081,2429.441,3374.314,73,73
3671,17.066,0.01,16.417,0.008,0.649,0.0128,2425.544,3452.357,43,43
3672,18.904,0.003,18.324,0.006,0.58,0.0067,2433.135,3532.808,73,73
3673,18.275,0.004,17.729,0.003,0.546,0.005,2419.364,3573.672,63,63
3674,18.88,0.006,18.29,0.004,0.59,0.0072,2427.562,3729.885,74,74
3675,17.233,0.006,16.638,0.002,0.595,0.0063,2427.524,3953.811,45,45
3676,17.217,0.004,16.624,0.005,0.593,0.0064,2429.2,3942.478,45,45
3677,17.806,0.008,17.259,0.005,0.547,0.0094,2441.355,3042.049,52,52
3678,16.845,0.007,16.171,0.0017,0.674,0.0072,2438.941,3267.596,32,32
3679,19.053,0.007,18.442,0.011,0.611,0.013,2463.03,3357.745,72,72
3680,17.105,0.004,16.467,0.003,0.638,0.005,2456.156,3370.675,43,43
3681,17.397,0.002,16.825,0.005,0.572,0.0054,2450.354,3492.497,43,43
3682,18.095,0.006,17.553,0.005,0.542,0.0078,2442.272,3534.099,53,63
3683,17.953,0.008,17.419,0.004,0.534,0.0089,2442.517,3676.416,54,54
3684,17.924,0.011,17.379,0.009,0.545,0.0142,2459.166,3837.895,54,54
3685,19.2,0.004,18.584,0.007,0.616,0.0081,2439.848,3835.16,74,74
3686,19.277,0.004,18.649,0.01,0.628,0.0108,2450.024,3986.286,75,75
3687,18.121,0.001,17.573,0.009,0.548,0.0091,2474.001,3076.245,52,62
3688,18.869,0.009,18.275,0.01,0.594,0.0135,2487.591,3217.501,72,72
3689,19.037,0.014,18.427,0.013,0.61,0.0191,2468.231,3261.965,72,72
3690,18.387,0.004,17.822,0.004,0.565,0.0057,2482.77,3506.357,63,63
3691,18.48,0.004,17.925,0.004,0.555,0.0057,2472.15,3534.853,63,63
3692,18.401,0.009,17.853,0.005,0.548,0.0103,2473.095,3554.131,63,63
3693,18.563,0.004,17.998,0.005,0.565,0.0064,2477.103,3539.149,63,63
3694,18.543,0.008,17.983,0.005,0.56,0.0094,2467.44,3618.933,63,63
3695,15.641,0.004,14.875,0.0042,0.766,0.0058,2466.393,3664.715,3,3
3696,18.878,0.012,18.296,0.002,0.582,0.0122,2480.959,3879.741,74,74
3697,18.681,0.002,18.114,0.003,0.567,0.0036,2465.038,3888.798,64,74
3698,18.312,0.004,17.745,0.005,0.567,0.0064,2490.505,2989.477,62,62
3699,19.164,0.01,18.543,0.004,0.621,0.0108,2508.143,3125.243,72,72
3700,19.018,0.009,18.398,0.017,0.62,0.0192,2503.027,3171.719,72,72
3701,17.931,0.016,17.38,0.008,0.551,0.0179,2490.664,3202.959,52,52
3702,19.057,0.014,18.448,0.009,0.609,0.0166,2494.18,3205.098,72,72
3703,17.98,0.004,17.434,0.002,0.546,0.0045,2488.235,3280.368,52,52
3704,18.111,0.006,17.56,0.006,0.551,0.0085,2506.016,3319.751,52,62
3705,19.14,0.01,18.521,0.009,0.619,0.0135,2497.873,3425.632,73,73
3706,18.286,0.007,17.739,0.004,0.547,0.0081,2501.857,3428.955,63,63
3707,17.672,0.005,17.134,0.003,0.538,0.0058,2498.097,3534.1,53,53
3708,19.125,0.007,18.513,0.008,0.612,0.0106,2504.966,3673.524,73,73
3709,18.579,0.005,18.013,0.003,0.566,0.0058,2501.102,3719.865,64,64
3710,19.165,0.006,18.549,0.004,0.616,0.0072,2496.617,3983.134,75,75
3711,17.912,0.011,17.362,0.011,0.55,0.0156,2525.091,3108.51,52,52
3712,17.811,0.006,17.258,0.004,0.553,0.0072,2520.449,3191.279,52,52
3713,17.781,0.004,17.236,0.009,0.545,0.0098,2517.134,3383.839,52,52
3714,18.966,0.017,18.375,0.013,0.591,0.0214,2526.583,3383.407,72,72
3715,18.183,0.006,17.637,0.007,0.546,0.0092,2522.625,3583.706,63,63
3716,17.408,0.006,16.846,0.0,0.562,0.006,2518.695,3669.968,43,43
3717,18.656,0.011,18.085,0.008,0.571,0.0136,2522.823,3718.361,64,64
3718,19.245,0.009,18.62,0.006,0.625,0.0108,2535.485,3884.603,74,74
3719,18.559,0.009,17.996,0.008,0.563,0.012,2536.446,3947.544,64,64
3720,18.119,0.006,17.561,0.007,0.558,0.0092,2553.135,3009.133,52,62
3721,18.178,0.005,17.62,0.002,0.558,0.0054,2554.897,2999.125,62,62
3722,18.519,0.006,17.945,0.004,0.574,0.0072,2543.382,3082.826,62,62
3723,18.69,0.01,18.088,0.012,0.602,0.0156,2544.253,3217.559,62,62
3724,18.927,0.006,18.321,0.009,0.606,0.0108,2549.366,3296.963,72,72
3725,18.782,0.004,18.197,0.007,0.585,0.0081,2546.62,3444.738,72,72
3726,18.891,0.006,18.295,0.005,0.596,0.0078,2539.413,3547.005,73,73
3727,18.413,0.001,17.858,0.006,0.555,0.0061,2555.292,3796.576,64,64
3728,17.887,0.005,17.344,0.006,0.543,0.0078,2559.259,3860.919,54,54
3729,19.005,0.01,18.395,0.006,0.61,0.0117,2563.66,3025.617,71,71
3730,19.065,0.009,18.447,0.002,0.618,0.0092,2563.4,3035.212,71,71
3731,18.68,0.011,18.1,0.001,0.58,0.011,2585.795,3050.476,61,61
3732,19.083,0.007,18.466,0.012,0.617,0.0139,2564.34,3073.794,72,72
3733,19.054,0.009,18.443,0.005,0.611,0.0103,2587.459,3067.498,71,71
3734,18.046,0.005,17.495,0.008,0.551,0.0094,2565.731,3231.867,52,52
3735,19.004,0.012,18.399,0.009,0.605,0.015,2571.462,3281.127,72,72
3736,17.732,0.007,17.187,0.007,0.545,0.0099,2568.331,3428.059,52,52
3737,17.853,0.007,17.309,0.011,0.544,0.013,2572.264,3422.466,52,52
3738,17.857,0.005,17.304,0.003,0.553,0.0058,2580.097,3446.765,52,52
3739,18.485,0.007,17.926,0.005,0.559,0.0086,2574.802,3470.223,62,62
3740,19.181,0.004,18.567,0.009,0.614,0.0098,2572.984,3556.505,73,73
3741,19.012,0.002,18.333,0.002,0.679,0.0028,2568.742,3652.75,73,73
3742,17.327,0.003,16.754,0.004,0.573,0.005,2574.393,3825.766,44,44
3743,18.796,0.005,18.225,0.013,0.571,0.0139,2579.577,3826.75,74,74
3744,17.939,0.005,17.408,0.01,0.531,0.0112,2574.847,3907.373,54,54
3745,18.679,0.007,18.095,0.002,0.584,0.0073,2579.771,3906.934,64,64
3746,18.717,0.009,18.13,0.001,0.587,0.0091,2606.795,3041.557,71,71
3747,18.346,0.008,17.775,0.002,0.571,0.0082,2590.746,3196.678,62,62
3748,19.185,0.014,18.57,0.011,0.615,0.0178,2609.522,3208.816,71,71
3749,18.599,0.002,18.032,0.008,0.567,0.0082,2594.143,3324.512,62,62
3750,18.633,0.004,18.053,0.003,0.58,0.005,2605.328,3325.213,62,62
3751,17.085,0.004,16.442,0.007,0.643,0.0081,2601.392,3678.736,43,43
3752,19.003,0.006,18.395,0.008,0.608,0.01,2593.211,3801.376,74,74
3753,18.06,0.005,17.52,0.006,0.54,0.0078,2603.574,3886.323,54,64
3754,18.049,0.02,17.509,0.011,0.54,0.0228,2593.715,3972.891,54,54
3755,19.103,0.013,18.492,0.005,0.611,0.0139,2634.01,3062.519,71,71
3756,18.357,0.012,17.795,0.004,0.562,0.0126,2637.426,3108.816,61,61
3757,17.397,0.015,16.833,0.005,0.564,0.0158,2625.927,3127.71,41,41
3758,18.374,0.008,17.82,0.005,0.554,0.0094,2622.647,3262.025,62,62
3759,18.145,0.005,17.587,0.009,0.558,0.0103,2636.487,3325.229,62,62
3760,17.649,0.017,17.1,0.007,0.549,0.0184,2620.632,3472.108,52,52
3761,17.208,0.013,16.595,0.009,0.613,0.0158,2634.085,3479.182,42,42
3762,17.406,0.002,16.856,0.005,0.55,0.0054,2618.422,3522.608,42,42
3763,18.922,0.007,18.329,0.004,0.593,0.0081,2631.896,3578.69,73,73
3764,17.755,0.006,17.195,0.012,0.56,0.0134,2633.789,3888.163,54,54
3765,18.993,0.008,18.393,0.014,0.6,0.0161,2642.553,3033.455,71,71
3766,18.978,0.008,18.373,0.01,0.605,0.0128,2661.489,3049.564,71,71
3767,18.356,0.006,17.8,0.005,0.556,0.0078,2652.347,3234.537,61,61
3768,18.511,0.009,17.948,0.006,0.563,0.0108,2641.796,3256.373,61,61
3769,18.739,0.006,18.162,0.011,0.577,0.0125,2649.717,3321.034,72,72
3770,18.299,0.002,17.748,0.006,0.551,0.0063,2638.16,3348.575,62,62
3771,18.884,0.005,18.301,0.007,0.583,0.0086,2645.083,3355.605,72,72
3772,17.641,0.005,17.095,0.005,0.546,0.0071,2649.55,3411.691,52,52
3773,19.208,0.006,18.601,0.007,0.607,0.0092,2645.469,3418.533,72,72
3774,19.11,0.006,18.49,0.018,0.62,0.019,2651.19,3535.139,72,72
3775,19.261,0.007,18.636,0.007,0.625,0.0099,2650.936,3638.015,73,73
3776,18.828,0.006,18.24,0.008,0.588,0.01,2642.193,3827.893,74,74
3777,18.364,0.006,17.813,0.003,0.551,0.0067,2656.765,3963.135,64,64
3778,18.935,0.01,18.344,0.01,0.591,0.0141,2684.383,3030.044,71,71
3779,18.331,0.015,17.776,0.004,0.555,0.0155,2670.887,3221.805,61,61
3780,18.398,0.004,17.841,0.007,0.557,0.0081,2670.44,3449.003,62,62
3781,18.682,0.012,18.098,0.006,0.584,0.0134,2671.308,3523.371,62,62
3782,18.017,0.006,17.472,0.002,0.545,0.0063,2696.62,3047.75,51,51
3783,18.549,0.012,17.991,0.013,0.558,0.0177,2712.481,3227.21,61,61
3784,18.663,0.009,18.091,0.004,0.572,0.0098,2691.784,3307.196,61,61
3785,17.134,0.003,16.509,0.007,0.625,0.0076,2710.308,3330.785,41,41
3786,17.058,0.004,16.4,0.007,0.658,0.0081,2692.55,3522.369,42,42
3787,18.031,0.011,17.424,0.016,0.607,0.0194,2697.603,3530.653,52,52
3788,18.153,0.004,17.602,0.008,0.551,0.0089,2712.469,3617.206,63,63
3789,18.102,0.01,17.552,0.013,0.55,0.0164,2701.441,3651.596,53,63
3790,18.31,0.01,17.759,0.004,0.551,0.0108,2691.128,3790.553,63,63
3791,17.804,0.01,17.268,0.011,0.536,0.0149,2689.53,3962.306,54,54
3792,19.018,0.01,18.406,0.012,0.612,0.0156,2716.317,3147.847,71,71
3793,18.278,0.009,17.726,0.007,0.552,0.0114,2716.456,3182.815,61,61
3794,18.57,0.009,17.993,0.012,0.577,0.015,2717.581,3222.433,61,61
3795,19.026,0.005,18.418,0.009,0.608,0.0103,2732.248,3289.909,71,71
3796,19.073,0.006,18.472,0.012,0.601,0.0134,2730.378,3330.483,71,71
3797,18.187,0.006,17.641,0.009,0.546,0.0108,2715.052,3458.467,62,62
3798,19.054,0.009,18.462,0.016,0.592,0.0184,2731.976,3569.871,72,72
3799,19.272,0.011,18.64,0.009,0.632,0.0142,2713.779,3751.656,73,73
3800,18.286,0.002,17.731,0.006,0.555,0.0063,2737.116,3873.582,64,64
3801,18.885,0.005,18.296,0.006,0.589,0.0078,2722.278,3952.525,74,74
3802,19.015,0.003,18.343,0.009,0.672,0.0095,2721.455,3969.55,74,74
3803,18.976,0.006,18.377,0.007,0.599,0.0092,2759.68,3023.15,71,71
3804,16.555,0.0061,15.821,0.0066,0.734,0.009,2760.152,3148.005,21,21
3805,18.84,0.002,18.25,0.011,0.59,0.0112,2748.575,3232.096,71,71
3806,18.333,0.009,17.736,0.009,0.597,0.0127,2754.55,3334.219,61,61
3807,18.233,0.002,17.663,0.013,0.57,0.0132,2740.241,3370.645,61,61
3808,19.047,0.005,18.44,0.004,0.607,0.0064,2752.462,3491.4,72,72
3809,18.178,0.007,17.634,0.009,0.544,0.0114,2742.073,3525.542,62,62
3810,18.815,0.016,18.222,0.022,0.593,0.0272,2739.373,3574.947,72,72
3811,18.375,0.005,17.833,0.009,0.542,0.0103,2743.045,3568.871,62,62
3812,19.093,0.006,18.49,0.011,0.603,0.0125,2752.897,3598.737,72,72
3813,19.14,0.002,18.509,0.012,0.631,0.0122,2740.776,3741.616,73,73
3814,19.175,0.015,18.564,0.007,0.611,0.0166,2747.656,3761.686,73,73
3815,18.77,0.011,18.186,0.006,0.584,0.0125,2758.452,3790.613,73,73
3816,17.558,0.006,17.01,0.002,0.548,0.0063,2761.552,3899.333,54,54
3817,19.046,0.001,18.446,0.012,0.6,0.012,2757.39,3958.731,74,74
3818,18.082,0.008,17.539,0.007,0.543,0.0106,2785.885,3099.955,51,61
3819,17.895,0.005,17.355,0.005,0.54,0.0071,2787.162,3164.219,51,51
3820,18.133,0.007,17.587,0.005,0.546,0.0086,2765.636,3199.194,61,61
3821,18.799,0.013,18.217,0.005,0.582,0.0139,2783.973,3202.802,71,71
3822,18.43,0.008,17.874,0.004,0.556,0.0089,2781.003,3256.569,61,61
3823,19.19,0.012,18.578,0.007,0.612,0.0139,2767.431,3291.324,71,71
3824,19.083,0.011,18.485,0.013,0.598,0.017,2782.476,3312.408,71,71
3825,18.268,0.009,17.719,0.004,0.549,0.0098,2783.395,3302.693,61,61
3826,17.747,0.013,17.208,0.018,0.539,0.0222,2777.639,3481.685,52,52
3827,17.227,0.006,16.629,0.009,0.598,0.0108,2782.681,3478.684,42,42
3828,19.102,0.01,18.487,0.015,0.615,0.018,2782.245,3631.442,73,73
3829,17.479,0.009,16.918,0.005,0.561,0.0103,2785.973,3666.731,43,43
3830,18.98,0.008,18.377,0.01,0.603,0.0128,2785.505,3739.607,73,73
3831,19.019,0.002,18.41,0.008,0.609,0.0082,2780.484,3763.021,73,73
3832,18.351,0.004,17.791,0.007,0.56,0.0081,2787.888,3768.974,63,63
3833,18.121,0.004,17.57,0.006,0.551,0.0072,2783.234,3834.626,54,64
3834,18.868,0.007,18.281,0.008,0.587,0.0106,2786.855,3904.105,74,74
3835,18.947,0.003,18.358,0.009,0.589,0.0095,2769.493,3944.113,74,74
3836,18.682,0.013,18.108,0.006,0.574,0.0143,2810.918,3032.68,61,71
3837,18.865,0.007,18.278,0.007,0.587,0.0099,2800.804,3090.996,71,71
3838,18.991,0.01,18.387,0.009,0.604,0.0135,2809.65,3095.865,71,71
3839,17.658,0.01,17.095,0.012,0.563,0.0156,2790.148,3178.611,51,51
3840,17.632,0.009,17.068,0.009,0.564,0.0127,2808.058,3187.628,51,51
3841,18.449,0.01,17.887,0.006,0.562,0.0117,2807.525,3218.175,61,61
3842,18.507,0.006,17.946,0.013,0.561,0.0143,2812.566,3304.124,61,61
3843,17.393,0.004,16.831,0.005,0.562,0.0064,2794.203,3462.15,42,42
3844,17.096,0.004,16.459,0.006,0.637,0.0072,2804.406,3597.982,42,42
3845,18.516,0.008,17.953,0.011,0.563,0.0136,2789.222,3661.669,63,63
3846,18.808,0.004,18.218,0.01,0.59,0.0108,2793.017,3710.934,73,73
3847,18.113,0.005,17.566,0.013,0.547,0.0139,2803.153,3769.341,53,63
3848,18.721,0.003,18.148,0.007,0.573,0.0076,2808.758,3774.641,73,73
3849,19.067,0.006,18.461,0.008,0.606,0.01,2808.787,3818.808,73,73
3850,17.655,0.005,17.109,0.01,0.546,0.0112,2794.565,3911.025,54,54
3851,17.008,0.006,16.36,0.01,0.648,0.0117,2806.124,3975.382,44,44
3852,18.168,0.002,17.616,0.005,0.552,0.0054,2804.196,3983.653,64,64
3853,17.85,0.007,17.311,0.007,0.539,0.0099,2828.375,3100.084,51,51
3854,18.62,0.017,18.055,0.009,0.565,0.0192,2832.97,3096.64,61,61
3855,17.068,0.003,16.417,0.008,0.651,0.0085,2825.227,3207.646,41,41
3856,19.24,0.007,18.617,0.011,0.623,0.013,2825.464,3303.223,71,71
3857,18.93,0.006,18.336,0.013,0.594,0.0143,2836.166,3425.385,72,72
3858,19.0,0.005,18.401,0.004,0.599,0.0064,2830.371,3485.287,72,72
3859,18.661,0.005,18.08,0.008,0.581,0.0094,2834.753,3533.77,62,62
3860,18.537,0.005,17.971,0.012,0.566,0.013,2825.646,3588.753,62,62
3861,18.602,0.01,18.041,0.006,0.561,0.0117,2823.282,3758.479,63,63
3862,16.486,0.0059,15.779,0.0064,0.707,0.0087,2835.306,3836.525,23,23
3863,18.64,0.008,18.065,0.013,0.575,0.0153,2834.792,3845.228,64,64
3864,17.139,0.005,16.518,0.008,0.621,0.0094,2837.512,3894.841,44,44
3865,17.865,0.008,17.323,0.006,0.542,0.01,2817.906,3983.789,54,54
3866,18.194,0.009,17.644,0.012,0.55,0.015,2849.729,3030.071,61,61
3867,16.538,0.006,15.827,0.0066,0.711,0.0089,2844.066,3111.92,21,21
3868,17.988,0.008,17.452,0.006,0.536,0.01,2856.076,3116.188,51,51
3869,18.488,0.007,17.867,0.015,0.621,0.0166,2859.583,3391.593,61,61
3870,17.674,0.006,17.125,0.01,0.549,0.0117,2856.571,3436.011,52,52
3871,17.62,0.005,17.074,0.007,0.546,0.0086,2838.293,3452.535,52,52
3872,19.161,0.008,18.551,0.009,0.61,0.012,2854.351,3489.852,72,72
3873,19.225,0.008,18.607,0.011,0.618,0.0136,2851.135,3593.905,72,72
3874,19.256,0.008,18.633,0.014,0.623,0.0161,2848.183,3754.27,73,73
3875,18.481,0.003,17.917,0.008,0.564,0.0085,2841.998,3821.105,63,63
3876,19.096,0.006,18.484,0.006,0.612,0.0085,2862.193,3863.068,74,74
3877,17.281,0.008,16.7,0.009,0.581,0.012,2885.712,3037.829,41,41
3878,18.811,0.011,18.228,0.01,0.583,0.0149,2865.041,3040.942,71,71
3879,17.537,0.011,16.984,0.0,0.553,0.011,2870.168,3154.481,41,51
3880,18.794,0.008,18.215,0.01,0.579,0.0128,2880.159,3169.712,71,71
3881,18.395,0.001,17.8,0.011,0.595,0.011,2874.93,3239.435,61,61
3882,19.161,0.006,18.535,0.018,0.626,0.019,2871.244,3288.602,71,71
3883,18.331,0.008,17.778,0.011,0.553,0.0136,2885.216,3394.877,61,61
3884,18.4,0.01,17.84,0.016,0.56,0.0189,2885.109,3446.305,62,62
3885,18.928,0.008,18.323,0.005,0.605,0.0094,2885.41,3533.314,72,72
3886,19.18,0.008,18.569,0.008,0.611,0.0113,2884.961,3573.633,72,72
3887,17.439,0.006,16.878,0.014,0.561,0.0152,2876.716,3665.735,43,43
3888,17.151,0.006,16.532,0.008,0.619,0.01,2880.832,3673.227,43,43
3889,19.008,0.006,18.416,0.006,0.592,0.0085,2886.725,3766.73,73,73
3890,18.944,0.01,18.35,0.009,0.594,0.0135,2869.441,3847.604,73,73
3891,19.107,0.006,18.493,0.011,0.614,0.0125,2901.904,3044.974,71,71
3892,19.261,0.011,18.631,0.005,0.63,0.0121,2912.108,3083.756,71,71
3893,18.82,0.018,18.233,0.014,0.587,0.0228,2901.577,3323.916,71,71
3894,17.901,0.016,17.363,0.009,0.538,0.0184,2904.487,3324.541,51,51
3895,19.261,0.028,18.647,0.024,0.614,0.0369,2909.967,3333.846,71,71
3896,17.859,0.019,17.326,0.005,0.533,0.0196,2906.978,3463.25,52,52
3897,17.753,0.01,17.216,0.01,0.537,0.0141,2893.925,3534.282,52,52
3898,19.226,0.007,18.604,0.005,0.622,0.0086,2912.185,3725.742,73,73
3899,18.602,0.006,18.035,0.011,0.567,0.0125,2894.437,3767.224,63,63
3900,19.193,0.012,18.59,0.009,0.603,0.015,2898.83,3790.742,73,73
