,v,v_err,i,i_err,vi,vi_err,x,y
8573,18.1,0.005,17.556,0.003,0.5452035121837712,0.0058,3046.145,3747.068
8574,19.217,0.004,18.599,0.002,0.6196475267464479,0.0045,3055.996,3758.88
8576,19.132,0.006,18.525,0.008,0.608399193348758,0.01,3044.941,3811.337
8580,17.862,0.005,17.327,0.001,0.5340492047230125,0.0051,3071.298,3079.434
8581,18.609,0.002,18.029,0.012,0.580739795848894,0.0122,3082.201,3153.677
8582,18.812,0.015,18.233,0.018,0.579739795848894,0.0234,3082.682,3148.465
8584,18.534,0.002,17.97,0.008,0.5620265995624553,0.0082,3064.48,3274.579
8586,18.846,0.011,18.257,0.008,0.5845698441562528,0.0136,3077.699,3394.791
8590,18.415,0.011,17.851,0.003,0.558692157279121,0.0114,3068.125,3476.184
8591,17.115,0.011,16.471,0.01,0.6378606536610767,0.0149,3085.598,3473.388
8592,19.216,0.005,18.593,0.008,0.6214772547086524,0.0094,3068.695,3671.6
8594,18.559,0.002,17.988,0.006,0.5694772547086524,0.0063,3069.72,3709.242
8596,18.778,0.008,18.202,0.012,0.5772353695524357,0.0144,3083.641,3726.247
8599,19.106,0.011,18.511,0.008,0.6001625412188878,0.0136,3075.052,3952.018
8601,18.976,0.015,18.35,0.011,0.6275733884419543,0.0186,3105.238,3005.895
8603,17.867,0.003,17.327,0.011,0.5392014944036287,0.0114,3089.576,3090.661
8605,18.83,0.007,18.238,0.012,0.5929199034712818,0.0139,3098.668,3123.129
8606,19.198,0.008,18.582,0.011,0.616739795848894,0.0136,3098.322,3125.51
8611,17.857,0.007,17.323,0.011,0.5348767603428883,0.013,3104.673,3208.003
8612,19.104,0.01,18.509,0.014,0.5939462188094242,0.0172,3105.559,3229.062
8613,19.03,0.004,18.424,0.006,0.6067339824994504,0.0072,3109.726,3213.285
8614,18.699,0.005,18.113,0.001,0.5856095312994454,0.0051,3112.776,3236.461
8617,18.67,0.001,18.09,0.019,0.579643683025606,0.019,3090.432,3267.403
8618,17.611,0.004,17.073,0.005,0.5385817209472827,0.0064,3096.674,3280.466
8621,18.192,0.004,17.64,0.006,0.5516436830256062,0.0072,3102.192,3318.482
8622,17.788,0.002,17.249,0.003,0.5367558328520479,0.0036,3102.782,3332.018
8623,18.346,0.016,17.798,0.002,0.5457558328520478,0.0161,3107.22,3331.22
8624,18.0,0.004,17.527,0.002,0.4721170855831368,0.0045,3110.934,3349.46
8626,17.592,0.006,17.045,0.007,0.5445386424244373,0.0092,3105.379,3551.629
8627,18.246,0.007,17.645,0.009,0.599984859544386,0.0114,3099.493,3616.669
8629,17.793,0.002,17.25,0.007,0.5455934494840224,0.0073,3112.754,3758.697
8631,19.164,0.008,18.563,0.012,0.6026475267464478,0.0144,3090.712,3793.097
8632,16.657,0.0063,15.983,0.007,0.6773539514990816,0.0095,3088.7,3889.023
8633,17.762,0.009,17.23,0.01,0.5387570790134868,0.0135,3102.069,3953.967
8634,19.008,0.005,18.413,0.008,0.5962673552556501,0.0094,3122.407,3053.091
8637,18.752,0.002,18.177,0.003,0.5766107843541892,0.0036,3122.016,3142.537
8639,17.721,0.009,17.188,0.006,0.5326095312994454,0.0108,3128.895,3240.929
8640,18.713,0.002,18.14,0.006,0.5735817209472827,0.0063,3114.956,3295.697
8642,18.319,0.007,17.776,0.007,0.5411047281752588,0.0099,3120.915,3339.108
8644,17.06,0.008,16.417,0.001,0.6398022682610254,0.0081,3134.822,3444.448
