Names,M/Ms,+dM/Ms,-dM/Ms,L/Ls,+dL/Ls,-dL/Ls,R/Rs,+dR/Rs,-dR/Rs
V54p,0.726,0.015,0.015,1.381,0.067,0.067,1.006,0.009,0.009
