v,v_err,i,i_err,vi,vi_err,x,y
22.647,0.016,22.0,0.026,0.647,0.0305,3566.262,742.654
21.665,0.0069,21.15,0.008,0.515,0.0106,3590.311,545.425
21.928,0.0265,21.422,0.0091,0.506,0.028,3596.83,597.458
21.832,0.097,21.331,0.027,0.501,0.1007,3589.541,664.367
22.151,0.002,21.554,0.02,0.597,0.0201,3589.968,845.582
19.538,0.008,19.094,0.012,0.444,0.0144,3595.353,859.546
22.635,0.0108,21.967,0.0117,0.668,0.0159,3613.998,574.514
22.035,0.013,21.461,0.016,0.574,0.0206,3613.361,926.131
21.493,0.016,20.98,0.006,0.513,0.0171,3615.732,949.741
22.128,0.006,21.558,0.017,0.57,0.018,3661.898,671.818
20.231,0.01,19.819,0.01,0.412,0.0141,3649.713,983.704
20.25,0.0036,19.818,0.0043,0.432,0.0056,3687.912,512.251
21.102,0.013,20.649,0.041,0.453,0.043,3706.442,682.068
18.646,0.01,18.041,0.013,0.605,0.0164,3710.425,743.357
22.62,0.0107,21.936,0.0115,0.684,0.0157,3715.06,499.841
21.052,0.028,20.571,0.007,0.481,0.0289,3720.667,590.947
22.931,0.009,22.249,0.0133,0.682,0.0161,3723.322,645.522
20.928,0.015,20.464,0.013,0.464,0.0198,3727.422,701.086
20.599,0.04,20.186,0.008,0.413,0.0408,3725.366,760.712
22.407,0.021,21.8,0.03,0.607,0.0366,3727.364,987.455
22.294,0.0092,21.729,0.0105,0.565,0.0139,3762.361,470.252
21.032,0.016,20.565,0.014,0.467,0.0213,3756.627,756.146
20.45,0.01,20.019,0.019,0.431,0.0215,3743.155,821.679
20.278,0.01,19.86,0.016,0.418,0.0189,3770.452,760.787
20.854,0.011,20.388,0.011,0.466,0.0156,3792.518,650.503
22.264,0.037,21.647,0.009,0.617,0.0381,3793.256,661.033
21.77,0.009,21.249,0.016,0.521,0.0184,3809.51,825.464
22.087,0.0083,21.522,0.0095,0.565,0.0126,3814.879,506.106
20.559,0.011,20.109,0.028,0.45,0.0301,3813.951,656.599
20.451,0.011,20.023,0.011,0.428,0.0156,3865.698,845.174
22.447,0.0098,21.925,0.0114,0.522,0.0151,3894.628,522.202
22.932,0.028,22.225,0.033,0.707,0.0433,3895.24,690.297
22.916,0.014,22.194,0.018,0.722,0.0228,3892.93,852.262
21.966,0.017,21.4,0.031,0.566,0.0354,3904.707,889.773
21.278,0.0057,20.782,0.01,0.496,0.0115,3940.936,681.261
20.985,0.018,20.518,0.001,0.467,0.018,3983.291,638.413
17.692,0.0037,17.056,0.0041,0.636,0.0055,3978.129,675.73
21.734,0.015,21.192,0.014,0.542,0.0205,3986.408,882.612
22.739,0.01,22.08,0.033,0.659,0.0345,3974.887,926.607
21.213,0.028,20.731,0.023,0.482,0.0362,3981.607,943.021
21.788,0.01,21.27,0.015,0.518,0.018,3989.29,686.766
21.866,0.005,21.309,0.007,0.557,0.0086,3999.321,804.878
21.574,0.01,21.057,0.011,0.517,0.0149,4029.815,762.299
21.51,0.01,20.997,0.019,0.513,0.0215,4015.117,852.162
21.651,0.014,21.119,0.008,0.532,0.0161,4021.431,931.012
22.248,0.016,21.658,0.014,0.59,0.0213,4029.501,943.788
21.691,0.0069,21.17,0.008,0.521,0.0106,4052.177,418.296
19.475,0.013,19.013,0.013,0.462,0.0184,4075.032,622.755
22.367,0.032,21.741,0.08,0.626,0.0862,4084.628,799.066
22.649,0.06,22.01,0.052,0.639,0.0794,4084.563,797.204
20.212,0.009,19.795,0.01,0.417,0.0135,4066.7,878.128
19.726,0.013,19.301,0.007,0.425,0.0148,4076.225,931.683
21.824,0.014,21.279,0.015,0.545,0.0205,4095.002,941.629
22.345,0.0313,21.683,0.0345,0.662,0.0466,4186.954,327.365
21.009,0.019,20.544,0.025,0.465,0.0314,4197.667,448.778
22.07,0.009,21.5,0.007,0.57,0.0114,4211.712,591.741
21.3,0.025,20.799,0.01,0.501,0.0269,4220.731,584.762
21.446,0.011,20.942,0.012,0.504,0.0163,4229.416,725.791
20.904,0.004,20.433,0.036,0.471,0.0362,4259.398,462.793
20.642,0.01,20.209,0.025,0.433,0.0269,4244.354,568.649
22.752,0.02,22.086,0.019,0.666,0.0276,4254.073,723.531
22.018,0.009,21.444,0.019,0.574,0.021,4251.34,849.883
22.115,0.016,21.539,0.007,0.576,0.0175,4252.723,863.078
22.385,0.018,21.762,0.013,0.623,0.0222,4277.673,570.071
22.329,0.008,21.731,0.008,0.598,0.0113,4265.751,760.116
20.707,0.01,20.25,0.007,0.457,0.0122,4275.483,940.157
22.709,0.011,22.032,0.0119,0.677,0.0162,4304.932,382.257
22.162,0.014,21.572,0.023,0.59,0.0269,4301.162,683.688
21.504,0.019,20.989,0.013,0.515,0.023,4326.387,552.752
21.808,0.001,21.263,0.009,0.545,0.0091,4352.769,462.266
21.027,0.014,20.573,0.012,0.454,0.0184,4360.353,962.709
21.789,0.021,21.277,0.016,0.512,0.0264,4363.091,710.565
22.824,0.017,22.139,0.022,0.685,0.0278,4379.455,698.781
19.953,0.0031,19.514,0.0037,0.439,0.0048,4409.541,434.014
21.492,0.024,20.988,0.012,0.504,0.0268,4405.581,757.541
20.419,0.0038,19.963,0.0046,0.456,0.006,4421.277,493.312
21.837,0.016,21.18,0.019,0.657,0.0248,4437.026,841.589
21.835,0.011,21.299,0.012,0.536,0.0163,4437.804,868.166
20.78,0.023,20.342,0.018,0.438,0.0292,4454.239,578.953
16.161,0.054,15.409,0.045,0.752,0.0703,4449.652,763.735
22.482,0.019,21.85,0.019,0.632,0.0269,4473.885,938.592
22.402,0.0095,21.683,0.0101,0.719,0.0139,4498.211,543.697
22.836,0.007,22.148,0.035,0.688,0.0357,4495.579,692.537
20.273,0.02,19.877,0.019,0.396,0.0276,4523.434,600.889
22.875,0.014,22.2,0.055,0.675,0.0568,4514.309,881.568
20.231,0.0035,19.837,0.0043,0.394,0.0056,4544.419,460.749
21.84,0.002,21.3,0.013,0.54,0.0132,4556.456,696.414
22.26,0.002,21.657,0.006,0.603,0.0063,4551.21,816.523
21.575,0.009,21.053,0.074,0.522,0.0745,4574.229,667.705
20.798,0.0045,20.339,0.012,0.459,0.0128,4573.967,841.49
21.002,0.041,20.5,0.004,0.502,0.0412,4573.185,891.715
21.509,0.044,20.985,0.011,0.524,0.0454,4570.365,926.023
20.61,0.007,20.187,0.026,0.423,0.0269,4606.675,690.71
21.955,0.018,21.411,0.022,0.544,0.0284,4601.2,909.964
21.452,0.012,20.952,0.0072,0.5,0.014,4597.351,915.97
21.866,0.0074,21.289,0.0084,0.577,0.0112,4647.123,671.832
21.396,0.013,20.917,0.02,0.479,0.0239,4654.999,819.427
18.536,0.0016,17.941,0.0018,0.595,0.0024,4668.171,796.121
22.865,0.0118,22.157,0.0126,0.708,0.0172,4681.183,844.89
20.058,0.0032,19.723,0.0041,0.335,0.0052,4690.547,678.627
20.835,0.0046,20.418,0.0056,0.417,0.0073,4704.674,942.089
20.362,0.0037,19.943,0.0045,0.419,0.0058,4746.462,873.818
22.541,0.0101,21.938,0.0113,0.603,0.0152,4743.979,970.729
22.77,0.0118,22.07,0.0127,0.7,0.0173,409.373,1751.878
22.761,0.0118,22.098,0.0129,0.663,0.0174,424.375,1702.305
20.959,0.0051,20.482,0.0061,0.477,0.008,462.089,1735.751
21.315,0.006,20.787,0.007,0.528,0.0093,460.065,1749.878
21.996,0.0083,21.421,0.0094,0.575,0.0125,461.895,1846.071
21.943,0.0081,21.283,0.0088,0.66,0.0119,462.721,1944.512
20.7,0.0046,20.249,0.0055,0.451,0.0071,495.243,1550.143
19.256,0.0023,18.726,0.0027,0.53,0.0036,497.975,1565.519
21.794,0.063,21.288,0.018,0.506,0.0655,500.61,1675.995
21.959,0.0081,21.304,0.015,0.655,0.0171,511.677,1824.666
21.795,0.019,21.202,0.071,0.593,0.0735,583.109,1889.86
22.467,0.0103,21.901,0.0117,0.566,0.0156,633.786,1571.549
21.223,0.006,20.72,0.0068,0.503,0.0091,615.404,1877.617
21.548,0.0067,21.046,0.0269,0.502,0.0277,616.934,1978.489
20.841,0.014,20.376,0.015,0.465,0.0205,620.57,1963.739
22.04,0.01,21.446,0.003,0.594,0.0104,644.029,1690.427
17.257,0.0031,16.592,0.0034,0.665,0.0047,639.994,1806.726
20.386,0.0,19.944,0.011,0.442,0.011,685.186,1683.988
21.064,0.005,20.59,0.008,0.474,0.0094,674.31,1923.372
20.641,0.009,20.199,0.003,0.442,0.0095,704.869,1752.269
22.351,0.004,21.752,0.011,0.599,0.0117,689.969,1778.884
20.501,0.007,20.063,0.006,0.438,0.0092,691.236,1798.809
22.867,0.0124,22.126,0.013,0.741,0.018,720.395,1538.813
20.729,0.006,20.14,0.267,0.589,0.2671,730.614,1588.665
19.192,0.001,18.641,0.006,0.551,0.0061,737.153,1705.645
22.297,0.015,21.646,0.056,0.651,0.058,732.477,1872.622
22.65,0.048,22.041,0.026,0.609,0.0546,741.074,1658.006
21.967,0.007,21.407,0.009,0.56,0.0114,757.03,1745.749
20.624,0.008,20.162,0.009,0.462,0.012,757.189,1928.847
22.531,0.009,21.827,0.053,0.704,0.0538,786.463,1602.451
22.935,0.01,22.209,0.029,0.726,0.0307,812.543,1967.4
22.28,0.175,21.752,0.014,0.528,0.1756,814.406,1658.627
22.752,0.01,22.023,0.018,0.729,0.0206,854.634,1732.457
19.422,0.003,18.951,0.002,0.471,0.0036,838.569,1802.827
21.279,0.007,20.791,0.006,0.488,0.0092,884.341,1761.183
20.167,0.005,19.734,0.015,0.433,0.0158,885.377,1959.551
22.375,0.048,21.771,0.009,0.604,0.0488,901.44,1721.559
22.792,0.008,22.103,0.014,0.689,0.0161,901.257,1735.133
21.75,0.01,21.201,0.005,0.549,0.0112,908.248,1722.831
21.75,0.0074,21.238,0.0086,0.512,0.0114,931.866,1594.194
22.715,0.003,22.049,0.015,0.666,0.0153,932.91,1589.91
22.874,0.045,22.144,0.056,0.73,0.0718,945.488,1578.879
21.797,0.018,21.248,0.009,0.549,0.0201,942.234,1966.351
19.727,0.0029,19.28,0.0035,0.447,0.0045,985.446,1413.495
22.475,0.057,21.845,0.011,0.63,0.0581,969.333,1498.361
20.533,0.002,20.09,0.007,0.443,0.0073,986.971,1762.197
20.049,0.003,19.626,0.002,0.423,0.0036,1006.783,1538.02
22.111,0.01,21.512,0.009,0.599,0.0135,992.704,1613.808
22.141,0.019,21.545,0.014,0.596,0.0236,999.24,1977.177
19.612,0.006,19.163,0.011,0.449,0.0125,1027.961,1672.47
20.412,0.012,19.977,0.008,0.435,0.0144,1030.759,1671.229
22.845,0.024,22.153,0.023,0.692,0.0332,1013.819,1881.196
22.832,0.024,22.143,0.032,0.689,0.04,1018.302,1875.257
21.892,0.013,21.345,0.024,0.547,0.0273,1015.165,1939.787
22.299,0.007,21.689,0.013,0.61,0.0148,1054.642,1635.56
22.617,0.014,21.946,0.014,0.671,0.0198,1060.47,1740.399
21.581,0.009,21.051,0.01,0.53,0.0135,1048.032,1949.108
21.183,0.0057,20.698,0.0067,0.485,0.0088,1082.018,1393.627
20.826,0.011,20.363,0.004,0.463,0.0117,1078.435,1539.797
21.67,0.004,21.038,0.005,0.632,0.0064,1096.07,1609.929
22.624,0.014,21.96,0.011,0.664,0.0178,1103.891,1694.736
21.985,0.008,21.407,0.005,0.578,0.0094,1096.876,1790.307
20.854,0.008,20.394,0.013,0.46,0.0153,1097.987,1876.743
22.383,0.0338,21.754,0.0381,0.629,0.051,1135.787,1364.584
21.293,0.006,20.795,0.007,0.498,0.0092,1157.312,1374.651
22.676,0.003,21.995,0.005,0.681,0.0058,1153.891,1547.192
22.067,0.01,21.481,0.007,0.586,0.0122,1146.682,1670.975
20.897,0.015,20.445,0.002,0.452,0.0151,1164.723,1427.772
20.276,0.004,19.839,0.003,0.437,0.005,1183.994,1631.857
22.155,0.021,21.553,0.021,0.602,0.0297,1166.206,1705.781
18.196,0.0048,17.536,0.0053,0.66,0.0072,1180.127,1736.138
21.502,0.015,20.981,0.012,0.521,0.0192,1240.722,1470.683
22.003,0.006,21.399,0.041,0.604,0.0414,1253.824,1754.144
22.669,0.017,22.009,0.011,0.66,0.0202,1245.146,1769.306
22.164,0.009,21.539,0.038,0.625,0.0391,1287.158,1453.704
22.283,0.014,21.68,0.024,0.603,0.0278,1278.357,1701.402
19.883,0.004,19.454,0.007,0.429,0.0081,1269.527,1715.842
21.606,0.012,21.075,0.007,0.531,0.0139,1296.26,1378.102
20.419,0.015,19.974,0.004,0.445,0.0155,1315.038,1374.204
22.791,0.02,22.085,0.009,0.706,0.0219,1336.731,1439.988
20.356,0.001,19.918,0.006,0.438,0.0061,1323.925,1589.857
18.909,0.006,18.315,0.003,0.594,0.0067,1334.614,1702.333
22.716,0.007,22.033,0.024,0.683,0.025,1330.338,1803.913
22.736,0.019,22.097,0.022,0.639,0.0291,1343.739,1681.879
19.742,0.004,19.31,0.006,0.432,0.0072,1349.168,1755.498
22.18,0.005,21.583,0.008,0.597,0.0094,1353.781,1931.922
20.3,0.002,19.867,0.013,0.433,0.0132,1364.985,1419.161
20.53,0.004,20.076,0.002,0.454,0.0045,1363.026,1530.76
21.595,0.019,21.089,0.006,0.506,0.0199,1383.163,1861.437
22.635,0.024,21.949,0.029,0.686,0.0376,1367.221,1881.224
21.522,0.0066,21.028,0.0078,0.494,0.0102,1394.328,1267.029
20.5,0.004,20.063,0.01,0.437,0.0108,1399.784,1788.652
22.658,0.008,21.988,0.013,0.67,0.0153,1400.041,1890.82
21.591,0.015,21.06,0.018,0.531,0.0234,1447.987,1556.084
22.675,0.015,22.003,0.015,0.672,0.0212,1455.232,1562.949
21.375,0.006,20.872,0.001,0.503,0.0061,1468.001,1604.627
22.026,0.01,21.452,0.012,0.574,0.0156,1464.317,1828.575
21.429,0.009,20.91,0.005,0.519,0.0103,1495.052,1721.584
22.286,0.009,21.667,0.009,0.619,0.0127,1525.317,1454.975
19.029,0.004,18.451,0.011,0.578,0.0117,1523.232,1537.757
20.906,0.009,20.441,0.004,0.465,0.0098,1536.399,1579.443
22.59,0.021,21.844,0.021,0.746,0.0297,1535.169,1919.057
22.204,0.005,21.595,0.014,0.609,0.0149,1560.407,1699.588
21.159,0.005,20.683,0.011,0.476,0.0121,1561.521,1868.967
19.564,0.004,19.119,0.009,0.445,0.0098,1573.294,1286.677
19.259,0.004,18.727,0.003,0.532,0.005,1566.45,1427.422
20.891,0.014,20.424,0.013,0.467,0.0191,1570.494,1611.06
22.42,0.013,21.802,0.029,0.618,0.0318,1563.619,1659.282
20.449,0.006,20.012,0.005,0.437,0.0078,1583.426,1735.301
21.76,0.012,21.217,0.011,0.543,0.0163,1584.094,1744.619
20.14,0.006,19.723,0.004,0.417,0.0072,1605.786,1483.737
20.351,0.006,19.924,0.007,0.427,0.0092,1592.686,1693.338
22.921,0.034,22.229,0.017,0.692,0.038,1599.228,1731.683
20.569,0.01,20.121,0.008,0.448,0.0128,1601.857,1806.519
20.961,0.013,20.488,0.006,0.473,0.0143,1611.971,1858.635
20.699,0.012,20.244,0.013,0.455,0.0177,1589.221,1956.637
22.648,0.0111,21.902,0.0117,0.746,0.0162,1620.202,1223.953
22.634,0.032,21.91,0.004,0.724,0.0322,1624.006,1382.023
22.909,0.021,22.197,0.027,0.712,0.0342,1619.319,1821.82
20.668,0.012,20.215,0.013,0.453,0.0177,1615.958,1863.764
21.192,0.008,20.709,0.003,0.483,0.0085,1627.282,1867.344
19.875,0.0031,19.439,0.0037,0.436,0.0049,1638.129,1180.502
21.864,0.006,21.321,0.022,0.543,0.0228,1648.713,1441.122
22.171,0.018,21.523,0.026,0.648,0.0316,1656.908,1760.76
20.929,0.009,20.462,0.008,0.467,0.012,1660.518,1834.109
20.747,0.012,20.301,0.012,0.446,0.017,1649.444,1940.786
22.477,0.012,21.812,0.016,0.665,0.02,1639.16,1976.251
22.857,0.0123,22.14,0.0131,0.717,0.018,1678.201,1185.083
21.478,0.008,20.978,0.004,0.5,0.0089,1677.993,1613.653
22.822,0.024,22.127,0.012,0.695,0.0268,1670.309,1730.636
21.821,0.0076,21.254,0.0087,0.567,0.0115,1705.446,1170.639
20.27,0.01,19.839,0.002,0.431,0.0102,1703.167,1327.099
19.72,0.008,19.283,0.009,0.437,0.012,1696.395,1353.8
22.577,0.014,21.932,0.003,0.645,0.0143,1703.547,1610.071
19.379,0.007,18.887,0.006,0.492,0.0092,1697.51,1675.862
22.08,0.003,21.487,0.008,0.593,0.0085,1710.52,1703.635
22.638,0.004,21.952,0.038,0.686,0.0382,1700.39,1786.509
22.223,0.017,21.611,0.012,0.612,0.0208,1712.977,1969.542
21.729,0.016,21.211,0.009,0.518,0.0184,1714.603,1330.768
20.581,0.003,20.143,0.005,0.438,0.0058,1730.347,1731.078
20.022,0.005,19.597,0.003,0.425,0.0058,1737.192,1867.866
20.806,0.01,20.346,0.003,0.46,0.0104,1716.783,1923.525
21.434,0.011,20.923,0.011,0.511,0.0156,1744.708,1770.167
20.744,0.005,20.287,0.003,0.457,0.0058,1748.873,1825.571
21.818,0.012,21.259,0.01,0.559,0.0156,1749.232,1986.902
22.792,0.31,22.232,0.005,0.56,0.31,1766.616,1295.56
21.661,0.009,21.139,0.004,0.522,0.0098,1778.043,1795.995
22.155,0.004,21.577,0.008,0.578,0.0089,1784.743,1808.525
22.071,0.0085,21.463,0.0096,0.608,0.0128,1802.737,1167.927
22.457,0.014,21.839,0.014,0.618,0.0198,1808.981,1381.365
20.545,0.009,20.099,0.003,0.446,0.0095,1799.967,1516.359
22.543,0.009,21.879,0.016,0.664,0.0184,1794.833,1565.743
18.748,0.002,18.22,0.004,0.528,0.0045,1795.998,1748.841
20.451,0.009,20.015,0.008,0.436,0.012,1800.563,1805.732
22.235,0.0092,21.615,0.0103,0.62,0.0138,1818.694,1107.593
21.265,0.01,20.766,0.013,0.499,0.0164,1828.677,1319.752
19.742,0.007,19.31,0.004,0.432,0.0081,1833.119,1354.44
22.057,0.009,21.468,0.013,0.589,0.0158,1819.757,1792.822
22.125,0.012,21.542,0.011,0.583,0.0163,1819.347,1916.961
21.071,0.0054,20.592,0.014,0.479,0.015,1843.941,1191.775
21.728,0.018,21.186,0.004,0.542,0.0184,1861.459,1717.462
20.476,0.012,20.039,0.005,0.437,0.013,1858.06,1747.079
19.644,0.003,19.2,0.004,0.444,0.005,1856.098,1806.001
21.901,0.006,21.332,0.006,0.569,0.0085,1838.605,1842.986
22.916,0.0126,22.193,0.0134,0.723,0.0184,1872.244,1130.217
22.479,0.021,21.842,0.016,0.637,0.0264,1871.557,1350.809
21.646,0.023,21.124,0.02,0.522,0.0305,1863.398,1408.61
21.599,0.008,21.023,0.008,0.576,0.0113,1866.338,1647.781
21.781,0.006,21.236,0.02,0.545,0.0209,1864.863,1744.282
22.315,0.023,21.638,0.017,0.677,0.0286,1881.849,1882.015
16.869,0.0026,16.194,0.0029,0.675,0.0039,1889.92,1156.773
20.948,0.015,20.451,0.006,0.497,0.0161,1907.535,1208.264
22.809,0.007,22.106,0.005,0.703,0.0086,1888.711,1447.933
21.071,0.009,20.598,0.009,0.473,0.0127,1907.804,1590.765
21.213,0.009,20.725,0.012,0.488,0.015,1903.337,1766.54
21.151,0.019,20.674,0.007,0.477,0.0202,1914.411,1427.771
21.978,0.006,21.418,0.021,0.56,0.0218,1918.832,1724.989
20.514,0.012,20.079,0.007,0.435,0.0139,1923.532,1732.813
22.638,0.01,21.965,0.012,0.673,0.0156,1934.041,1935.218
20.816,0.007,20.354,0.01,0.462,0.0122,1915.285,1942.046
22.725,0.009,22.029,0.065,0.696,0.0656,1936.562,1955.453
22.765,0.025,22.078,0.05,0.687,0.0559,1944.14,1238.215
21.569,0.014,21.055,0.01,0.514,0.0172,1941.22,1718.413
20.501,0.014,20.067,0.008,0.434,0.0161,1958.646,1724.363
21.9,0.006,21.313,0.01,0.587,0.0117,1958.633,1772.17
21.582,0.013,21.095,0.003,0.487,0.0133,1968.647,1207.734
22.781,0.006,22.006,0.025,0.775,0.0257,1984.171,1317.639
21.106,0.005,20.639,0.0065,0.467,0.0082,2013.011,1223.006
22.65,0.056,22.006,0.022,0.644,0.0602,2012.641,1411.78
20.181,0.006,19.757,0.02,0.424,0.0209,1991.923,1451.079
21.006,0.01,20.536,0.024,0.47,0.026,1989.993,1640.675
19.547,0.005,19.087,0.007,0.46,0.0086,1994.589,1822.532
22.641,0.008,21.953,0.011,0.688,0.0136,2007.014,1815.109
22.67,0.023,22.008,0.021,0.662,0.0311,1996.56,1919.845
22.457,0.006,21.84,0.013,0.617,0.0143,2015.269,1251.898
20.737,0.006,20.308,0.013,0.429,0.0143,2015.425,1401.917
20.832,0.019,20.368,0.007,0.464,0.0202,2027.549,1795.937
22.393,0.013,21.75,0.012,0.643,0.0177,2013.965,1945.862
17.648,0.0037,17.011,0.0041,0.637,0.0056,2053.704,1767.934
20.544,0.0042,20.171,0.0052,0.373,0.0067,2064.273,1101.682
21.125,0.014,20.643,0.029,0.482,0.0322,2077.178,1149.657
22.296,0.023,21.688,0.019,0.608,0.0298,2064.842,1190.968
22.111,0.013,21.524,0.006,0.587,0.0143,2074.748,1460.636
19.281,0.003,18.672,0.005,0.609,0.0058,2073.852,1532.357
22.548,0.015,21.902,0.018,0.646,0.0234,2066.596,1552.842
21.935,0.009,21.353,0.019,0.582,0.021,2080.236,1723.886
20.155,0.017,19.73,0.013,0.425,0.0214,2087.454,1717.418
21.573,0.01,21.029,0.004,0.544,0.0108,2069.26,1760.754
21.291,0.012,20.781,0.029,0.51,0.0314,2080.712,1750.643
20.441,0.005,20.007,0.003,0.434,0.0058,2101.639,1242.851
20.324,0.007,19.902,0.005,0.422,0.0086,2107.712,1267.523
20.967,0.02,20.503,0.01,0.464,0.0224,2110.784,1440.808
22.275,0.027,21.664,0.013,0.611,0.03,2088.566,1531.595
21.488,0.008,20.969,0.009,0.519,0.012,2096.56,1635.157
21.919,0.015,21.37,0.007,0.549,0.0166,2101.59,1689.034
22.657,0.067,22.037,0.018,0.62,0.0694,2088.162,1807.438
22.67,0.018,22.011,0.005,0.659,0.0187,2115.847,1396.117
21.327,0.009,20.839,0.013,0.488,0.0158,2115.636,1434.201
21.085,0.007,20.616,0.007,0.469,0.0099,2158.888,1346.143
22.331,0.021,21.715,0.021,0.616,0.0297,2138.575,1450.016
19.745,0.012,19.314,0.01,0.431,0.0156,2149.843,1550.545
22.699,0.0114,22.03,0.0124,0.669,0.0168,2187.378,1029.107
22.662,0.041,22.022,0.018,0.64,0.0448,2184.198,1512.419
21.997,0.01,21.437,0.006,0.56,0.0117,2174.048,1548.045
21.111,0.008,20.626,0.012,0.485,0.0144,2169.417,1705.131
21.78,0.008,21.249,0.019,0.531,0.0206,2182.41,1881.324
20.202,0.004,19.772,0.006,0.43,0.0072,2210.13,1809.304
20.529,0.015,20.072,0.006,0.457,0.0162,2193.781,1912.519
22.741,0.116,22.061,0.022,0.68,0.1181,2194.061,1914.214
22.155,0.006,21.54,0.013,0.615,0.0143,2213.842,1474.55
20.906,0.017,20.457,0.01,0.449,0.0197,2225.778,1869.292
21.683,0.003,21.159,0.008,0.524,0.0085,2254.948,1182.835
22.212,0.005,21.604,0.019,0.608,0.0196,2257.696,1192.657
22.854,0.042,22.158,0.031,0.696,0.0522,2250.459,1463.787
22.36,0.008,21.759,0.026,0.601,0.0272,2244.646,1498.604
20.857,0.005,20.375,0.007,0.482,0.0086,2242.601,1595.345
20.779,0.005,20.323,0.016,0.456,0.0168,2256.871,1639.334
21.453,0.008,20.936,0.007,0.517,0.0106,2261.583,1795.945
20.495,0.008,20.024,0.011,0.471,0.0136,2245.612,1849.316
22.018,0.019,21.438,0.011,0.58,0.022,2247.976,1901.106
22.9,0.023,22.181,0.008,0.719,0.0244,2256.079,1944.958
21.584,0.007,21.057,0.013,0.527,0.0148,2273.938,1442.926
21.958,0.005,21.391,0.01,0.567,0.0112,2282.017,1523.135
21.662,0.008,21.121,0.018,0.541,0.0197,2271.917,1684.192
20.744,0.005,20.28,0.01,0.464,0.0112,2269.826,1762.822
22.839,0.014,22.175,0.0133,0.664,0.0193,2289.814,1111.879
