v,v_err,i,i_err,vi,vi_err,x,y
20.42,0.013,20.015,0.01,0.405,0.0164,1077.877,1708.974
21.967,0.025,21.441,0.008,0.526,0.0262,1079.53,1888.8
20.524,0.012,20.079,0.01,0.445,0.0156,1118.207,1633.518
22.302,0.043,21.717,0.007,0.585,0.0436,1116.709,1640.891
21.365,0.013,20.884,0.022,0.481,0.0256,1132.817,1973.276
21.497,0.012,20.988,0.014,0.509,0.0184,1149.396,1618.626
22.769,0.014,22.108,0.026,0.661,0.0295,1154.473,1828.507
18.021,0.034,17.433,0.013,0.588,0.0364,1176.789,1357.426
21.843,0.02,21.309,0.011,0.534,0.0228,1173.588,1684.127
20.594,0.017,20.152,0.018,0.442,0.0248,1204.677,1810.867
22.778,0.04,22.138,0.045,0.64,0.0602,1252.776,1350.87
20.154,0.012,19.715,0.012,0.439,0.017,1261.167,1806.341
21.665,0.0067,21.117,0.107,0.548,0.1072,1274.637,1335.136
21.766,0.012,21.224,0.04,0.542,0.0418,1283.252,1790.511
22.052,0.008,21.495,0.012,0.557,0.0144,1276.142,1899.498
20.941,0.011,20.462,0.036,0.479,0.0376,1332.921,1338.579
22.065,0.014,21.491,0.019,0.574,0.0236,1315.444,1810.995
22.344,0.008,21.766,0.021,0.578,0.0225,1360.338,1526.783
23.054,0.016,22.381,0.018,0.673,0.0241,1339.438,1974.149
22.031,0.015,21.47,0.017,0.561,0.0227,1414.029,1295.734
22.212,0.018,21.637,0.016,0.575,0.0241,1430.463,1569.796
19.017,0.003,18.406,0.004,0.611,0.005,1456.93,1401.831
22.101,0.018,21.531,0.017,0.57,0.0248,1448.402,1747.819
23.066,0.017,22.368,0.013,0.698,0.0214,1452.842,1898.318
23.05,0.032,22.356,0.014,0.694,0.0349,1485.22,1475.67
21.492,0.017,20.995,0.017,0.497,0.024,1478.589,1540.99
21.373,0.012,20.897,0.014,0.476,0.0184,1472.312,1730.299
20.054,0.009,19.61,0.009,0.444,0.0127,1508.175,1880.807
20.65,0.001,20.212,0.007,0.438,0.0071,1527.248,1394.861
19.497,0.011,18.928,0.005,0.569,0.0121,1532.158,1823.608
20.894,0.0047,20.436,0.0057,0.458,0.0074,1544.262,1150.998
22.691,0.009,22.063,0.018,0.628,0.0201,1539.212,1871.221
20.334,0.011,19.901,0.015,0.433,0.0186,1581.053,1317.148
20.135,0.006,19.695,0.008,0.44,0.01,1577.128,1735.814
21.118,0.0052,20.644,0.0063,0.474,0.0082,1597.973,1159.101
22.652,0.02,21.997,0.019,0.655,0.0276,1591.815,1512.789
21.566,0.025,21.074,0.009,0.492,0.0266,1615.204,1562.65
20.691,0.009,20.253,0.01,0.438,0.0135,1618.804,1544.755
22.948,0.0122,22.31,0.0136,0.638,0.0183,1640.53,1200.9
22.7,0.028,22.034,0.018,0.666,0.0333,1660.06,1814.056
21.121,0.0052,20.651,0.0063,0.47,0.0082,1663.971,1064.577
22.309,0.009,21.731,0.0104,0.578,0.0138,1663.864,1100.173
20.27,0.013,19.829,0.01,0.441,0.0164,1687.039,1607.809
20.99,0.007,20.532,0.018,0.458,0.0193,1673.47,1819.72
20.301,0.012,19.862,0.017,0.439,0.0208,1669.382,1981.834
21.016,0.007,20.559,0.009,0.457,0.0114,1691.054,1723.142
22.969,0.038,22.273,0.024,0.696,0.0449,1698.193,1750.643
22.743,0.028,22.103,0.028,0.64,0.0396,1709.971,1910.03
20.925,0.01,20.461,0.013,0.464,0.0164,1698.234,1918.85
22.89,0.04,22.243,0.023,0.647,0.0461,1703.918,1954.115
23.18,0.003,22.5,0.025,0.68,0.0252,1716.467,1230.512
21.235,0.009,20.745,0.013,0.49,0.0158,1737.126,1866.508
22.994,0.0124,22.329,0.0137,0.665,0.0184,1746.011,1049.84
22.944,0.007,22.26,0.058,0.684,0.0584,1750.771,1164.886
22.674,0.022,22.028,0.023,0.646,0.0318,1758.991,1401.125
21.153,0.007,20.678,0.007,0.475,0.0099,1745.463,1818.238
23.011,0.032,22.333,0.019,0.678,0.0372,1775.007,1430.975
18.75,0.015,18.123,0.006,0.627,0.0162,1771.166,1799.334
22.434,0.017,21.792,0.053,0.642,0.0557,1767.851,1904.647
20.439,0.022,20.007,0.01,0.432,0.0242,1793.743,1486.296
23.102,0.02,22.42,0.027,0.682,0.0336,1796.656,1525.634
20.413,0.004,19.982,0.008,0.431,0.0089,1807.224,1941.468
21.564,0.012,21.07,0.012,0.494,0.017,1837.031,1841.297
22.478,0.022,21.855,0.009,0.623,0.0238,1874.161,1464.098
23.132,0.029,22.446,0.007,0.686,0.0298,1900.19,1428.792
22.125,0.012,21.569,0.008,0.556,0.0144,1896.983,1867.672
18.73,0.002,18.147,0.005,0.583,0.0054,1927.049,1224.263
19.862,0.006,19.396,0.011,0.466,0.0125,1915.962,1531.194
22.127,0.05,21.554,0.039,0.573,0.0634,1920.779,1587.771
22.301,0.011,21.715,0.015,0.586,0.0186,1924.027,1911.424
22.598,0.024,21.964,0.018,0.634,0.03,1919.877,1932.483
22.303,0.021,21.707,0.009,0.596,0.0228,1935.788,1948.071
20.574,0.002,20.135,0.018,0.439,0.0181,1962.808,1084.093
21.605,0.001,21.121,0.024,0.484,0.024,1962.865,1112.24
22.598,0.028,21.959,0.029,0.639,0.0403,1946.021,1461.721
23.213,0.018,22.502,0.034,0.711,0.0385,1962.369,1543.789
22.212,0.012,21.672,0.007,0.54,0.0139,1962.087,1741.142
21.907,0.014,21.374,0.012,0.533,0.0184,1954.015,1819.343
20.945,0.006,20.487,0.009,0.458,0.0108,1949.929,1883.469
22.063,0.007,21.505,0.024,0.558,0.025,1949.785,1980.599
21.409,0.015,20.923,0.009,0.486,0.0175,1965.579,1798.406
22.764,0.0111,22.108,0.031,0.656,0.0329,1993.853,1102.159
21.167,0.012,20.688,0.018,0.479,0.0216,1995.232,1481.381
21.547,0.01,21.043,0.022,0.504,0.0242,2002.169,1776.922
20.294,0.008,19.858,0.005,0.436,0.0094,1998.836,1824.912
21.319,0.007,20.837,0.008,0.482,0.0106,1988.725,1976.808
22.212,0.026,21.645,0.01,0.567,0.0279,2017.924,1347.582
23.253,0.024,22.493,0.018,0.76,0.03,2032.506,1363.109
21.454,0.003,20.962,0.008,0.492,0.0085,2013.602,1923.458
20.518,0.009,20.081,0.014,0.437,0.0166,2057.115,1240.076
22.174,0.025,21.628,0.015,0.546,0.0292,2058.399,1538.245
23.119,0.02,22.436,0.016,0.683,0.0256,2071.501,1050.04
22.921,0.006,22.242,0.025,0.679,0.0257,2076.518,1527.305
21.17,0.017,20.702,0.014,0.468,0.022,2064.412,1611.872
23.113,0.023,22.395,0.034,0.718,0.041,2099.373,1957.004
20.757,0.004,20.312,0.005,0.445,0.0064,2101.685,1953.668
22.471,0.01,21.859,0.011,0.612,0.0148,2120.572,1087.955
20.399,0.012,19.963,0.006,0.436,0.0134,2134.61,1296.505
21.454,0.01,20.965,0.006,0.489,0.0117,2127.715,1505.743
23.229,0.009,22.514,0.013,0.715,0.0158,2114.094,1690.201
21.109,0.01,20.645,0.013,0.464,0.0164,2121.013,1765.344
19.799,0.004,19.316,0.006,0.483,0.0072,2126.257,1874.509
22.628,0.026,22.009,0.016,0.619,0.0305,2167.12,1302.808
20.909,0.01,20.45,0.009,0.459,0.0135,2209.449,1184.325
22.678,0.027,22.007,0.04,0.671,0.0483,2198.239,1532.819
21.943,0.006,21.407,0.008,0.536,0.01,2210.019,1551.898
23.255,0.018,22.526,0.03,0.729,0.035,2202.744,1945.447
19.996,0.001,19.532,0.013,0.464,0.013,2224.822,1207.256
21.053,0.012,20.585,0.008,0.468,0.0144,2229.458,1445.649
22.189,0.004,21.619,0.017,0.57,0.0175,2216.461,1481.566
21.63,0.018,21.126,0.012,0.504,0.0216,2226.873,1571.888
21.952,0.01,21.416,0.015,0.536,0.018,2226.325,1688.096
22.416,0.0094,21.789,0.067,0.627,0.0677,2238.089,1109.553
21.342,0.013,20.855,0.016,0.487,0.0206,2251.586,1234.99
20.962,0.014,20.505,0.003,0.457,0.0143,2257.259,1355.374
23.048,0.035,22.342,0.016,0.706,0.0385,2260.979,1902.156
21.428,0.013,20.941,0.013,0.487,0.0184,2241.192,1936.075
22.984,0.019,22.277,0.015,0.707,0.0242,2253.247,1967.526
21.822,0.018,21.289,0.012,0.533,0.0216,2277.708,1544.425
22.902,0.045,22.266,0.003,0.636,0.0451,2281.399,1693.27
20.474,0.005,20.039,0.008,0.435,0.0094,2277.42,1733.213
22.578,0.03,21.931,0.021,0.647,0.0366,2282.404,1743.396
20.733,0.01,20.293,0.006,0.44,0.0117,2268.034,1803.49
23.014,0.015,22.388,0.013,0.626,0.0198,2266.667,1805.947
21.72,0.01,21.196,0.019,0.524,0.0215,2278.703,1891.146
22.035,0.009,21.475,0.014,0.56,0.0166,2263.498,1944.069
22.943,0.017,22.277,0.03,0.666,0.0345,2302.068,1527.729
23.017,0.023,22.321,0.027,0.696,0.0355,2291.762,1543.054
21.221,0.014,20.747,0.014,0.474,0.0198,2292.627,1546.7
21.603,0.003,21.083,0.012,0.52,0.0124,2310.953,1604.526
22.528,0.014,21.915,0.008,0.613,0.0161,2292.951,1895.965
21.053,0.009,20.586,0.013,0.467,0.0158,2304.437,1927.28
22.462,0.035,21.863,0.017,0.599,0.0389,2320.354,1666.872
21.908,0.015,21.367,0.01,0.541,0.018,2336.456,1887.859
22.244,0.012,21.656,0.006,0.588,0.0134,2359.077,1326.588
22.714,0.024,22.066,0.007,0.648,0.025,2342.494,1359.062
19.898,0.011,19.431,0.012,0.467,0.0163,2338.2,1395.801
22.402,0.019,21.781,0.008,0.621,0.0206,2357.045,1760.304
20.399,0.006,19.96,0.009,0.439,0.0108,2347.466,1905.173
22.723,0.018,22.086,0.01,0.637,0.0206,2359.094,1982.522
22.586,0.013,21.956,0.023,0.63,0.0264,2371.592,1283.471
21.689,0.02,21.178,0.017,0.511,0.0262,2383.51,1263.048
22.829,0.013,22.173,0.012,0.656,0.0177,2382.157,1971.131
20.86,0.005,20.401,0.005,0.459,0.0071,2407.952,1704.145
22.282,0.017,21.709,0.017,0.573,0.024,2388.143,1766.06
22.261,0.012,21.685,0.017,0.576,0.0208,2418.876,1063.383
22.798,0.007,22.136,0.025,0.662,0.026,2421.862,1475.165
23.129,0.007,22.411,0.034,0.718,0.0347,2423.299,1615.616
22.693,0.015,22.034,0.013,0.659,0.0198,2428.769,1678.652
21.3,0.008,20.82,0.009,0.48,0.012,2428.391,1756.017
22.813,0.013,22.17,0.046,0.643,0.0478,2436.946,1853.788
21.516,0.018,21.021,0.019,0.495,0.0262,2451.617,1333.754
22.032,0.015,21.486,0.008,0.546,0.017,2455.472,1542.62
22.598,0.018,21.977,0.017,0.621,0.0248,2478.312,1562.445
22.294,0.016,21.723,0.01,0.571,0.0189,2477.004,1677.023
23.106,0.026,22.43,0.006,0.676,0.0267,2468.82,1755.362
22.359,0.01,21.757,0.023,0.602,0.0251,2476.823,1927.917
23.202,0.024,22.477,0.023,0.725,0.0332,2474.269,1953.273
20.93,0.013,20.473,0.009,0.457,0.0158,2466.906,1969.309
20.976,0.013,20.509,0.007,0.467,0.0148,2474.492,1971.391
22.983,0.02,22.279,0.029,0.704,0.0352,2494.629,1782.197
22.073,0.008,21.519,0.022,0.554,0.0234,2491.014,1858.23
21.532,0.008,21.039,0.017,0.493,0.0188,2523.682,1227.836
22.135,0.024,21.559,0.019,0.576,0.0306,2520.243,1450.251
21.468,0.014,20.968,0.013,0.5,0.0191,2516.799,1592.493
22.061,0.013,21.491,0.021,0.57,0.0247,2537.486,1774.486
22.487,0.023,21.867,0.022,0.62,0.0318,2536.248,1776.551
22.987,0.01,22.19,0.029,0.797,0.0307,2527.197,1851.307
22.603,0.017,21.972,0.017,0.631,0.024,2527.039,1933.811
22.762,0.019,22.135,0.023,0.627,0.0298,2516.256,1972.023
22.859,0.021,22.206,0.017,0.653,0.027,2559.384,1084.208
22.292,0.01,21.702,0.012,0.59,0.0156,2558.708,1184.455
21.503,0.009,21.009,0.007,0.494,0.0114,2560.518,1217.8
20.608,0.009,20.166,0.014,0.442,0.0166,2561.841,1411.494
22.284,0.009,21.702,0.017,0.582,0.0192,2560.635,1644.384
22.818,0.033,22.158,0.03,0.66,0.0446,2539.981,1695.567
23.084,0.025,22.351,0.021,0.733,0.0326,2553.034,1730.593
22.07,0.019,21.507,0.021,0.563,0.0283,2555.828,1836.093
23.04,0.02,22.28,0.07,0.76,0.0728,2579.44,1317.389
21.663,0.012,21.144,0.017,0.519,0.0208,2573.473,1769.031
22.043,0.007,21.483,0.016,0.56,0.0175,2571.128,1794.611
22.43,0.004,21.725,0.029,0.705,0.0293,2572.75,1848.352
21.214,0.005,20.74,0.012,0.474,0.013,2599.261,1374.562
21.952,0.017,21.42,0.019,0.532,0.0255,2593.96,1596.081
19.984,0.006,19.538,0.005,0.446,0.0078,2609.355,1966.319
23.126,0.007,22.425,0.021,0.701,0.0221,2631.01,1173.145
23.003,0.019,22.317,0.045,0.686,0.0488,2623.12,1815.26
22.937,0.007,22.238,0.021,0.699,0.0221,2624.467,1867.388
22.836,0.007,22.221,0.025,0.615,0.026,2633.542,1870.294
22.249,0.012,21.681,0.01,0.568,0.0156,2648.217,1002.218
20.741,0.01,20.296,0.007,0.445,0.0122,2660.594,1064.733
22.075,0.008,21.533,0.024,0.542,0.0253,2662.898,1099.102
22.576,0.007,21.959,0.014,0.617,0.0157,2654.762,1187.68
22.965,0.029,22.303,0.024,0.662,0.0376,2655.44,1382.956
23.228,0.031,22.477,0.007,0.751,0.0318,2661.528,1709.479
20.799,0.011,20.358,0.011,0.441,0.0156,2654.613,1775.605
22.914,0.021,22.231,0.03,0.683,0.0366,2638.844,1865.598
21.734,0.01,21.21,0.006,0.524,0.0117,2661.178,1903.005
22.946,0.031,22.272,0.012,0.674,0.0332,2677.109,1709.214
22.096,0.024,21.542,0.011,0.554,0.0264,2679.861,1690.147
20.824,0.008,20.374,0.011,0.45,0.0136,2688.528,1147.049
21.927,0.004,21.401,0.016,0.526,0.0165,2690.292,1168.185
22.166,0.017,21.612,0.032,0.554,0.0362,2705.092,1254.125
21.848,0.007,21.324,0.023,0.524,0.024,2692.279,1369.432
21.13,0.01,20.658,0.016,0.472,0.0189,2700.793,1375.15
21.489,0.012,20.997,0.01,0.492,0.0156,2705.651,1553.185
22.968,0.015,22.286,0.027,0.682,0.0309,2697.448,1618.901
22.782,0.01,22.137,0.035,0.645,0.0364,2720.823,1236.946
20.973,0.011,20.505,0.007,0.468,0.013,2720.762,1415.146
23.154,0.036,22.472,0.024,0.682,0.0433,2734.451,1461.49
23.23,0.028,22.457,0.036,0.773,0.0456,2719.201,1545.104
20.781,0.017,20.346,0.009,0.435,0.0192,2731.194,1755.919
20.891,0.006,20.428,0.006,0.463,0.0085,2720.5,1783.522
22.486,0.013,21.882,0.023,0.604,0.0264,2713.047,1886.207
22.275,0.029,21.699,0.021,0.576,0.0358,2718.501,1924.082
23.09,0.013,22.374,0.016,0.716,0.0206,2762.423,1221.234
22.014,0.021,21.462,0.015,0.552,0.0258,2761.061,1621.553
20.216,0.011,19.777,0.01,0.439,0.0149,2744.605,1877.497
22.196,0.017,21.613,0.024,0.583,0.0294,2750.266,1901.847
21.352,0.007,20.859,0.006,0.493,0.0092,2774.29,1180.878
23.122,0.014,22.383,0.022,0.739,0.0261,2765.823,1279.763
20.715,0.003,20.266,0.006,0.449,0.0067,2779.711,1288.747
22.367,0.018,21.764,0.019,0.603,0.0262,2787.659,1531.934
20.534,0.008,20.094,0.004,0.44,0.0089,2770.104,1585.698
23.139,0.03,22.372,0.016,0.767,0.034,2781.009,1849.078
22.665,0.052,22.004,0.019,0.661,0.0554,2766.355,1886.596
21.18,0.007,20.699,0.005,0.481,0.0086,2786.106,1896.158
21.483,0.009,20.983,0.008,0.5,0.012,2802.999,1686.573
20.283,0.012,19.852,0.006,0.431,0.0134,2810.927,1724.155
22.296,0.012,21.705,0.017,0.591,0.0208,2801.695,1908.336
20.103,0.007,19.663,0.004,0.44,0.0081,2823.877,1110.672
22.308,0.013,21.701,0.015,0.607,0.0198,2819.368,1242.577
22.852,0.016,22.177,0.019,0.675,0.0248,2818.042,1646.48
22.993,0.017,22.277,0.02,0.716,0.0262,2825.947,1689.967
21.068,0.007,20.599,0.02,0.469,0.0212,2821.78,1758.84
20.115,0.012,19.67,0.006,0.445,0.0134,2824.885,1795.22
19.594,0.002,19.045,0.002,0.549,0.0028,2834.12,1840.65
20.95,0.006,20.486,0.009,0.464,0.0108,2823.339,1920.009
23.038,0.019,22.341,0.022,0.697,0.0291,2816.34,1948.651
23.04,0.014,22.356,0.014,0.684,0.0198,2855.023,998.437
20.746,0.011,20.294,0.006,0.452,0.0125,2854.844,1289.486
22.297,0.015,21.711,0.02,0.586,0.025,2856.85,1628.821
21.101,0.006,20.633,0.011,0.468,0.0125,2840.272,1874.017
21.071,0.009,20.595,0.005,0.476,0.0103,2846.313,1875.757
23.166,0.03,22.445,0.032,0.721,0.0439,2839.78,1974.583
20.074,0.004,19.63,0.008,0.444,0.0089,2864.193,1551.22
22.812,0.008,22.153,0.007,0.659,0.0106,2866.125,1754.25
21.346,0.016,20.866,0.008,0.48,0.0179,2887.157,1765.78
23.128,0.026,22.417,0.037,0.711,0.0452,2875.35,1872.287
22.371,0.01,21.773,0.015,0.598,0.018,2864.311,1898.088
21.834,0.014,21.301,0.02,0.533,0.0244,2895.818,1259.136
22.254,0.009,21.68,0.01,0.574,0.0135,2898.707,1612.406
20.635,0.006,20.177,0.007,0.458,0.0092,2892.729,1681.607
20.978,0.005,20.509,0.005,0.469,0.0071,2906.228,1699.038
21.645,0.012,21.126,0.021,0.519,0.0242,2888.194,1724.298
22.286,0.013,21.695,0.016,0.591,0.0206,2899.903,1743.679
22.694,0.019,22.049,0.02,0.645,0.0276,2890.556,1797.484
22.439,0.016,21.825,0.025,0.614,0.0297,2894.991,1796.783
22.798,0.033,22.133,0.013,0.665,0.0355,2897.272,1813.558
23.235,0.041,22.504,0.016,0.731,0.044,2903.939,1833.25
22.673,0.033,22.036,0.016,0.637,0.0367,2910.314,1960.971
22.964,0.028,22.293,0.02,0.671,0.0344,2905.332,1966.358
22.553,0.009,21.931,0.013,0.622,0.0158,2919.129,1147.25
21.956,0.018,21.412,0.01,0.544,0.0206,2922.185,1266.91
21.849,0.006,21.31,0.024,0.539,0.0247,2915.943,1351.91
22.593,0.006,21.937,0.049,0.656,0.0494,2918.552,1359.866
21.933,0.012,21.379,0.016,0.554,0.02,2932.044,1610.623
21.891,0.012,21.34,0.006,0.551,0.0134,2923.231,1638.078
21.379,0.004,20.887,0.005,0.492,0.0064,2957.844,1618.749
21.985,0.015,21.442,0.01,0.543,0.018,2960.202,1973.831
20.744,0.007,20.292,0.008,0.452,0.0106,2969.647,1605.795
22.869,0.015,22.195,0.012,0.674,0.0192,2984.372,1616.464
19.157,0.003,18.54,0.005,0.617,0.0058,2963.815,1671.589
23.094,0.031,22.302,0.02,0.792,0.0369,2965.479,1705.105
22.139,0.01,21.54,0.043,0.599,0.0441,2971.462,1850.387
21.651,0.004,21.128,0.006,0.523,0.0072,2974.884,1877.842
19.447,0.006,18.869,0.01,0.578,0.0117,2999.959,1013.209
22.124,0.008,21.551,0.022,0.573,0.0234,3010.281,1737.45
22.336,0.009,21.744,0.016,0.592,0.0184,2991.914,1860.156
19.439,0.004,18.84,0.003,0.599,0.005,3002.881,1906.224
22.637,0.025,21.986,0.015,0.651,0.0292,3014.497,1168.294
22.869,0.035,22.189,0.042,0.68,0.0547,3035.955,1407.37
22.602,0.013,21.982,0.026,0.62,0.0291,3032.675,1564.441
21.522,0.005,20.983,0.008,0.539,0.0094,3025.913,1686.267
21.379,0.008,20.882,0.005,0.497,0.0094,3013.675,1962.126
22.277,0.014,21.686,0.008,0.591,0.0161,3016.498,1943.787
20.521,0.007,20.083,0.006,0.438,0.0092,3040.48,1555.879
23.018,0.022,22.302,0.016,0.716,0.0272,3039.435,1843.85
19.983,0.005,19.523,0.006,0.46,0.0078,3061.091,1910.163
20.117,0.007,19.671,0.002,0.446,0.0073,3085.005,1425.238
20.504,0.015,20.065,0.006,0.439,0.0162,3063.519,1458.569
22.734,0.021,22.069,0.023,0.665,0.0311,3081.526,1590.051
20.735,0.004,20.283,0.007,0.452,0.0081,3070.54,1796.947
21.733,0.007,21.206,0.01,0.527,0.0122,3080.213,1836.643
22.959,0.022,22.273,0.031,0.686,0.038,3072.738,1860.289
22.646,0.015,22.016,0.018,0.63,0.0234,3074.043,1978.797
22.985,0.01,22.294,0.027,0.691,0.0288,3111.383,1244.504
21.805,0.015,21.283,0.018,0.522,0.0234,3096.34,1520.237
21.092,0.015,20.619,0.008,0.473,0.017,3088.457,1574.769
21.0,0.011,20.542,0.003,0.458,0.0114,3102.844,1653.09
20.854,0.012,20.389,0.015,0.465,0.0192,3093.811,1758.995
22.445,0.011,21.854,0.015,0.591,0.0186,3110.498,1772.333
21.189,0.003,20.71,0.011,0.479,0.0114,3103.861,1847.274
20.971,0.009,20.503,0.009,0.468,0.0127,3106.909,1905.4
22.99,0.023,22.288,0.021,0.702,0.0311,3094.848,1958.626
22.124,0.018,21.559,0.027,0.565,0.0324,3102.638,1961.762
22.067,0.017,21.514,0.019,0.553,0.0255,3135.552,1269.805
21.79,0.008,21.26,0.013,0.53,0.0153,3116.352,1374.692
21.847,0.01,21.339,0.014,0.508,0.0172,3124.24,1424.413
20.616,0.01,20.174,0.006,0.442,0.0117,3137.093,1433.867
22.124,0.008,21.541,0.007,0.583,0.0106,3133.729,1786.855
22.008,0.014,21.453,0.02,0.555,0.0244,3126.895,1826.924
21.443,0.01,20.951,0.01,0.492,0.0141,3131.015,1815.729
21.999,0.012,21.462,0.011,0.537,0.0163,3139.867,1083.074
21.691,0.011,21.16,0.016,0.531,0.0194,3155.437,1812.016
22.257,0.007,21.674,0.023,0.583,0.024,3144.141,1936.858
20.489,0.004,20.058,0.008,0.431,0.0089,3164.079,1056.067
21.046,0.009,20.578,0.009,0.468,0.0127,3187.732,1963.814
22.882,0.024,22.225,0.007,0.657,0.025,3210.699,1228.969
21.714,0.009,21.187,0.018,0.527,0.0201,3192.953,1710.963
22.993,0.033,22.318,0.027,0.675,0.0426,3191.03,1780.082
21.442,0.012,20.954,0.015,0.488,0.0192,3235.637,1202.577
19.639,0.004,19.105,0.007,0.534,0.0081,3229.278,1730.936
22.188,0.007,21.621,0.016,0.567,0.0175,3216.573,1743.595
19.681,0.004,19.163,0.005,0.518,0.0064,3216.601,1869.756
18.524,0.0041,17.851,0.004,0.673,0.0057,3219.32,1909.164
22.185,0.021,21.599,0.019,0.586,0.0283,3214.64,1914.571
22.971,0.022,22.298,0.015,0.673,0.0266,3251.369,1210.572
19.793,0.005,19.306,0.003,0.487,0.0058,3249.495,1626.044
23.189,0.03,22.447,0.028,0.742,0.041,3242.569,1841.032
23.16,0.027,22.441,0.045,0.719,0.0525,3252.854,1886.67
22.775,0.026,22.122,0.022,0.653,0.0341,3247.438,1977.117
22.152,0.01,21.58,0.026,0.572,0.0279,3284.662,1246.133
22.549,0.015,21.938,0.029,0.611,0.0326,3283.411,1338.041
23.155,0.026,22.406,0.026,0.749,0.0368,3282.95,1383.149
22.686,0.023,22.03,0.025,0.656,0.034,3276.033,1535.536
17.759,0.0028,17.101,0.0031,0.658,0.0042,3272.078,1559.443
21.309,0.011,20.812,0.012,0.497,0.0163,3284.2,1937.011
23.159,0.023,22.454,0.035,0.705,0.0419,3281.505,1980.831
21.09,0.022,20.631,0.01,0.459,0.0242,3299.029,1202.559
21.037,0.012,20.563,0.01,0.474,0.0156,3300.637,1663.141
22.963,0.013,22.257,0.032,0.706,0.0345,3294.28,1736.12
22.957,0.032,22.277,0.033,0.68,0.046,3311.755,1798.004
18.988,0.003,18.357,0.006,0.631,0.0067,3301.162,1888.798
22.419,0.012,21.795,0.016,0.624,0.02,3300.824,1919.634
21.932,0.006,21.38,0.018,0.552,0.019,3313.435,1797.343
23.09,0.011,22.364,0.037,0.726,0.0386,3333.587,1821.775
23.051,0.01,22.295,0.104,0.756,0.1045,3361.17,1015.612
23.112,0.005,22.43,0.038,0.682,0.0383,3352.75,1236.435
22.599,0.022,21.974,0.026,0.625,0.0341,3358.167,1305.48
20.5,0.01,20.058,0.017,0.442,0.0197,3355.702,1554.499
22.723,0.024,22.08,0.022,0.643,0.0326,3345.511,1673.44
23.208,0.021,22.457,0.019,0.751,0.0283,3347.18,1672.854
22.172,0.01,21.581,0.03,0.591,0.0316,3351.329,1815.832
