,v,v_err,i,i_err,vi,vi_err,x,y
0,21.024,0.005,20.569,0.006,0.46310069815023347,0.0078,2070.301,981.386
1,22.323,0.009,21.742,0.0104,0.5917279271171981,0.0138,2249.734,964.047
2,22.711,0.036,22.092,0.014,0.6278684081722767,0.0386,2762.374,953.579
3,21.404,0.0059,20.895,0.007,0.5187466899680304,0.0091,2837.333,828.268
4,22.409,0.013,21.793,0.029,0.6257466899680304,0.0318,2827.841,890.47
5,22.308,0.007,21.778,0.014,0.5397466899680303,0.0157,2838.131,908.034
6,20.98,0.0048,20.526,0.0058,0.464918338196593,0.0076,3074.474,698.167
7,22.397,0.029,21.847,0.012,0.5601107124786171,0.0314,3142.869,769.291
8,21.331,0.022,20.859,0.004,0.47950824074310483,0.0224,3148.576,904.358
9,21.178,0.005,20.7,0.011,0.48550824074310484,0.0121,3186.197,978.251
10,19.866,0.007,19.405,0.005,0.4703434144625288,0.0086,3237.209,892.243
11,19.95,0.001,19.485,0.015,0.4751477291867371,0.015,3324.077,758.127
12,21.056,0.0,20.592,0.029,0.4740293429737788,0.029,3459.762,841.143
13,22.368,0.0091,21.803,0.0105,0.576188897039053,0.0139,3470.578,637.819
14,21.225,0.008,20.759,0.006,0.47596687206707883,0.01,3579.746,876.477
15,23.078,0.022,22.4,0.01,0.6879668720670788,0.0242,3597.958,890.594
16,22.115,0.011,21.55,0.016,0.5742809435558288,0.0194,3608.051,948.958
17,21.083,0.007,20.617,0.001,0.4758128416174731,0.0071,3710.826,782.353
18,20.001,0.019,19.541,0.017,0.47133746294016576,0.0255,3748.292,638.642
19,22.414,0.018,21.812,0.035,0.6128014859774406,0.0394,3788.994,622.967
20,22.485,0.008,21.866,0.018,0.6291477291867371,0.0197,3897.864,864.714
21,22.329,0.017,21.735,0.01,0.604147729186737,0.0197,3939.636,908.523
22,21.531,0.019,21.034,0.013,0.5073827486368903,0.023,3958.168,930.443
23,22.341,0.028,21.749,0.019,0.6026910340071662,0.0338,3987.624,781.213
24,20.624,0.006,20.181,0.013,0.4536910340071662,0.0143,3980.111,972.284
25,21.963,0.0075,21.464,0.0089,0.5093827486368903,0.0116,4054.309,538.856
26,20.999,0.009,20.544,0.009,0.465201891517232,0.0127,4083.278,906.58
27,20.09,0.011,19.652,0.006,0.44838274863689026,0.0125,4066.833,923.874
28,22.491,0.023,21.888,0.016,0.6133827486368902,0.028,4090.975,771.132
29,22.125,0.008,21.574,0.0093,0.5613827486368903,0.0123,4177.19,431.398
30,19.746,0.009,19.271,0.01,0.4856789438975448,0.0135,4187.799,733.707
31,21.543,0.003,21.046,0.011,0.5076789438975449,0.0114,4201.672,779.689
32,21.263,0.015,20.787,0.003,0.4866789438975448,0.0153,4251.927,938.427
