vi,v
0.7930313527423619,15.14
0.7925829329752571,15.147007007007007
0.7921200098012614,15.154014014014015
0.7916433629878503,15.161021021021021
0.7911538266089546,15.16802802802803
0.7906522347385054,15.175035035035036
0.7901394214504331,15.182042042042042
0.7896162208186686,15.18904904904905
0.7890834669171425,15.196056056056056
0.788541993819786,15.203063063063064
0.7879926356005295,15.21007007007007
0.7874362263333036,15.217077077077077
0.7868736000920392,15.224084084084085
0.7863055909506679,15.231091091091091
0.7857330329831193,15.2380980980981
0.7851567602633247,15.245105105105106
0.7845776068652148,15.252112112112112
0.7839964068627202,15.25911911911912
0.7834139943297721,15.266126126126126
0.7828312033403008,15.273133133133134
0.7822488679682372,15.28014014014014
0.7816678222875123,15.287147147147147
0.7810889003720567,15.294154154154155
0.7805129362958012,15.301161161161161
0.7799407641326761,15.30816816816817
0.7793732179566131,15.315175175175176
0.7788111318415424,15.322182182182182
0.7782553398613946,15.32918918918919
0.7777066760901009,15.336196196196196
0.7771659746015918,15.343203203203204
0.7766340694697981,15.35021021021021
0.7761117947686506,15.357217217217217
0.77559998457208,15.364224224224225
0.7750994729540174,15.371231231231231
0.774611093988393,15.37823823823824
0.7741356817491382,15.385245245245246
0.7736740703101832,15.392252252252252
0.7732270367921845,15.39925925925926
0.7727945651031806,15.406266266266266
0.7723760573590435,15.413273273273274
0.7719709022842103,15.42028028028028
0.7715784886031158,15.427287287287287
0.7711982050401964,15.434294294294295
0.7708294403198882,15.441301301301301
0.7704715831666267,15.44830830830831
0.7701240223048477,15.455315315315316
0.7697861464589877,15.462322322322322
0.7694573443534818,15.46932932932933
0.7691370047127666,15.476336336336336
0.7688245162612776,15.483343343343345
0.768519267723451,15.49035035035035
0.7682206478237225,15.497357357357357
0.7679280452865279,15.504364364364365
0.7676408488363031,15.511371371371371
0.7673584471974839,15.51837837837838
0.7670802290945067,15.525385385385386
0.7668055832518069,15.532392392392392
0.7665338983938206,15.5393993993994
0.7662645632449836,15.546406406406406
0.7659969665297317,15.553413413413415
0.7657304969725014,15.56042042042042
0.7654645432977276,15.567427427427427
0.7651984942298471,15.574434434434435
0.7649317384932952,15.581441441441441
0.7646636648125081,15.58844844844845
0.7643936619119216,15.595455455455456
0.7641211185159718,15.602462462462462
0.7638454233490941,15.60946946946947
0.7635659651357247,15.616476476476477
0.7632821326002998,15.623483483483485
0.7629933144672548,15.63049049049049
0.7626988994610256,15.637497497497499
0.7623982783532001,15.644504504504505
0.7620911040239904,15.651511511511512
0.7617775463443582,15.65851851851852
0.7614578357070814,15.665525525525526
0.7611322025049366,15.672532532532532
0.7608008771307019,15.67953953953954
0.7604640899771546,15.686546546546547
0.7601220714370723,15.693553553553555
0.7597750519032322,15.700560560560561
0.7594232617684121,15.707567567567569
0.7590669314253894,15.714574574574575
0.7587062912669413,15.721581581581582
0.7583415716858457,15.72858858858859
0.7579730030748799,15.735595595595596
0.7576008158268214,15.742602602602602
0.7572252403344475,15.74960960960961
0.7568465069905359,15.756616616616617
0.7564648461878642,15.763623623623625
0.7560804883192095,15.770630630630631
0.7556936637773495,15.777637637637639
0.7553046029550617,15.784644644644645
0.7549135362451235,15.791651651651652
0.7545206940403124,15.79865865865866
0.7541263067334062,15.805665665665666
0.7537306047171818,15.812672672672672
0.753333818384417,15.81967967967968
0.7529361781278893,15.826686686686687
0.7525379143403759,15.833693693693695
0.7521392574146549,15.840700700700701
0.7517404377435032,15.847707707707709
0.7513416857196984,15.854714714714715
0.7509432317360182,15.861721721721722
0.7505453061852398,15.86872872872873
0.750148139460141,15.875735735735736
0.7497519619534989,15.882742742742744
0.7493570040580914,15.88974974974975
0.7489634961666957,15.896756756756757
0.7485716686720892,15.903763763763765
0.7481817519670497,15.910770770770771
0.7477939764443545,15.91777777777778
0.7474085724967809,15.924784784784785
0.747025770517107,15.931791791791792
0.7466458008981094,15.9387987987988
0.7462688940325664,15.945805805805806
0.7458952803132547,15.952812812812814
0.7455251901329525,15.95981981981982
0.7451588538844369,15.966826826826827
0.7447965019604855,15.973833833833835
0.7444383647538755,15.980840840840841
0.7440846726573849,15.98784784784785
0.7437356560637907,15.994854854854855
0.7433915453658707,16.00186186186186
0.7430525709564023,16.00886886886887
0.742718963228163,16.015875875875878
0.7423909525739302,16.022882882882882
0.7420687693864813,16.02988988988989
0.7417526440585938,16.0368968968969
0.7414428069830457,16.043903903903903
0.7411394885526136,16.05091091091091
0.7408429191600755,16.05791791791792
0.740553329198209,16.064924924924924
0.7402709490597914,16.071931931931932
0.7399960091375999,16.07893893893894
0.7397287398244125,16.085945945945948
0.7394693715130065,16.092952952952952
0.7392181345961593,16.09995995995996
0.7389752594666482,16.10696696696697
0.738740976517251,16.113973973973973
0.7385155161407453,16.12098098098098
0.738299108729908,16.12798798798799
0.738091984677517,16.134994994994997
0.73789437437635,16.142002002002002
0.7377064485991432,16.14900900900901
0.737527833674672,16.156016016016018
0.7373578643987566,16.163023023023023
0.7371958728027026,16.17003003003003
0.7370411909178161,16.17703703703704
0.7368931507754028,16.184044044044043
0.7367510844067685,16.19105105105105
0.7366143238432191,16.19805805805806
0.7364822011160607,16.205065065065064
0.7363540482565988,16.212072072072072
0.7362291972961396,16.21907907907908
0.7361069802659885,16.226086086086088
0.735986729197452,16.233093093093093
0.7358677761218356,16.2401001001001
0.7357494530704455,16.24710710710711
0.7356310920745869,16.254114114114113
0.7355120251655661,16.26112112112112
0.7353915843746888,16.26812812812813
0.7352691017332611,16.275135135135137
0.7351439092725891,16.282142142142142
0.7350153390239779,16.28914914914915
