v,v_err,i,i_err,vi,vi_err,x,y
22.002,0.069,21.43,0.121,0.572,0.1393,2137.659,382.752
20.499,0.025,20.045,0.023,0.454,0.034,2126.835,416.299
22.455,0.022,21.807,0.013,0.648,0.0256,2131.938,656.81
21.762,0.017,21.149,0.003,0.613,0.0173,2135.147,927.058
22.229,0.0088,21.616,0.0098,0.613,0.0131,2150.562,250.371
22.322,0.021,21.692,0.011,0.63,0.0237,2162.618,679.169
20.206,0.036,19.766,0.006,0.44,0.0365,2167.705,449.55
20.959,0.021,20.472,0.018,0.487,0.0277,2175.798,613.242
21.452,0.021,20.893,0.058,0.559,0.0617,2171.703,784.259
21.927,0.002,21.334,0.02,0.593,0.0201,2165.032,804.819
22.61,0.032,21.918,0.027,0.692,0.0419,2236.408,576.45
22.388,0.01,21.735,0.03,0.653,0.0316,2230.363,618.766
22.503,0.019,21.831,0.006,0.672,0.0199,2217.661,661.13
22.517,0.024,21.849,0.019,0.668,0.0306,2229.666,758.184
21.239,0.002,20.753,0.019,0.486,0.0191,2234.824,739.989
22.128,0.04,21.53,0.026,0.598,0.0477,2218.928,964.129
22.684,0.0108,21.987,0.02,0.697,0.0227,2240.984,572.251
21.801,0.01,21.221,0.022,0.58,0.0242,2246.807,593.941
20.707,0.041,20.24,0.002,0.467,0.041,2268.574,405.578
22.608,0.004,21.936,0.027,0.672,0.0273,2277.736,987.304
21.075,0.02,20.595,0.013,0.48,0.0239,2309.56,686.417
21.188,0.011,20.694,0.011,0.494,0.0156,2305.914,921.411
21.256,0.012,20.757,0.012,0.499,0.017,2313.459,560.156
21.205,0.016,20.726,0.019,0.479,0.0248,2326.787,560.698
21.011,0.005,20.531,0.0,0.48,0.005,2326.397,682.838
21.234,0.006,20.735,0.012,0.499,0.0134,2318.507,720.388
21.975,0.009,21.391,0.027,0.584,0.0285,2335.505,938.301
21.601,0.007,21.052,0.021,0.549,0.0221,2331.165,984.344
19.999,0.009,19.584,0.003,0.415,0.0095,2346.645,780.616
22.584,0.027,21.931,0.005,0.653,0.0275,2357.04,835.202
22.769,0.029,22.079,0.017,0.69,0.0336,2358.564,849.684
21.397,0.008,20.884,0.015,0.513,0.017,2369.968,570.253
20.491,0.013,20.045,0.022,0.446,0.0256,2383.902,567.948
20.809,0.006,20.35,0.012,0.459,0.0134,2377.135,871.485
19.81,0.009,19.394,0.007,0.416,0.0114,2375.454,968.404
22.664,0.049,21.948,0.007,0.716,0.0495,2390.793,493.182
18.563,0.0016,17.957,0.011,0.606,0.0111,2389.903,660.804
20.636,0.012,20.186,0.024,0.45,0.0268,2409.09,665.686
19.314,0.011,18.859,0.011,0.455,0.0156,2403.673,736.48
22.019,0.012,21.434,0.017,0.585,0.0208,2411.758,727.164
20.753,0.046,20.285,0.018,0.468,0.0494,2427.547,461.948
15.933,0.0016,15.202,0.0018,0.731,0.0024,2426.396,756.826
20.549,0.007,20.107,0.013,0.442,0.0148,2427.137,786.519
20.885,0.009,20.404,0.005,0.481,0.0103,2445.49,522.451
21.26,0.031,20.767,0.011,0.493,0.0329,2443.518,800.143
22.462,0.014,21.818,0.033,0.644,0.0358,2451.911,851.164
20.733,0.01,20.316,0.011,0.417,0.0149,2468.036,712.643
17.74,0.0037,17.083,0.0041,0.657,0.0055,2507.476,880.901
21.844,0.0073,21.284,0.0084,0.56,0.0111,2513.011,483.368
21.549,0.0064,21.011,0.0074,0.538,0.0098,2525.855,476.932
22.727,0.011,22.025,0.0118,0.702,0.0161,2526.525,482.779
22.133,0.019,21.399,0.016,0.734,0.0248,2514.774,675.631
19.663,0.037,19.215,0.027,0.448,0.0458,2535.119,724.949
20.427,0.01,19.999,0.004,0.428,0.0108,2533.202,815.403
22.674,0.045,21.914,0.004,0.76,0.0452,2548.846,549.792
22.673,0.007,21.964,0.033,0.709,0.0337,2550.884,601.606
22.655,0.023,21.973,0.014,0.682,0.0269,2557.25,767.341
19.037,0.002,18.508,0.0023,0.529,0.0031,2569.314,515.387
19.495,0.019,19.062,0.023,0.433,0.0298,2571.511,639.612
22.727,0.0111,22.068,0.012,0.659,0.0163,2567.669,703.647
21.639,0.005,21.094,0.01,0.545,0.0112,2582.93,760.919
21.534,0.008,21.002,0.0,0.532,0.008,2563.311,986.056
20.189,0.012,19.757,0.01,0.432,0.0156,2606.044,721.475
22.626,0.014,21.944,0.006,0.682,0.0152,2596.249,758.801
21.106,0.006,20.611,0.023,0.495,0.0238,2609.008,779.105
22.345,0.022,21.683,0.02,0.662,0.0297,2611.223,785.405
22.506,0.011,21.853,0.004,0.653,0.0117,2604.775,887.699
20.045,0.005,19.618,0.008,0.427,0.0094,2610.38,875.449
21.1,0.012,20.606,0.016,0.494,0.02,2625.042,850.609
22.605,0.0104,21.872,0.011,0.733,0.0151,2659.946,554.858
22.013,0.0079,21.41,0.0089,0.603,0.0119,2666.321,546.763
22.286,0.03,21.647,0.015,0.639,0.0335,2684.417,626.522
21.505,0.0062,20.998,0.0073,0.507,0.0096,2711.474,512.38
21.404,0.006,20.891,0.007,0.513,0.0092,2688.078,542.553
22.462,0.0097,21.847,0.0108,0.615,0.0146,2704.97,542.823
22.714,0.0109,22.069,0.012,0.645,0.0162,2710.83,569.41
21.976,0.06,21.393,0.003,0.583,0.0601,2699.27,648.48
18.261,0.018,17.723,0.009,0.538,0.0201,2690.812,825.192
20.414,0.017,19.949,0.0,0.465,0.017,2734.3,683.463
20.231,0.004,19.801,0.013,0.43,0.0136,2719.57,853.162
20.187,0.0034,19.761,0.0041,0.426,0.0054,2756.858,582.964
22.288,0.04,21.667,0.028,0.621,0.0488,2755.173,667.049
22.028,0.006,21.389,0.002,0.639,0.0063,2759.853,720.234
22.12,0.019,21.505,0.017,0.615,0.0255,2772.792,739.338
21.906,0.005,21.322,0.016,0.584,0.0168,2779.447,803.868
22.652,0.01,21.965,0.006,0.687,0.0117,2781.779,830.207
22.475,0.016,21.799,0.023,0.676,0.028,2764.757,890.763
21.703,0.0068,21.162,0.0079,0.541,0.0104,2811.391,607.138
21.889,0.012,21.309,0.01,0.58,0.0156,2810.768,803.976
21.715,0.008,21.166,0.003,0.549,0.0085,2800.651,862.696
20.946,0.008,20.463,0.008,0.483,0.0113,2794.839,925.355
20.088,0.008,19.671,0.009,0.417,0.012,2792.148,968.956
20.426,0.0038,19.981,0.0046,0.445,0.0059,2817.299,617.129
22.067,0.052,21.372,0.0,0.695,0.052,2818.507,677.88
21.582,0.015,21.044,0.012,0.538,0.0192,2830.39,701.249
21.145,0.012,20.654,0.003,0.491,0.0124,2836.377,876.65
22.522,0.01,21.859,0.0109,0.663,0.0147,2845.487,566.045
21.539,0.009,21.009,0.006,0.53,0.0108,2844.489,894.375
21.863,0.0074,21.318,0.0085,0.545,0.0112,2908.018,583.212
22.561,0.02,21.889,0.011,0.672,0.0228,2912.957,794.059
21.348,0.005,20.839,0.007,0.509,0.0086,2910.043,977.598
21.577,0.0064,21.081,0.0076,0.496,0.01,2919.195,634.901
20.508,0.038,20.077,0.036,0.431,0.0523,2924.995,788.929
22.33,0.025,21.603,0.01,0.727,0.0269,2913.146,846.136
16.443,0.002,15.764,0.0022,0.679,0.003,2937.365,961.487
21.128,0.0052,20.647,0.0062,0.481,0.0081,2986.724,650.813
22.196,0.062,21.551,0.011,0.645,0.063,2968.975,703.784
20.294,0.009,19.867,0.017,0.427,0.0192,2973.508,848.96
20.76,0.009,20.286,0.006,0.474,0.0108,2999.597,927.459
21.361,0.012,20.85,0.0,0.511,0.012,2992.098,955.784
21.828,0.0072,21.265,0.0082,0.563,0.011,3020.478,626.151
20.821,0.0045,20.359,0.0054,0.462,0.0071,3026.324,650.669
20.201,0.0034,19.772,0.0041,0.429,0.0054,3024.0,696.4
21.658,0.001,21.035,0.024,0.623,0.024,3036.486,890.508
21.602,0.01,21.056,0.015,0.546,0.018,3015.718,960.423
19.732,0.0028,19.318,0.0034,0.414,0.0043,3040.67,704.24
22.257,0.02,21.64,0.016,0.617,0.0256,3040.273,921.008
21.144,0.0053,20.662,0.0062,0.482,0.0082,3126.293,675.916
20.149,0.0033,19.732,0.0041,0.417,0.0053,3128.833,669.849
22.241,0.006,21.601,0.013,0.64,0.0143,3137.574,830.061
21.48,0.028,20.971,0.011,0.509,0.0301,3131.116,939.3
19.726,0.0027,19.293,0.0033,0.433,0.0043,3156.984,696.358
22.35,0.013,21.705,0.018,0.645,0.0222,3139.637,978.157
21.739,0.0069,21.076,0.0076,0.663,0.0103,3169.81,755.197
22.507,0.031,21.841,0.027,0.666,0.0411,3186.453,782.839
22.192,0.004,21.574,0.005,0.618,0.0064,3179.52,826.504
19.441,0.0024,19.011,0.0029,0.43,0.0038,3192.871,731.678
22.543,0.01,21.895,0.093,0.648,0.0935,3211.443,909.195
21.767,0.015,21.089,0.015,0.678,0.0212,3201.815,941.536
22.048,0.008,21.473,0.0091,0.575,0.0121,3223.117,779.309
18.087,0.161,17.493,0.0,0.594,0.161,3235.313,874.454
18.087,0.161,17.493,0.0,0.594,0.161,3235.313,874.454
19.241,0.001,18.77,0.018,0.471,0.018,3228.851,949.837
22.01,0.0078,21.43,0.0089,0.58,0.0118,3259.279,740.888
22.741,0.018,22.067,0.02,0.674,0.0269,3246.436,830.199
21.084,0.04,20.608,0.012,0.476,0.0418,3257.543,814.173
19.425,0.024,18.979,0.017,0.446,0.0294,3269.177,821.46
22.668,0.062,21.952,0.016,0.716,0.064,3266.322,838.775
20.439,0.024,20.005,0.012,0.434,0.0268,3285.537,873.374
21.23,0.0055,20.727,0.0064,0.503,0.0084,3302.992,780.159
22.695,0.023,22.001,0.035,0.694,0.0419,3300.593,855.274
20.219,0.0034,19.8,0.018,0.419,0.0183,3306.528,853.542
21.799,0.019,21.224,0.0081,0.575,0.0206,3359.607,924.186
21.138,0.005,20.657,0.005,0.481,0.0071,3364.421,983.856
22.722,0.0109,21.999,0.0115,0.723,0.0158,3411.123,823.777
21.753,0.007,21.205,0.008,0.548,0.0106,3436.083,823.431
20.76,0.0044,20.307,0.0053,0.453,0.0069,3430.998,952.861
22.395,0.02,21.742,0.013,0.653,0.0239,3429.158,980.487
21.985,0.0077,21.439,0.0089,0.546,0.0118,3457.317,811.621
22.486,0.0097,21.781,0.0104,0.705,0.0143,3440.747,869.076
21.89,0.0074,21.317,0.0084,0.573,0.0112,3457.724,877.947
22.671,0.0106,21.984,0.027,0.687,0.029,3483.719,906.162
21.874,0.016,21.286,0.004,0.588,0.0165,3489.712,935.271
21.657,0.003,21.129,0.015,0.528,0.0153,3496.091,954.802
22.344,0.025,21.692,0.031,0.652,0.0398,3506.027,968.144
21.447,0.006,20.941,0.0071,0.506,0.0093,3527.359,827.168
19.189,0.0021,18.715,0.0025,0.474,0.0033,3533.312,851.626
22.424,0.011,21.788,0.006,0.636,0.0125,3530.107,976.818
20.326,0.0036,19.903,0.0044,0.423,0.0057,3552.366,918.237
22.22,0.0086,21.619,0.0097,0.601,0.0129,3586.199,894.473
20.409,0.0037,19.991,0.0046,0.418,0.0059,3609.779,858.659
19.175,0.0021,18.677,0.0025,0.498,0.0033,3636.509,915.356
22.447,0.0096,21.797,0.01,0.65,0.0138,3623.01,984.944
20.228,0.0034,19.889,0.0043,0.339,0.0055,3695.058,942.557
22.041,0.0079,21.444,0.0089,0.597,0.0119,3744.805,965.084
21.216,0.0054,20.722,0.0064,0.494,0.0084,3745.822,970.39
20.379,0.0037,19.958,0.0045,0.421,0.0058,3824.358,983.334
21.529,0.0062,21.007,0.0072,0.522,0.0096,3862.884,976.192
21.219,0.0057,20.712,0.0067,0.507,0.0088,1072.638,1913.188
20.368,0.0038,19.932,0.0046,0.436,0.006,1089.235,1799.327
21.644,0.0241,21.19,0.0083,0.454,0.0255,1091.564,1825.194
22.104,0.0085,21.488,0.0095,0.616,0.0128,1127.123,1728.018
22.307,0.0094,21.681,0.0104,0.626,0.014,1150.983,1768.718
20.334,0.011,19.909,0.003,0.425,0.0114,1149.841,1981.848
20.761,0.0046,20.306,0.0055,0.455,0.0072,1174.953,1809.317
22.475,0.013,21.792,0.066,0.683,0.0673,1169.693,1817.418
21.373,0.0061,20.876,0.0072,0.497,0.0094,1190.715,1552.224
21.009,0.0051,20.54,0.0061,0.469,0.008,1206.418,1544.292
19.727,0.0028,19.297,0.0034,0.43,0.0045,1195.605,1583.263
21.638,0.02,21.087,0.006,0.551,0.0209,1207.99,1849.007
20.252,0.0036,19.831,0.007,0.421,0.0079,1194.882,1916.718
22.233,0.009,21.639,0.0102,0.594,0.0136,1233.094,1533.908
20.102,0.014,19.682,0.021,0.42,0.0252,1214.65,1687.477
21.536,0.007,21.017,0.016,0.519,0.0175,1251.225,1687.044
21.562,0.018,21.049,0.052,0.513,0.055,1254.439,1762.423
21.548,0.012,21.003,0.001,0.545,0.012,1241.746,1913.839
21.989,0.008,21.402,0.0091,0.587,0.0121,1277.213,1290.224
17.459,0.0034,16.816,0.0038,0.643,0.005,1272.455,1410.96
22.605,0.0107,21.928,0.0116,0.677,0.0158,1265.874,1454.469
21.445,0.0062,20.916,0.0072,0.529,0.0095,1299.649,1182.408
21.258,0.0057,20.683,0.0065,0.575,0.0087,1292.451,1375.217
22.675,0.011,22.016,0.0121,0.659,0.0164,1289.098,1420.106
22.209,0.027,21.6,0.014,0.609,0.0304,1306.541,1608.053
20.649,0.01,20.203,0.013,0.446,0.0164,1304.848,1616.817
20.812,0.01,20.344,0.009,0.468,0.0135,1290.216,1733.416
20.909,0.005,20.438,0.012,0.471,0.013,1309.553,1870.345
20.875,0.014,20.408,0.006,0.467,0.0152,1301.304,1948.662
20.359,0.0038,19.909,0.0045,0.45,0.0059,1326.395,1101.694
20.657,0.001,20.208,0.01,0.449,0.01,1333.36,1429.659
20.368,0.009,19.936,0.018,0.432,0.0201,1324.543,1526.984
21.469,0.004,20.948,0.013,0.521,0.0136,1314.248,1700.094
20.284,0.01,19.859,0.016,0.425,0.0189,1329.586,1717.014
20.582,0.006,20.136,0.013,0.446,0.0143,1326.505,1770.48
22.37,0.011,21.71,0.004,0.66,0.0117,1314.294,1817.224
22.11,0.046,21.514,0.016,0.596,0.0487,1327.58,1817.699
22.42,0.011,21.751,0.021,0.669,0.0237,1334.357,1819.92
22.211,0.009,21.583,0.012,0.628,0.015,1324.49,1984.967
20.877,0.035,20.415,0.008,0.462,0.0359,1357.904,1316.39
21.951,0.021,21.37,0.02,0.581,0.029,1349.093,1460.658
20.768,0.007,20.305,0.015,0.463,0.0166,1355.301,1510.089
20.433,0.013,20.001,0.008,0.432,0.0153,1354.082,1683.844
21.792,0.16,21.315,0.011,0.477,0.1604,1358.347,1689.535
22.57,0.019,21.888,0.036,0.682,0.0407,1342.113,1757.006
21.634,0.002,21.102,0.01,0.532,0.0102,1360.71,1922.616
22.476,0.014,21.778,0.012,0.698,0.0184,1338.104,1942.292
20.233,0.033,19.824,0.025,0.409,0.0414,1373.447,1275.223
22.463,0.005,21.845,0.0111,0.618,0.0122,1372.576,1306.945
20.083,0.007,19.62,0.01,0.463,0.0122,1378.293,1504.91
22.692,0.014,21.99,0.013,0.702,0.0191,1385.942,1934.596
19.307,0.0023,18.846,0.0028,0.461,0.0036,1396.783,1060.657
22.411,0.0097,21.654,0.33,0.757,0.3301,1395.906,1167.726
22.264,0.018,21.639,0.022,0.625,0.0284,1392.093,1707.187
20.427,0.022,19.996,0.004,0.431,0.0224,1404.251,1690.96
21.608,0.0067,21.073,0.023,0.535,0.024,1432.502,1139.773
22.146,0.0086,21.54,0.0097,0.606,0.0129,1414.987,1177.253
22.13,0.033,21.548,0.007,0.582,0.0337,1425.41,1290.127
22.715,0.024,22.037,0.018,0.678,0.03,1430.052,1295.667
22.598,0.013,21.933,0.027,0.665,0.03,1431.437,1351.403
19.495,0.01,19.074,0.023,0.421,0.0251,1415.178,1374.934
21.41,0.019,20.891,0.005,0.519,0.0196,1421.383,1401.38
21.688,0.017,21.136,0.014,0.552,0.022,1421.868,1593.112
20.529,0.031,20.067,0.026,0.462,0.0405,1418.988,1677.073
20.637,0.006,20.185,0.003,0.452,0.0067,1424.231,1758.2
17.619,0.0036,16.973,0.0041,0.646,0.0054,1437.885,1788.854
20.637,0.006,20.189,0.008,0.448,0.01,1431.532,1848.71
21.415,0.014,20.899,0.014,0.516,0.0198,1413.138,1910.615
20.216,0.005,19.79,0.011,0.426,0.0121,1422.353,1921.103
22.691,0.13,21.955,0.061,0.736,0.1436,1424.83,1924.052
22.616,0.026,21.953,0.001,0.663,0.026,1413.359,1943.944
22.538,0.015,21.882,0.047,0.656,0.0493,1452.34,1236.347
22.704,0.007,22.006,0.023,0.698,0.024,1448.041,1443.94
20.297,0.007,19.863,0.009,0.434,0.0114,1456.361,1462.824
20.903,0.007,20.422,0.009,0.481,0.0114,1442.694,1527.089
19.863,0.0,19.444,0.007,0.419,0.007,1460.113,1533.327
22.256,0.005,21.619,0.017,0.637,0.0177,1454.85,1770.672
22.584,0.011,21.939,0.043,0.645,0.0444,1447.948,1806.143
19.756,0.008,19.338,0.006,0.418,0.01,1454.744,1864.113
21.107,0.005,20.605,0.003,0.502,0.0058,1441.02,1987.931
21.177,0.003,20.678,0.025,0.499,0.0252,1477.71,1028.781
19.815,0.01,19.4,0.014,0.415,0.0172,1464.357,1065.286
20.628,0.024,20.187,0.001,0.441,0.024,1470.018,1122.989
20.955,0.009,20.494,0.014,0.461,0.0166,1480.344,1131.961
21.954,0.051,21.357,0.002,0.597,0.051,1482.486,1419.893
22.295,0.003,21.655,0.02,0.64,0.0202,1475.637,1465.208
20.244,0.011,19.811,0.004,0.433,0.0117,1484.616,1846.757
21.448,0.012,20.91,0.013,0.538,0.0177,1481.4,1884.176
20.297,0.014,19.854,0.005,0.443,0.0149,1484.763,1957.132
22.087,0.001,21.478,0.024,0.609,0.024,1501.739,1003.005
21.502,0.039,20.889,0.014,0.613,0.0414,1494.266,1604.878
21.852,0.021,21.245,0.01,0.607,0.0233,1531.482,1079.416
21.614,0.007,21.061,0.029,0.553,0.0298,1532.021,1323.814
21.234,0.004,20.738,0.016,0.496,0.0165,1521.15,1551.709
21.896,0.017,21.305,0.007,0.591,0.0184,1530.871,1703.979
21.75,0.012,21.181,0.004,0.569,0.0126,1536.07,1716.69
20.737,0.012,20.272,0.007,0.465,0.0139,1514.722,1973.515
22.001,0.008,21.399,0.051,0.602,0.0516,1560.317,993.732
18.952,0.008,18.371,0.012,0.581,0.0144,1541.666,1295.514
19.004,0.004,18.44,0.02,0.564,0.0204,1547.497,1386.692
22.442,0.043,21.79,0.014,0.652,0.0452,1541.765,1473.727
20.132,0.009,19.709,0.006,0.423,0.0108,1559.618,1584.68
22.462,0.013,21.81,0.016,0.652,0.0206,1551.975,1594.829
20.629,0.004,20.197,0.006,0.432,0.0072,1546.514,1649.198
21.094,0.013,20.599,0.005,0.495,0.0139,1556.147,1766.716
22.408,0.008,21.75,0.021,0.658,0.0225,1538.245,1958.916
20.818,0.003,20.37,0.005,0.448,0.0058,1565.31,993.883
22.029,0.005,21.448,0.018,0.581,0.0187,1578.098,1161.022
19.67,0.012,19.246,0.007,0.424,0.0139,1565.101,1515.176
21.269,0.01,20.767,0.003,0.502,0.0104,1580.517,1559.348
22.129,0.018,21.512,0.009,0.617,0.0201,1585.93,1576.203
21.957,0.015,21.257,0.01,0.7,0.018,1585.279,1604.629
22.505,0.024,21.845,0.019,0.66,0.0306,1570.086,1677.201
22.586,0.019,21.903,0.013,0.683,0.023,1579.339,1939.978
22.222,0.041,21.587,0.018,0.635,0.0448,1600.39,1213.638
21.383,0.01,20.87,0.012,0.513,0.0156,1595.374,1304.608
20.968,0.016,20.488,0.008,0.48,0.0179,1612.831,1523.672
19.333,0.005,18.879,0.008,0.454,0.0094,1590.304,1688.234
21.754,0.0073,21.199,0.009,0.555,0.0116,1591.832,1783.189
20.679,0.005,20.222,0.004,0.457,0.0064,1598.617,1780.715
22.668,0.028,22.003,0.008,0.665,0.0291,1614.756,1058.614
20.808,0.009,20.343,0.009,0.465,0.0127,1621.941,1288.821
22.556,0.005,21.885,0.022,0.671,0.0226,1619.839,1534.057
21.276,0.013,20.768,0.012,0.508,0.0177,1634.976,1592.371
21.681,0.007,21.125,0.021,0.556,0.0221,1644.671,999.35
20.668,0.011,20.208,0.009,0.46,0.0142,1638.018,1058.954
21.42,0.007,20.899,0.01,0.521,0.0122,1657.994,1128.26
19.936,0.008,19.459,0.006,0.477,0.01,1640.531,1621.366
21.678,0.017,21.154,0.017,0.524,0.024,1649.133,1680.921
22.745,0.029,21.923,0.024,0.822,0.0376,1657.55,1685.896
21.828,0.008,21.259,0.009,0.569,0.012,1667.969,1038.003
20.773,0.013,20.313,0.01,0.46,0.0164,1669.031,1323.491
22.685,0.023,21.99,0.037,0.695,0.0436,1668.862,1378.548
22.65,0.021,21.961,0.028,0.689,0.035,1675.795,1532.628
19.066,0.008,18.536,0.003,0.53,0.0085,1685.967,1521.849
