,v,v_err,i,i_err,vi,vi_err,x,y
1,20.855,0.0047,20.39,0.0056,0.4695722913800911,0.0073,1487.355,772.757
2,20.262,0.0036,19.831,0.0043,0.4369048725674496,0.0056,1474.132,859.517
4,20.354,0.0,19.916,0.014,0.44219468785100086,0.014,1477.49,975.427
5,20.285,0.019,19.864,0.028,0.42604241527727926,0.0338,1503.547,830.891
7,19.066,0.002,18.493,0.0023,0.5780439916509406,0.0031,1559.759,420.569
8,21.098,0.0052,20.613,0.0062,0.4909064489411109,0.0081,1562.381,493.776
11,20.066,0.012,19.646,0.02,0.4241279821189576,0.0233,1555.817,792.752
12,20.878,0.003,20.42,0.008,0.4625722913800911,0.0085,1549.7,895.975
14,20.93,0.022,20.455,0.007,0.48177010850405116,0.0231,1572.795,629.866
15,19.983,0.011,19.572,0.024,0.41557229138009105,0.0264,1566.795,720.226
18,19.757,0.0028,19.32,0.0034,0.4415722913800911,0.0044,1593.458,519.731
19,19.727,0.022,19.324,0.015,0.40804399165094063,0.0266,1617.816,497.295
23,20.791,0.009,20.347,0.006,0.4500127364518711,0.0108,1657.868,434.431
24,19.564,0.012,19.152,0.011,0.4173555393865086,0.0163,1652.154,649.871
27,20.795,0.004,20.332,0.005,0.46835553938650865,0.0064,1663.511,709.392
29,19.232,0.025,18.746,0.017,0.49039160187160147,0.0302,1708.565,542.088
30,20.282,0.005,19.871,0.015,0.41557229138009105,0.0158,1708.944,578.216
32,21.003,0.012,20.543,0.006,0.46546340327093016,0.0134,1736.013,462.697
35,19.975,0.0031,19.567,0.0038,0.4128854154893204,0.0049,1754.63,355.07
36,21.227,0.023,20.739,0.012,0.4916950751486434,0.0259,1739.755,556.386
38,19.315,0.005,18.848,0.017,0.46951041612493294,0.0177,1748.615,833.706
40,20.953,0.006,20.466,0.012,0.4918854154893204,0.0134,1785.224,451.454
46,20.748,0.009,20.282,0.01,0.4693650634111253,0.0135,1815.614,612.593
48,21.038,0.016,20.548,0.012,0.4901665970190571,0.02,1823.211,910.379
49,20.828,0.008,20.394,0.016,0.43645832198102463,0.0179,1862.811,608.103
51,20.31,0.007,19.866,0.006,0.44416659701905714,0.0092,1858.044,914.104
53,20.184,0.011,19.76,0.014,0.4239875416156392,0.0178,1879.827,835.17
54,20.997,0.012,20.529,0.001,0.47286330214245104,0.012,1896.122,430.736
55,20.298,0.009,19.866,0.017,0.4352121029142214,0.0192,1893.252,595.906
56,19.445,0.012,18.994,0.009,0.45057966423850626,0.015,1904.299,804.829
62,18.537,0.001,17.923,0.013,0.6164583219810246,0.013,1949.114,526.086
65,19.955,0.009,19.533,0.014,0.4239549541827604,0.0166,1949.954,948.391
67,20.965,0.0049,20.512,0.0059,0.4566950751486435,0.0077,1967.741,222.359
69,21.257,0.012,20.704,0.023,0.5524652923584478,0.0259,1970.141,571.864
71,20.877,0.013,20.403,0.007,0.4731122618707239,0.0148,1985.174,857.865
76,20.035,0.0032,19.646,0.004,0.3922121029142214,0.0051,2031.859,274.633
80,18.696,0.01,18.095,0.014,0.5989704251616783,0.0172,2017.374,639.3
82,20.742,0.01,20.275,0.02,0.4669875416156392,0.0224,2013.448,819.078
83,20.155,0.005,19.726,0.009,0.4289875416156392,0.0103,2026.77,828.987
85,20.21,0.012,19.781,0.016,0.4292015031363563,0.02,2050.616,722.175
86,20.535,0.057,20.077,0.019,0.4592042626321171,0.0601,2085.123,353.22
90,20.46,0.006,19.971,0.014,0.49013075331402156,0.0152,2083.816,771.425
91,20.397,0.007,19.959,0.012,0.43902216361844704,0.0139,2070.415,959.164
93,21.078,0.02,20.604,0.021,0.47420150313635623,0.029,2102.175,648.869
95,20.519,0.015,20.008,0.007,0.5129549541827605,0.0166,2092.404,870.038
97,20.554,0.014,20.107,0.012,0.4485907387233353,0.0184,2090.646,959.944
99,20.499,0.025,20.045,0.023,0.4552042626321171,0.034,2126.835,416.299
104,20.206,0.036,19.766,0.006,0.4412042626321171,0.0365,2167.705,449.55
105,20.959,0.021,20.472,0.018,0.4893698759647491,0.0277,2175.798,613.242
112,21.239,0.002,20.753,0.019,0.49146377528821616,0.0191,2234.824,739.989
116,20.707,0.041,20.24,0.002,0.4683947809729118,0.041,2268.574,405.578
118,21.075,0.02,20.595,0.013,0.4869104401995368,0.0239,2309.56,686.417
119,21.188,0.011,20.694,0.011,0.5006062544280626,0.0156,2305.914,921.411
120,21.256,0.012,20.757,0.012,0.5028279696962199,0.017,2313.459,560.156
121,21.205,0.016,20.726,0.019,0.48282796969621994,0.0248,2326.787,560.698
122,21.011,0.005,20.531,0.0,0.48625680371534175,0.005,2326.397,682.838
123,21.234,0.006,20.735,0.012,0.5059104401995368,0.0134,2318.507,720.388
126,19.999,0.009,19.584,0.003,0.42262473411590595,0.0095,2346.645,780.616
130,20.491,0.013,20.045,0.022,0.45065312076118014,0.0256,2383.902,567.948
131,20.809,0.006,20.35,0.012,0.46635757200423245,0.0134,2377.135,871.485
132,19.81,0.009,19.394,0.007,0.4229104401995368,0.0114,2375.454,968.404
134,18.563,0.0016,17.957,0.011,0.6114637752882162,0.0111,2389.903,660.804
135,20.636,0.012,20.186,0.024,0.45546377528821624,0.0268,2409.09,665.686
136,19.314,0.011,18.859,0.011,0.4612302035539242,0.0156,2403.673,736.48
138,20.753,0.046,20.285,0.018,0.47224374708174804,0.0494,2427.547,461.948
140,20.549,0.007,20.107,0.013,0.44920355997210154,0.0148,2427.137,786.519
141,20.885,0.009,20.404,0.005,0.48565312076118017,0.0103,2445.49,522.451
142,21.26,0.031,20.767,0.011,0.5002035599721015,0.0329,2443.518,800.143
144,20.733,0.01,20.316,0.011,0.423925974362045,0.0149,2468.036,712.643
145,17.74,0.0037,17.083,0.0041,0.6639104401995368,0.0055,2507.476,880.901
149,19.663,0.037,19.215,0.027,0.4542568037153418,0.0458,2535.119,724.949
150,20.427,0.01,19.999,0.004,0.43421905125545573,0.0108,2533.202,815.403
154,19.037,0.002,18.508,0.0023,0.5339408841413271,0.0031,2569.314,515.387
155,19.495,0.019,19.062,0.023,0.43754720716727813,0.0298,2571.511,639.612
159,20.189,0.012,19.757,0.01,0.4364176155595625,0.0156,2606.044,721.475
161,21.106,0.006,20.611,0.023,0.4994176155595625,0.0238,2609.008,779.105
164,20.045,0.005,19.618,0.008,0.4330723911844294,0.0094,2610.38,875.449
165,21.1,0.012,20.606,0.016,0.5000723911844295,0.02,2625.042,850.609
174,20.414,0.017,19.949,0.0,0.4694176155595625,0.017,2734.3,683.463
175,20.231,0.004,19.801,0.013,0.43558678150227265,0.0136,2719.57,853.162
176,20.187,0.0034,19.761,0.0041,0.43043331226494563,0.0054,2756.858,582.964
186,20.946,0.008,20.463,0.008,0.4878811658487095,0.0113,2794.839,925.355
187,20.088,0.008,19.671,0.009,0.42332322540926914,0.012,2792.148,968.956
188,20.426,0.0038,19.981,0.0046,0.45132322540926917,0.0059,2817.299,617.129
190,21.145,0.012,20.654,0.003,0.4970723911844295,0.0124,2836.377,876.65
197,20.508,0.038,20.077,0.036,0.43753871508463704,0.0523,2924.995,788.929
199,21.128,0.0052,20.647,0.0062,0.48842837247339044,0.0081,2986.724,650.813
201,20.294,0.009,19.867,0.017,0.43353871508463704,0.0192,2973.508,848.96
202,20.76,0.009,20.286,0.006,0.480538715084637,0.0108,2999.597,927.459
205,20.821,0.0045,20.359,0.0054,0.4689867950690134,0.0071,3026.324,650.669
206,20.201,0.0034,19.772,0.0041,0.4365791557522711,0.0054,3024.0,696.4
